?x	?xl
<http://purl.obolibrary.org/obo/CHEBI_64709>	"organic acid"
<http://purl.obolibrary.org/obo/UBERON_0034873>	"bodily gas"
<http://purl.obolibrary.org/obo/NBO_0000440>	"Golgi tendon reflex"
<http://purl.obolibrary.org/obo/CHEBI_23924>	"enzyme inhibitor"
<http://purl.obolibrary.org/obo/NBO_0000177>	"non-associative learning"
<http://purl.obolibrary.org/obo/CHEBI_37962>	"adrenergic agent"
<http://purl.obolibrary.org/obo/NBO_0000287>	"helping behavior"
<http://purl.obolibrary.org/obo/NBO_0000061>	"forelimb paralysis"
<http://purl.obolibrary.org/obo/CHEBI_76969>	"bacterial metabolite"
<http://purl.obolibrary.org/obo/NBO_0000075>	"playing behavior"
<http://purl.obolibrary.org/obo/NBO_0000343>	"intralimb coordination"
<http://purl.obolibrary.org/obo/NBO_0000453>	"behavior related to feelings experiencing"
<http://purl.obolibrary.org/obo/UBERON_0000000>	"processual entity"
<http://purl.obolibrary.org/obo/NBO_0000260>	"paranoid schizophrenia"
<http://purl.obolibrary.org/obo/UBERON_0004880>	"chordamesoderm"
<http://purl.obolibrary.org/obo/NBO_0000401>	"sucking reflex"
<http://purl.obolibrary.org/obo/UBERON_0000110>	"neurula stage"
<http://purl.obolibrary.org/obo/CHEBI_35471>	"psychotropic drug"
<http://purl.obolibrary.org/obo/UBERON_0012125>	"dermatological-muscosal system"
<http://purl.obolibrary.org/obo/UBERON_0010312>	"immature eye"
<http://purl.obolibrary.org/obo/CHEBI_52208>	"biophysical role"
<http://purl.obolibrary.org/obo/NBO_0045001>	"tobacco chewing behavior"@en
<http://purl.obolibrary.org/obo/CHEBI_60606>	"opioid receptor agonist"
<http://purl.obolibrary.org/obo/CHEBI_60056>	"cocaine(1+)"
<http://purl.obolibrary.org/obo/NBO_0020033>	"contact aggression"@en
<http://purl.obolibrary.org/obo/NBO_0000564>	"social behavior phenotype"
<http://purl.obolibrary.org/obo/NBO_0000163>	"REM frequency"
<http://purl.obolibrary.org/obo/NBO_0000674>	"Lennox-Gastaut syndrome"
<http://purl.obolibrary.org/obo/NBO_0020296>	"scrounge"@en
<http://purl.obolibrary.org/obo/CHEBI_22695>	"base"
<http://purl.obolibrary.org/obo/NBO_0000273>	"social interference"
<http://purl.obolibrary.org/obo/NBO_0000707>	"gestural automatism"
<http://purl.obolibrary.org/obo/NBO_0000121>	"agonistic behavior"
<http://purl.obolibrary.org/obo/NBO_0000516>	"atypical depression"
<http://purl.obolibrary.org/obo/NBO_0000077>	"courtship behavior"
<http://purl.obolibrary.org/obo/NBO_0000129>	"agitation behavior"
<http://purl.obolibrary.org/obo/NBO_0000398>	"plantar reflex"
<http://purl.obolibrary.org/obo/NBO_0000494>	"sleep breathing disorder"
<http://purl.obolibrary.org/obo/NBO_0000239>	"long term hunger regulation"
<http://purl.obolibrary.org/obo/NBO_0015007>	"cigarette smoking behavior"@en
<http://purl.obolibrary.org/obo/NBO_0001952>	"morphine consumption"@en
<http://purl.obolibrary.org/obo/UBERON_0004872>	"splanchnic layer of lateral plate mesoderm"
<http://purl.obolibrary.org/obo/NBO_0000030>	"hyperactivity"
<http://purl.obolibrary.org/obo/CHEBI_38867>	"anaesthetic"
<http://purl.obolibrary.org/obo/UBERON_0006314>	"bodily fluid"
<http://purl.obolibrary.org/obo/NBO_0000038>	"behavioral control of excretion"
<http://purl.obolibrary.org/obo/NBO_0000224>	"cued conditioning behavior"
<http://purl.obolibrary.org/obo/NBO_0000622>	"stereotypic motor behavior"
<http://purl.obolibrary.org/obo/CHEBI_22917>	"phytogenic insecticide"
<http://purl.obolibrary.org/obo/NBO_0000732>	"left side clonic seizure"
<http://purl.obolibrary.org/obo/CHEBI_35441>	"antiinfective agent"
<http://purl.obolibrary.org/obo/NBO_0000487>	"intrinsic circadian rhythm sleep disorder"
<http://purl.obolibrary.org/obo/UBERON_0005496>	"neural tube lateral wall"
<http://purl.obolibrary.org/obo/UBERON_0005061>	"neural groove"
<http://purl.obolibrary.org/obo/CHEBI_17790>	"methanol"
<http://purl.obolibrary.org/obo/NBO_0020281>	"mate sampling"@en
<http://purl.obolibrary.org/obo/NBO_0000557>	"short term spatial memory"
<http://purl.obolibrary.org/obo/CHEBI_17688>	"(S)-nicotine"
<http://purl.obolibrary.org/obo/NBO_0000653>	"simple partial seizure with autonomic symptoms or signs"
<http://purl.obolibrary.org/obo/NBO_0000181>	"long-term memory"
<http://purl.obolibrary.org/obo/CHEBI_24834>	"inorganic anion"
<http://purl.obolibrary.org/obo/NBO_0000291>	"obedience to authority"
<http://purl.obolibrary.org/obo/NBO_0020177>	"social acquisition of food"@en
<http://purl.obolibrary.org/obo/NBO_0000711>	"drug withdrawal induced seizure"
<http://purl.obolibrary.org/obo/CHEBI_36333>	"local anaesthetic"
<http://purl.obolibrary.org/obo/NBO_0000095>	"fear behavior towards living things"
<http://purl.obolibrary.org/obo/CHEBI_50312>	"onium compound"
<http://purl.obolibrary.org/obo/NBO_0000473>	"rhythmic behavior phenotype"
<http://purl.obolibrary.org/obo/UBERON_0003430>	"neck nerve"
<http://purl.obolibrary.org/obo/NBO_0000614>	"visual communication behavior"
<http://purl.obolibrary.org/obo/CHEBI_35337>	"central nervous system stimulant"
<http://purl.obolibrary.org/obo/CHEBI_46883>	"carboxy group"
<http://purl.obolibrary.org/obo/NBO_0000724>	"electrical stimulation induced seizure"
<http://purl.obolibrary.org/obo/NBO_0001845>	"consumption behavior"@en
<http://purl.obolibrary.org/obo/UBERON_0010314>	"structure with developmental contribution from neural crest"
<http://purl.obolibrary.org/obo/UBERON_0001007>	"digestive system"
<http://purl.obolibrary.org/obo/NBO_0000566>	"social withdrawal in childhood"
<http://purl.obolibrary.org/obo/NBO_0000770>	"behavioral control of defecation phenotype"
<http://purl.obolibrary.org/obo/NBO_0000278>	"gender specific discriminatory behavior"
<http://purl.obolibrary.org/obo/UBERON_0003068>	"axial mesoderm"
<http://purl.obolibrary.org/obo/NBO_0000112>	"aggressive behavior towards inanimate objects"
<http://purl.obolibrary.org/obo/NBO_0000434>	"crossed extensor reflex"
<http://purl.obolibrary.org/obo/NBO_0000778>	"emotional conditioning"
<http://purl.obolibrary.org/obo/CHEBI_33659>	"organic aromatic compound"
<http://purl.obolibrary.org/obo/CHEBI_27958>	"cocaine"
<http://purl.obolibrary.org/obo/CHEBI_76413>	"greenhouse gas"
<http://purl.obolibrary.org/obo/UBERON_0035639>	"ocular adnexa"
<http://purl.obolibrary.org/obo/UBERON_0000990>	"reproductive system"
<http://purl.obolibrary.org/obo/CHEBI_48359>	"protophilic solvent"
<http://purl.obolibrary.org/obo/NBO_0015008>	"cigar smoking behavior"@en
<http://purl.obolibrary.org/obo/UBERON_0005423>	"developing anatomical structure"
<http://purl.obolibrary.org/obo/NBO_0000026>	"head rotation"
<http://purl.obolibrary.org/obo/NBO_0000333>	"chemical nociceptive behavior"
<http://purl.obolibrary.org/obo/UBERON_0000109>	"gastrula stage"
<http://purl.obolibrary.org/obo/NBO_0000669>	"absence seizures"
<http://purl.obolibrary.org/obo/CHEBI_35507>	"natural product fundamental parent"
<http://purl.obolibrary.org/obo/CHEBI_35617>	"flavouring agent"
<http://purl.obolibrary.org/obo/CHEBI_59163>	"biomarker"
<http://purl.obolibrary.org/obo/UBERON_0004571>	"systemic arterial system"
<http://purl.obolibrary.org/obo/NBO_0000762>	"copulation phenotype"
<http://purl.obolibrary.org/obo/NBO_0000481>	"sleep state misperception"
<http://purl.obolibrary.org/obo/NBO_0000507>	"catathrenia"
<http://purl.obolibrary.org/obo/NBO_0000226>	"spinal conditioning"
<http://purl.obolibrary.org/obo/UBERON_0011862>	"pulmonary collagen fibril"
<http://purl.obolibrary.org/obo/NBO_0000153>	"paternal nurturing behavior"
<http://purl.obolibrary.org/obo/NBO_0020239>	"triumph"@en
<http://purl.obolibrary.org/obo/NBO_0000489>	"shift work sleep disorder"
<http://purl.obolibrary.org/obo/NBO_0000257>	"major depressive disorder"
<http://purl.obolibrary.org/obo/CHEBI_50904>	"allergen"
<http://purl.obolibrary.org/obo/NBO_0000035>	"emission behavior"
<http://purl.obolibrary.org/obo/GO_0005622>	"intracellular"
<http://purl.obolibrary.org/obo/NBO_0000582>	"vestibulospinal reflex"
<http://purl.obolibrary.org/obo/UBERON_0006965>	"vascular cord"
<http://purl.obolibrary.org/obo/NBO_0001884>	"consumption of an addictive substance"@en
<http://purl.obolibrary.org/obo/NBO_0000327>	"somatic sensation related behavior"
<http://purl.obolibrary.org/obo/NBO_0000210>	"avoidance learning behavior"
<http://purl.obolibrary.org/obo/NBO_0000750>	"eyelid movement"
<http://purl.obolibrary.org/obo/UBERON_0019267>	"gray matter of midbrain"
<http://purl.obolibrary.org/obo/NBO_0000312>	"regulation of sleep"
<http://purl.obolibrary.org/obo/NBO_0020272>	"hunt for mate"@en
<http://purl.obolibrary.org/obo/NBO_0045000>	"tobacco consumption"@en
<http://purl.obolibrary.org/obo/NBO_0000422>	"insomnia"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/NBO_0000218>	"passive avoidance learning behavior"
<http://purl.obolibrary.org/obo/NBO_0020286>	"food extraction"@en
<http://purl.obolibrary.org/obo/CHEBI_38295>	"azabicycloalkane"
<http://purl.obolibrary.org/obo/NBO_0000758>	"sexual activity phenotype"
<http://purl.obolibrary.org/obo/NBO_0040001>	"shoaling behavior"@en
<http://purl.obolibrary.org/obo/NBO_0000172>	"olfactory learning behavior"
<http://purl.obolibrary.org/obo/CHEBI_33261>	"organosulfur compound"
<http://purl.obolibrary.org/obo/NBO_0000282>	"liking"
<http://purl.obolibrary.org/obo/CHEBI_35107>	"azane"
<http://purl.obolibrary.org/obo/NBO_0000716>	"antidepressant overdose induced seizure"
<http://purl.obolibrary.org/obo/CHEBI_38324>	"cholinergic agonist"
<http://purl.obolibrary.org/obo/UBERON_0000092>	"post-embryonic stage"
<http://purl.obolibrary.org/obo/UBERON_0001988>	"feces"
<http://purl.obolibrary.org/obo/NBO_0020112>	"agonistic buffering"@en
<http://purl.obolibrary.org/obo/CHEBI_35524>	"sympathomimetic agent"
<http://purl.obolibrary.org/obo/NBO_0000081>	"standing up"
<http://purl.obolibrary.org/obo/CHEBI_33672>	"heterobicyclic compound"
<http://purl.obolibrary.org/obo/CHEBI_24782>	"imide"
<http://purl.obolibrary.org/obo/NBO_0000020>	"head movement"
<http://purl.obolibrary.org/obo/NBO_0000619>	"behavior stemming from insight"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"ammonium"
<http://purl.obolibrary.org/obo/UBERON_0002315>	"gray matter of spinal cord"
<http://purl.obolibrary.org/obo/UBERON_0007237>	"1st arch mandibular component"
<http://purl.obolibrary.org/obo/NBO_0000265>	"personality disorder"
<http://purl.obolibrary.org/obo/CHEBI_78433>	"refrigerant"
<http://purl.obolibrary.org/obo/NBO_0000028>	"akinesia"
<http://purl.obolibrary.org/obo/UBERON_0002193>	"hemolymphoid system"
<http://purl.obolibrary.org/obo/NBO_0000335>	"thermal nociceptive behavior"
<http://purl.obolibrary.org/obo/NBO_0000431>	"scratch reflex"
<http://purl.obolibrary.org/obo/UBERON_0003080>	"anterior neural tube"
<http://purl.obolibrary.org/obo/UBERON_0003887>	"intraembryonic coelom"
<http://purl.obolibrary.org/obo/NBO_0000103>	"coping behavior"
<http://purl.obolibrary.org/obo/NBO_0000501>	"nocturnal enuresis"
<http://purl.obolibrary.org/obo/NBO_0000694>	"absence status epilepticus"
<http://purl.obolibrary.org/obo/NBO_0000439>	"glabellar reflex"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"aqueous humor of eyeball"
<http://purl.obolibrary.org/obo/NBO_0000764>	"male sexual activity phenotype"
<http://purl.obolibrary.org/obo/NBO_0000251>	"hypochondriasis"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"acellular anatomical structure"
<http://purl.obolibrary.org/obo/CHEBI_48560>	"dopaminergic agent"
<http://purl.obolibrary.org/obo/NBO_0000259>	"psychotic disorder"
<http://purl.obolibrary.org/obo/NBO_0000604>	"social inhibition"
<http://purl.obolibrary.org/obo/NBO_0000186>	"semantic memory"
<http://purl.obolibrary.org/obo/NBO_0000472>	"behavioral exhaustion"
<http://purl.obolibrary.org/obo/NBO_0000314>	"visual behavior"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"nerve"
<http://purl.obolibrary.org/obo/NBO_0000424>	"sleep terror"
<http://purl.obolibrary.org/obo/NBO_0000587>	"tetanic spasm"
<http://purl.obolibrary.org/obo/NBO_0000080>	"sitting down"
<http://purl.obolibrary.org/obo/NBO_0000067>	"asleep"
<http://purl.obolibrary.org/obo/CHEBI_26456>	"pyrrolidine alkaloid"
<http://purl.obolibrary.org/obo/NBO_0000535>	"separation anxiety"
<http://purl.obolibrary.org/obo/NBO_0000645>	"convulsion"
<http://purl.obolibrary.org/obo/NBO_0000741>	"aggressive behavior by means"
<http://purl.obolibrary.org/obo/NBO_0000540>	"drinking behavior phenotype"
<http://purl.obolibrary.org/obo/UBERON_3000972>	"head external integument structure"
<http://purl.obolibrary.org/obo/GO_0043227>	"membrane-bounded organelle"
<http://purl.obolibrary.org/obo/NBO_0000749>	"blinking"
<http://purl.obolibrary.org/obo/NBO_0000548>	"male sexual activity"
<http://purl.obolibrary.org/obo/NBO_0020145>	"agonistic alarm"@en
<http://purl.obolibrary.org/obo/UBERON_0001027>	"sensory nerve"
<http://purl.obolibrary.org/obo/NBO_0000053>	"basking behavior"
<http://purl.obolibrary.org/obo/NBO_0000702>	"atypical absence seizure"
<http://purl.obolibrary.org/obo/NBO_0000105>	"aggressive behavior towards animals"
<http://purl.obolibrary.org/obo/NBO_0000298>	"behavior stemming from communication intelligence"
<http://purl.obolibrary.org/obo/NBO_0000086>	"novelty response behavior"
<http://purl.obolibrary.org/obo/NBO_0000011>	"social behavior"
<http://purl.obolibrary.org/obo/CHEBI_36587>	"organic oxo compound"
<http://purl.obolibrary.org/obo/CHEBI_33245>	"organic fundamental parent"
<http://purl.obolibrary.org/obo/NBO_0000019>	"licking"
<http://purl.obolibrary.org/obo/NBO_0000200>	"priming"
<http://purl.obolibrary.org/obo/NBO_0000190>	"motor memory"
<http://purl.obolibrary.org/obo/NBO_0000353>	"lower body coordination"
<http://purl.obolibrary.org/obo/UBERON_0016888>	"transitional anatomical structure"
<http://purl.obolibrary.org/obo/NBO_0000624>	"object play"
<http://purl.obolibrary.org/obo/CHEBI_32111>	"saccharin"
<http://purl.obolibrary.org/obo/UBERON_0006846>	"surface groove"
<http://purl.obolibrary.org/obo/CHEBI_75763>	"eukaryotic metabolite"
<http://purl.obolibrary.org/obo/NBO_0000463>	"shape constancy behavior"
<http://purl.obolibrary.org/obo/NBO_0000208>	"classical conditioning"
<http://purl.obolibrary.org/obo/NBO_0000734>	"infantile spasm"
<http://purl.obolibrary.org/obo/NBO_0000311>	"sleep motivation behavior"
<http://purl.obolibrary.org/obo/UBERON_0006268>	"notochordal process"
<http://purl.obolibrary.org/obo/NBO_0000527>	"bipolar II"
<http://purl.obolibrary.org/obo/CHEBI_50996>	"tertiary amino compound"
<http://purl.obolibrary.org/obo/CHEBI_25806>	"oxygen molecular entity"
<http://purl.obolibrary.org/obo/NBO_0000319>	"body rotation sensation behavior"
<http://purl.obolibrary.org/obo/NBO_0000637>	"male courtship behavior"
<http://purl.obolibrary.org/obo/CHEBI_55505>	"1,2-benzisothiazole"
<http://purl.obolibrary.org/obo/UBERON_0003078>	"epibranchial placode"
<http://purl.obolibrary.org/obo/CHEBI_36916>	"cation"
<http://purl.obolibrary.org/obo/NBO_0000429>	"visceromotor reflex"
<http://purl.obolibrary.org/obo/NBO_0000283>	"friendship"
<http://purl.obolibrary.org/obo/NBO_0000581>	"vestibulocollic reflex"
<http://purl.obolibrary.org/obo/NBO_0000131>	"alcohol consumption"
<http://purl.obolibrary.org/obo/UBERON_0006761>	"corneo-scleral junction"
<http://purl.obolibrary.org/obo/NBO_0000589>	"tremor"
<http://purl.obolibrary.org/obo/NBO_0000241>	"bulimia nervosa"
<http://purl.obolibrary.org/obo/CHEBI_36358>	"polyatomic ion"
<http://purl.obolibrary.org/obo/CHEBI_76764>	"EC 3.5.* (hydrolases acting on non-peptide C-N bonds) inhibitor"
<http://purl.obolibrary.org/obo/NBO_0000139>	"alcohol aversion"
<http://purl.obolibrary.org/obo/NBO_0009001>	"rotation behavior"@en
<http://purl.obolibrary.org/obo/NBO_0000249>	"somatoform behavior phenotype"
<http://purl.obolibrary.org/obo/NBO_0000560>	"barbering behavior"
<http://purl.obolibrary.org/obo/CHEBI_24433>	"group"
<http://purl.obolibrary.org/obo/NBO_0000743>	"social aggression behavior"
<http://purl.obolibrary.org/obo/NBO_0000305>	"memory encoding behavior"
<http://purl.obolibrary.org/obo/NBO_0000574>	"optokinetic reflex"
<http://purl.obolibrary.org/obo/NBO_0000144>	"mating frequency"
<http://purl.obolibrary.org/obo/CHEBI_43176>	"hydroxy group"
<http://purl.obolibrary.org/obo/NBO_0000670>	"atonic seizure"
<http://purl.obolibrary.org/obo/NBO_0000415>	"corneal reflex"
<http://purl.obolibrary.org/obo/NBO_0000684>	"childhood absence epilepsy"
<http://purl.obolibrary.org/obo/NBO_0000568>	"kinesthetic behavior phenotype"
<http://purl.obolibrary.org/obo/NBO_0020037>	"vigilance"@en
<http://purl.obolibrary.org/obo/CHEBI_15339>	"acceptor"
<http://purl.obolibrary.org/obo/UBERON_0005753>	"caudal part of nephrogenic cord"
<http://purl.obolibrary.org/obo/NBO_0000678>	"febrile seizure"
<http://purl.obolibrary.org/obo/CHEBI_24921>	"isoquinoline alkaloid"
<http://purl.obolibrary.org/obo/UBERON_0007779>	"transudate"
<http://purl.obolibrary.org/obo/NBO_0020264>	"courtship feeding"@en
<http://purl.obolibrary.org/obo/NBO_0000400>	"rooting reflex"
<http://purl.obolibrary.org/obo/UBERON_0006238>	"future brain"
<http://purl.obolibrary.org/obo/NBO_0000394>	"symmetrical tonic neck reflex"
<http://purl.obolibrary.org/obo/NBO_0000663>	"partial seizure evolving to secondarily generalized seizure"
<http://purl.obolibrary.org/obo/NBO_0000490>	"advanced sleep phase syndrome"
<http://purl.obolibrary.org/obo/NBO_0000408>	"triceps reflex"
<http://purl.obolibrary.org/obo/NBO_0015003>	"active foraging behavior"@en
<http://purl.obolibrary.org/obo/CHEBI_35473>	"tranquilizing drug"
<http://purl.obolibrary.org/obo/NBO_0020199>	"feign death"@en
<http://purl.obolibrary.org/obo/CHEBI_60643>	"NMDA receptor antagonist"
<http://purl.obolibrary.org/obo/NBO_0000220>	"social learning"
<http://purl.obolibrary.org/obo/CHEBI_76971>	"Escherichia coli metabolite"
<http://purl.obolibrary.org/obo/NBO_0020084>	"mate finding behavior"@en
<http://purl.obolibrary.org/obo/NBO_0002021>	"behavioral response to morphine"@en
<http://purl.obolibrary.org/obo/CHEBI_75768>	"mammalian metabolite"
<http://purl.obolibrary.org/obo/UBERON_0003440>	"limb nerve"
<http://purl.obolibrary.org/obo/UBERON_0001781>	"layer of retina"
<http://purl.obolibrary.org/obo/NBO_0000228>	"jaw movement conditioning behavior"
<http://purl.obolibrary.org/obo/CHEBI_79388>	"divalent inorganic anion"
<http://purl.obolibrary.org/obo/CHEBI_51039>	"dopamine uptake inhibitor"
<http://purl.obolibrary.org/obo/NBO_0000006>	"learning and/or memory behavior"
<http://purl.obolibrary.org/obo/NBO_0000123>	"submissive behavior towards males"
<http://purl.obolibrary.org/obo/NBO_0000233>	"motivation behavior"
<http://purl.obolibrary.org/obo/NBO_0020173>	"share food"@en
<http://purl.obolibrary.org/obo/NBO_0000037>	"vocalization behavior"
<http://purl.obolibrary.org/obo/NBO_0000076>	"locomotor play"
<http://purl.obolibrary.org/obo/NBO_0000344>	"interlimb coordination"
<http://purl.obolibrary.org/obo/UBERON_0016879>	"future central nervous system"
<http://purl.obolibrary.org/obo/CHEBI_39142>	"Bronsted base"
<http://purl.obolibrary.org/obo/CHEBI_38633>	"sodium channel blocker"
<http://purl.obolibrary.org/obo/UBERON_0000111>	"organogenesis stage"
<http://purl.obolibrary.org/obo/CHEBI_46629>	"oxo group"
<http://purl.obolibrary.org/obo/NBO_0020291>	"nutrient preparation"@en
<http://purl.obolibrary.org/obo/NBO_0020034>	"beg food"@en
<http://purl.obolibrary.org/obo/UBERON_0016490>	"auditory system"
<http://purl.obolibrary.org/obo/CHEBI_46787>	"solvent"
<http://purl.obolibrary.org/obo/NBO_0000164>	"NREM duration"
<http://purl.obolibrary.org/obo/CHEBI_37716>	"mixed diacylamine"
<http://purl.obolibrary.org/obo/NBO_0000178>	"habituation"
<http://purl.obolibrary.org/obo/NBO_0000274>	"group polarization"
<http://purl.obolibrary.org/obo/UBERON_0003064>	"intermediate mesoderm"
<http://purl.obolibrary.org/obo/NBO_0000062>	"bathing behavior"
<http://purl.obolibrary.org/obo/NBO_0000288>	"reciprocal altruism"
<http://purl.obolibrary.org/obo/CHEBI_59740>	"nucleophilic reagent"
<http://purl.obolibrary.org/obo/NBO_0020241>	"mating solicitation"@en
<http://purl.obolibrary.org/obo/NBO_0000708>	"complex motor automatism"
<http://purl.obolibrary.org/obo/NBO_0000517>	"melancholic depression"
<http://purl.obolibrary.org/obo/UBERON_0007284>	"presumptive neural plate"
<http://purl.obolibrary.org/obo/NBO_0000399>	"palmar grasp reflex"
<http://purl.obolibrary.org/obo/NBO_0000402>	"walking reflex"
