?x	?xl
<http://purl.obolibrary.org/obo/OBI_0002390>	"exposure to second hand smoke"
<http://purl.obolibrary.org/obo/OBI_0000817>	"fucoidan"
<http://purl.obolibrary.org/obo/OBI_0001887>	"email address of Bioinformatics Resource Center contact person"@en
<http://purl.obolibrary.org/obo/OBI_0001612>	"epitope specific vascular endothelial growth factor production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001866>	"secondary cultured cell"
<http://purl.obolibrary.org/obo/OBI_1110040>	"infectious disease"@en
<http://purl.obolibrary.org/obo/OBI_0001447>	"epitope specific macrophage inflammatory protein-1 gamma production by T cells"
<http://purl.obolibrary.org/obo/OBI_0000742>	"nucleic acid restriction enzyme digest"
<http://purl.obolibrary.org/obo/OBI_0001722>	"B cell epitope specific hypersensitivity"
<http://purl.obolibrary.org/obo/OBI_0001420>	"epitope specific helper T cell enhancement of T cell mediated immune response"
<http://purl.obolibrary.org/obo/OBI_0000889>	"survival curve"@en
<http://purl.obolibrary.org/obo/OBI_0001518>	"epitope specific tumor necrosis factor (ligand) superfamily member 11 production by T cells"
<http://purl.obolibrary.org/obo/OBI_1110203>	"epitope specific IL-6 release by T cells"@en
<http://purl.obolibrary.org/obo/OBI_0001262>	"epitope specific interleukin-27 production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001818>	"epitope specific chemokine (C-X-C motif) ligand 12 production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001622>	"investigation title"@en
<http://purl.obolibrary.org/obo/OBI_0001362>	"epitope specific chemokine (C-C motif) ligand 4 production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001898>	"comment on investigation"@en
<http://purl.obolibrary.org/obo/OBI_0002584>	"differential expression analysis data"
<http://purl.obolibrary.org/obo/OBI_0000451>	"normalized data set"@en
<http://purl.obolibrary.org/obo/OBI_0000227>	"data encoding"@en
<http://purl.obolibrary.org/obo/OBI_0001470>	"epitope specific interleukin-17F production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001820>	"epitope specific chemokine (C-X-C motif) ligand 16 production by T cells"
<http://purl.obolibrary.org/obo/OBI_0002397>	"gynecologic surgery history"
<http://purl.obolibrary.org/obo/OBI_0000676>	"reduced dimension data set"@en
<http://purl.obolibrary.org/obo/OBI_1110185>	"epitope specific IFN-g release by T cells"@en
<http://purl.obolibrary.org/obo/OBI_0001373>	"epitope specific interleukin-8 production by T cells"
<http://purl.obolibrary.org/obo/OBI_1110204>	"epitope specific killing by T cells"@en
<http://purl.obolibrary.org/obo/OBI_0001819>	"epitope specific chemokine (C-C motif) ligand 22 production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001439>	"epitope specific chemokine (C-X-C motif) ligand 9 production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001421>	"epitope specific interferon-beta production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001713>	"B cell epitope specific opsonization"
<http://purl.obolibrary.org/obo/OBI_0302835>	"denatured polymer"@en
<http://purl.obolibrary.org/obo/OBI_1110031>	"EL-4 cell line"@en
<http://purl.obolibrary.org/obo/OBI_0001167>	"age measurement datum"@en
<http://purl.obolibrary.org/obo/OBI_0000811>	"primary structure of DNA macromolecule"
<http://purl.obolibrary.org/obo/OBI_0001526>	"epitope specific interleukin-17A production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001314>	"epitope specific T cell enhancement of B cell mediated immune response"
<http://purl.obolibrary.org/obo/OBI_0001614>	"GenBank ID"@en
<http://purl.obolibrary.org/obo/OBI_0001868>	"genetic material"
<http://purl.obolibrary.org/obo/OBI_0000714>	"graph of vertices"
<http://purl.obolibrary.org/obo/OBI_0001616>	"specimen identifier"@en
<http://purl.obolibrary.org/obo/OBI_0000656>	"data set of predicted values according to fitted curve"@en
<http://purl.obolibrary.org/obo/OBI_0001351>	"epitope specific tumor necrosis factor superfamily cytokine production by T cells"
<http://purl.obolibrary.org/obo/OBI_0001714>	"B cell epitope specific immunoglobulin-mediated neutralization"
<http://purl.obolibrary.org/obo/OBI_1110032>	"HeLa cell line"@en
<http://purl.obolibrary.org/obo/OBI_0001967>	"multiplexing sequence identifier"@en
<http://purl.obolibrary.org/obo/OBI_0500000>	"study design"@en
<http://purl.obolibrary.org/obo/OBI_0000648>	"clustered data set"@en
<http://purl.obolibrary.org/obo/OBI_0001877>	"random access memory"@en
<http://purl.obolibrary.org/obo/OBI_1110195>	"epitope specific IL-18 release by T cells"@en
<http://purl.obolibrary.org/obo/OBI_0000713>	"GenePattern software"
<http://purl.obolibrary.org/obo/OBI_0000660>	"background corrected data set"@en
<http://purl.obolibrary.org/obo/OBI_1110099>	"L cell line"@en
<http://purl.obolibrary.org/obo/OBI_0002393>	"pregnancy history"
<http://purl.obolibrary.org/obo/OBI_1110187>	"epitope specific IL-10 release by T cells"@en
<http://purl.obolibrary.org/obo/OBI_0001617>	"PubMed ID"@en
<http://purl.obolibrary.org/obo/OBI_1110118>	"P815 cell line"@en
<http://purl.obolibrary.org/obo/OBI_0001334>	"epitope specific granulocyte colony stimulating factor production by T cells"
<http://purl.obolibrary.org/obo/OBI_0002464>	"SRS identifier"@en
<http://purl.obolibrary.org/obo/OBI_0001725>	"B cell epitope specific histamine secretion mediated by immunoglobulin"
<http://purl.obolibrary.org/obo/OBI_0302914>	"digital curation"@en
<http://purl.obolibrary.org/obo/OBI_0001946>	"forward PCR primer"@en
<http://purl.obolibrary.org/obo/OBI_0000310>	"adverse event trigger"@en
<http://www.geneontology.org/formats/oboInOwl#ObsoleteClass>	"Obsolete Class"
<http://purl.obolibrary.org/obo/OBI_1110206>	"epitope specific TNF release by T cells"@en
<http://purl.obolibrary.org/obo/OBI_0001207>	"epitope specific macrophage inflammatory protein-1 alpha production by T cells"
<http://purl.obolibrary.org/obo/OBI_0002389>	"clinical history of repeated HIV assays"
<http://purl.obolibrary.org/obo/OBI_0000406>	"PCR product"@en
<http://purl.obolibrary.org/obo/OBI_0001399>	"epitope specific interleukin-22 production by T cells"
<http://purl.obolibrary.org/obo/OBI_1110033>	"JAWS II cell line"@en
<http://purl.obolibrary.org/obo/OBI_0002368>	"clinical history of cancer"
<http://purl.obolibrary.org/obo/OBI_0001171>	"half life datum (t 1/2)"
<http://purl.obolibrary.org/obo/OBI_0001625>	"sequence annotation algorithm"@en
<http://purl.obolibrary.org/obo/OBI_1110190>	"epitope specific IL-12 release by T cells"@en
<http://purl.obolibrary.org/obo/OBI_0000649>	"data set of features"@en
<http://purl.obolibrary.org/obo/OBI_1110196>	"epitope specific IL-1b release by T cells"@en
<http://purl.obolibrary.org/obo/OBI_0001627>	"country name"@en
<http://purl.obolibrary.org/obo/OBI_1110035>	"Jurkat cell line"@en
