?x	?xl
<http://identifiers.org/hgnc/7602>	"MYO5A"
<http://identifiers.org/hgnc/601>	"APOA2"
<http://identifiers.org/hgnc/19960>	"KIAA0586"
<http://identifiers.org/hgnc/12831>	"XRCC4"
<http://identifiers.org/hgnc/4805>	"HAGH"
<http://identifiers.org/hgnc/6257>	"KCNJ11"
<http://identifiers.org/hgnc/10682>	"SDHC"
<http://identifiers.org/hgnc/28369>	"THOC6"
<http://identifiers.org/hgnc/32685>	"ARMS2"
<http://identifiers.org/hgnc/11195>	"SOX2"
<http://identifiers.org/hgnc/1044>	"BGN"
<http://identifiers.org/hgnc/21176>	"RMND1"
<http://identifiers.org/hgnc/19869>	"SCARF2"
<http://identifiers.org/hgnc/13444>	"SLC2A10"
<http://identifiers.org/hgnc/2698>	"DBT"
<http://identifiers.org/hgnc/25740>	"CEP78"
<http://identifiers.org/hgnc/2916>	"DLX3"
<http://identifiers.org/hgnc/3582>	"FANCA"
<http://identifiers.org/hgnc/18179>	"VPS33A"
<http://identifiers.org/hgnc/2212>	"COL6A2"
<http://identifiers.org/hgnc/28526>	"EOGT"
<http://identifiers.org/hgnc/362>	"AK2"
<http://identifiers.org/hgnc/7603>	"MYO5B"
<http://identifiers.org/hgnc/2876>	"DIAPH1"
<http://identifiers.org/hgnc/4806>	"HAL"
<http://identifiers.org/hgnc/10683>	"SDHD"
<http://identifiers.org/hgnc/13601>	"FBXL4"
<http://identifiers.org/hgnc/4798>	"HABP2"
<http://identifiers.org/hgnc/21406>	"RARS2"
<http://identifiers.org/hgnc/2150>	"CNGA3"
<http://identifiers.org/hgnc/25812>	"SRD5A3"
<http://identifiers.org/hgnc/2699>	"DDX3Y"
<http://identifiers.org/hgnc/7458>	"MT-ND3"
<http://identifiers.org/hgnc/174>	"ACVR2B"
<http://identifiers.org/hgnc/29304>	"UVSSA"
<http://identifiers.org/hgnc/2917>	"DLX4"
<http://identifiers.org/hgnc/16915>	"HAX1"
<http://identifiers.org/hgnc/29298>	"CEP152"
<http://identifiers.org/hgnc/1373>	"CA2"
<http://identifiers.org/hgnc/3091>	"DYRK1A"
<http://identifiers.org/hgnc/1037>	"CFB"
<http://identifiers.org/hgnc/2213>	"COL6A3"
<http://identifiers.org/hgnc/11528>	"TACR3"
<http://identifiers.org/hgnc/603>	"APOB"
<http://identifiers.org/hgnc/2877>	"DIAPH2"
<http://identifiers.org/hgnc/12668>	"VCY"
<http://identifiers.org/hgnc/15766>	"ADNP"
<http://identifiers.org/hgnc/877>	"ALDH7A1"
<http://identifiers.org/hgnc/8063>	"NUP155"
<http://identifiers.org/hgnc/4135>	"GALT"
<http://identifiers.org/hgnc/6259>	"KCNJ13"
<http://identifiers.org/hgnc/13281>	"ESPN"
<http://identifiers.org/hgnc/3811>	"FOXG1"
<http://identifiers.org/hgnc/6610>	"LIM2"
<http://identifiers.org/hgnc/21679>	"RSPO1"
<http://identifiers.org/hgnc/9608>	"PTH1R"
<http://identifiers.org/hgnc/4799>	"HADH"
<http://identifiers.org/hgnc/7459>	"MT-ND4"
<http://identifiers.org/hgnc/2918>	"DLX5"
<http://identifiers.org/hgnc/9882>	"RASSF1"
<http://identifiers.org/hgnc/2151>	"CNGB1"
<http://identifiers.org/hgnc/7566>	"MYF6"
<http://identifiers.org/hgnc/13446>	"SLC2A9"
<http://identifiers.org/hgnc/6018>	"IL6"
<http://identifiers.org/hgnc/30718>	"DNAJB13"
<http://identifiers.org/hgnc/6572>	"LGI1"
<http://identifiers.org/hgnc/3092>	"DYRK1B"
<http://identifiers.org/hgnc/22986>	"COL27A1"
<http://identifiers.org/hgnc/435>	"ALOX5"
<http://identifiers.org/hgnc/2364>	"CRLF1"
<http://identifiers.org/hgnc/11529>	"EPCAM"
<http://identifiers.org/hgnc/25415>	"PPM1K"
<http://identifiers.org/hgnc/27089>	"CARMIL2"
<http://identifiers.org/hgnc/19963>	"TTLL5"
<http://identifiers.org/hgnc/2214>	"COL7A1"
<http://identifiers.org/hgnc/225>	"ADAR"
<http://identifiers.org/hgnc/5992>	"IL1B"
<http://identifiers.org/hgnc/7605>	"MYO6"
<http://identifiers.org/hgnc/8931>	"PHKG2"
<http://identifiers.org/hgnc/9670>	"PTPRF"
<http://identifiers.org/hgnc/8565>	"PABPN1"
<http://identifiers.org/hgnc/8064>	"NUP214"
<http://identifiers.org/hgnc/25799>	"GUF1"
<http://identifiers.org/hgnc/20311>	"CHAMP1"
<http://identifiers.org/hgnc/4136>	"GAMT"
<http://identifiers.org/hgnc/12014>	"TPMT"
<http://identifiers.org/hgnc/427>	"ALK"
<http://identifiers.org/hgnc/1268>	"TSPEAR"
<http://identifiers.org/hgnc/19261>	"MTO1"
<http://identifiers.org/hgnc/25964>	"RETREG1"
<http://identifiers.org/hgnc/6080>	"INPPL1"
<http://identifiers.org/hgnc/14450>	"LPIN2"
<http://identifiers.org/hgnc/10947>	"SLC20A2"
<http://identifiers.org/hgnc/613>	"APOE"
<http://identifiers.org/hgnc/11237>	"SPG7"
<http://identifiers.org/hgnc/14951>	"PPP1R15B"
<http://identifiers.org/hgnc/26031>	"PIGV"
<http://identifiers.org/hgnc/3680>	"FGF23"
<http://identifiers.org/hgnc/1375>	"CA4"
<http://identifiers.org/hgnc/26742>	"NAT8L"
<http://identifiers.org/hgnc/29174>	"WASHC4"
<http://identifiers.org/hgnc/804>	"ATP1B1"
<http://identifiers.org/hgnc/25808>	"FAM161A"
<http://identifiers.org/hgnc/7606>	"MYO7A"
<http://identifiers.org/hgnc/436>	"ALOX5AP"
<http://identifiers.org/hgnc/13825>	"ASPSCR1"
<http://identifiers.org/hgnc/4137>	"GAN"
<http://identifiers.org/hgnc/6783>	"MAG"
<http://identifiers.org/hgnc/9701>	"PURA"
<http://identifiers.org/hgnc/4208>	"GCSH"
<http://identifiers.org/hgnc/32689>	"SLFN14"
<http://identifiers.org/hgnc/428>	"ALMS1"
<http://identifiers.org/hgnc/11199>	"SOX3"
<http://identifiers.org/hgnc/3143>	"EBVS1"
<http://identifiers.org/hgnc/16627>	"CHEK2"
<http://identifiers.org/hgnc/2153>	"CNGB3"
<http://identifiers.org/hgnc/4261>	"GH1"
<http://identifiers.org/hgnc/12015>	"TPO"
<http://identifiers.org/hgnc/25815>	"CEP63"
<http://identifiers.org/hgnc/17366>	"AASS"
<http://identifiers.org/hgnc/12679>	"VDR"
<http://identifiers.org/hgnc/6081>	"INS"
<http://identifiers.org/hgnc/5141>	"HP"
<http://identifiers.org/hgnc/9884>	"RB1"
<http://identifiers.org/hgnc/28727>	"APOO"
<http://identifiers.org/hgnc/15946>	"RP1L1"
<http://identifiers.org/hgnc/8768>	"AIFM1"
<http://identifiers.org/hgnc/3681>	"FGF3"
<http://identifiers.org/hgnc/26274>	"NARS2"
<http://identifiers.org/hgnc/2216>	"COL8A2"
<http://identifiers.org/hgnc/13997>	"PRDM12"
<http://identifiers.org/hgnc/2439>	"CSF3R"
<http://identifiers.org/hgnc/2531>	"CTSF"
<http://identifiers.org/hgnc/10023>	"RIT1"
<http://identifiers.org/hgnc/2218>	"COL9A2"
<http://identifiers.org/hgnc/16636>	"KIF1B"
<http://identifiers.org/hgnc/4138>	"GANAB"
<http://identifiers.org/hgnc/7881>	"NOTCH1"
<http://identifiers.org/hgnc/5133>	"HOXD10"
<http://identifiers.org/hgnc/25302>	"COQ9"
<http://identifiers.org/hgnc/8066>	"NUP62"
<http://identifiers.org/hgnc/29529>	"TBL1XR1"
<http://identifiers.org/hgnc/16084>	"LIMS2"
<http://identifiers.org/hgnc/2375>	"MED17"
<http://identifiers.org/hgnc/16628>	"SLC49A4"
<http://identifiers.org/hgnc/28949>	"IQCB1"
<http://identifiers.org/hgnc/4451>	"GPC3"
<http://identifiers.org/hgnc/2217>	"COL9A1"
<http://identifiers.org/hgnc/438>	"ALPL"
<http://identifiers.org/hgnc/20731>	"GNB4"
<http://identifiers.org/hgnc/2219>	"COL9A3"
<http://identifiers.org/hgnc/28852>	"SYCE1"
<http://identifiers.org/hgnc/13829>	"WNT10A"
<http://identifiers.org/hgnc/10024>	"RLBP1"
<http://identifiers.org/hgnc/8067>	"NUP88"
<http://identifiers.org/hgnc/9382>	"PRKACG"
<http://identifiers.org/hgnc/5344>	"ICAM1"
<http://identifiers.org/hgnc/15894>	"PANK2"
<http://identifiers.org/hgnc/987>	"BCKDHB"
<http://identifiers.org/hgnc/8778>	"PDE3A"
<http://identifiers.org/hgnc/7127>	"MLH1"
<http://identifiers.org/hgnc/11843>	"TLL1"
<http://identifiers.org/hgnc/4263>	"GHR"
<http://identifiers.org/hgnc/8896>	"PGK1"
<http://identifiers.org/hgnc/618>	"APOL1"
<http://identifiers.org/hgnc/1540>	"SERPINA6"
<http://identifiers.org/hgnc/3683>	"FGF5"
<http://identifiers.org/hgnc/20193>	"HFM1"
<http://identifiers.org/hgnc/4452>	"GPC4"
<http://identifiers.org/hgnc/10402>	"RPS19"
<http://identifiers.org/hgnc/3974>	"FTCD"
<http://identifiers.org/hgnc/9066>	"PLCG2"
<http://identifiers.org/hgnc/29918>	"NDUFAF3"
<http://identifiers.org/hgnc/3544>	"F7"
<http://identifiers.org/hgnc/5996>	"IL1RAPL1"
<http://identifiers.org/hgnc/10582>	"SCN10A"
<http://identifiers.org/hgnc/19368>	"HYDIN"
<http://identifiers.org/hgnc/10411>	"RPS24"
<http://identifiers.org/hgnc/28027>	"WDPCP"
<http://identifiers.org/hgnc/29203>	"TBC1D24"
<http://identifiers.org/hgnc/7720>	"NEB"
<http://identifiers.org/hgnc/18194>	"ZNF365"
<http://identifiers.org/hgnc/103>	"CNNM2"
<http://identifiers.org/hgnc/4851>	"HTT"
<http://identifiers.org/hgnc/1762>	"CDH3"
<http://identifiers.org/hgnc/7128>	"MLH3"
<http://identifiers.org/hgnc/3146>	"ECE1"
<http://identifiers.org/hgnc/15506>	"TSEN34"
<http://identifiers.org/hgnc/1541>	"CBL"
<http://identifiers.org/hgnc/619>	"APOL2"
<http://identifiers.org/hgnc/35126>	"BHLHA9"
<http://identifiers.org/hgnc/20194>	"POLR1C"
<http://identifiers.org/hgnc/7892>	"PNP"
<http://identifiers.org/hgnc/9713>	"PEX19"
<http://identifiers.org/hgnc/5144>	"HPCA"
<http://identifiers.org/hgnc/17755>	"TNFRSF13C"
<http://identifiers.org/hgnc/6470>	"L1CAM"
<http://identifiers.org/hgnc/10397>	"RPS17"
<http://identifiers.org/hgnc/9067>	"PLD1"
<http://identifiers.org/hgnc/7391>	"MSX1"
<http://identifiers.org/hgnc/10583>	"SCN11A"
<http://identifiers.org/hgnc/325>	"AGPAT2"
<http://identifiers.org/hgnc/17104>	"CDON"
<http://identifiers.org/hgnc/9896>	"RBM10"
<http://identifiers.org/hgnc/17098>	"DICER1"
<http://identifiers.org/hgnc/989>	"BCL10"
<http://identifiers.org/hgnc/20577>	"CYP26C1"
<http://identifiers.org/hgnc/13345>	"LPIN1"
<http://identifiers.org/hgnc/21732>	"ANTXR2"
<http://identifiers.org/hgnc/6501>	"LAMP2"
<http://identifiers.org/hgnc/19977>	"RDH12"
<http://identifiers.org/hgnc/17042>	"PUF60"
<http://identifiers.org/hgnc/10648>	"AIMP1"
<http://identifiers.org/hgnc/1952>	"CHRM3"
<http://identifiers.org/hgnc/11073>	"SLC9A3"
<http://identifiers.org/hgnc/6345>	"KLF1"
<http://identifiers.org/hgnc/6250>	"KCNH1"
<http://identifiers.org/hgnc/7392>	"MSX2"
<http://identifiers.org/hgnc/3546>	"F8"
<http://identifiers.org/hgnc/9402>	"PRKCG"
<http://identifiers.org/hgnc/23719>	"PGAP3"
<http://identifiers.org/hgnc/17966>	"CEP83"
<http://identifiers.org/hgnc/30881>	"ALG13"
<http://identifiers.org/hgnc/105>	"CNNM4"
<http://identifiers.org/hgnc/11776>	"TGIF1"
<http://identifiers.org/hgnc/6953>	"CD46"
<http://identifiers.org/hgnc/7652>	"NBN"
<http://identifiers.org/hgnc/15508>	"PUS1"
<http://identifiers.org/hgnc/20893>	"BCOR"
<http://identifiers.org/hgnc/29205>	"ERGIC1"
<http://identifiers.org/hgnc/16088>	"SFXN4"
<http://identifiers.org/hgnc/17264>	"POLR1A"
<http://identifiers.org/hgnc/2379>	"CRTAP"
<http://identifiers.org/hgnc/20202>	"CACNA2D4"
<http://identifiers.org/hgnc/6502>	"RPSA"
<http://identifiers.org/hgnc/17043>	"NIPA1"
<http://identifiers.org/hgnc/12660>	"VAX1"
<http://identifiers.org/hgnc/11720>	"TECTA"
<http://identifiers.org/hgnc/9936>	"OPN1LW"
<http://identifiers.org/hgnc/15561>	"IL36RN"
<http://identifiers.org/hgnc/30922>	"LINS1"
<http://identifiers.org/hgnc/3686>	"FGF8"
<http://identifiers.org/hgnc/9069>	"PLEC"
<http://identifiers.org/hgnc/9411>	"PRKCSH"
<http://identifiers.org/hgnc/8079>	"FRMD7"
<http://identifiers.org/hgnc/25705>	"KCTD17"
<http://identifiers.org/hgnc/6251>	"KCNH2"
<http://purl.obolibrary.org/obo/CARO_0030000>	"biological entity"
<http://identifiers.org/hgnc/5031>	"HNRNPA1"
<http://identifiers.org/hgnc/1955>	"CHRNA1"
<http://identifiers.org/hgnc/18571>	"XKRY"
<http://identifiers.org/hgnc/13503>	"ZBTB20"
<http://identifiers.org/hgnc/9403>	"PRKCH"
<http://identifiers.org/hgnc/11354>	"STAG1"
<http://identifiers.org/hgnc/3948>	"FRAXD"
<http://identifiers.org/hgnc/17967>	"IRAK4"
<http://identifiers.org/hgnc/10585>	"SCN1A"
<http://identifiers.org/hgnc/6511>	"LARGE1"
<http://identifiers.org/hgnc/7944>	"NPR2"
<http://identifiers.org/hgnc/28741>	"ILDR1"
<http://identifiers.org/hgnc/6954>	"MCPH1"
<http://identifiers.org/hgnc/9386>	"PRKAG2"
<http://identifiers.org/hgnc/327>	"AGPS"
<http://identifiers.org/hgnc/10414>	"RPS26"
<http://identifiers.org/hgnc/1339>	"C6"
<http://identifiers.org/hgnc/4685>	"GUCY1A1"
<http://identifiers.org/hgnc/21734>	"LHX4"
<http://identifiers.org/hgnc/11777>	"TGM1"
<http://identifiers.org/hgnc/3023>	"DRD2"
<http://identifiers.org/hgnc/29419>	"EARS2"
<http://identifiers.org/hgnc/11075>	"SLC9A3R1"
<http://identifiers.org/hgnc/3687>	"FGF9"
<http://identifiers.org/hgnc/20197>	"SLC35C1"
<http://identifiers.org/hgnc/1956>	"CHRNA2"
<http://identifiers.org/hgnc/27424>	"RBM20"
<http://identifiers.org/hgnc/1260>	"CFAP410"
<http://identifiers.org/hgnc/9990>	"RGR"
<http://identifiers.org/hgnc/13339>	"KIF4A"
<http://identifiers.org/hgnc/11190>	"SOX10"
<http://identifiers.org/hgnc/33067>	"SNORD116-1"
<http://identifiers.org/hgnc/17328>	"DTNBP1"
<http://identifiers.org/hgnc/30883>	"TMEM126B"
<http://identifiers.org/hgnc/10586>	"SCN1B"
<http://identifiers.org/hgnc/6512>	"LARS1"
<http://identifiers.org/hgnc/19687>	"EIF2AK4"
<http://identifiers.org/hgnc/28072>	"LYRM7"
<http://identifiers.org/hgnc/4855>	"HDC"
<http://identifiers.org/hgnc/4035>	"ACKR1"
<http://identifiers.org/hgnc/24668>	"CFHR5"
<http://identifiers.org/hgnc/1965>	"CHRND"
<http://identifiers.org/hgnc/11943>	"TNNC1"
<http://identifiers.org/hgnc/9413>	"PRKDC"
<http://identifiers.org/hgnc/14889>	"DNAJB11"
<http://identifiers.org/hgnc/3024>	"DRD3"
<http://identifiers.org/hgnc/23657>	"GNE"
<http://identifiers.org/hgnc/17759>	"PDSS1"
<http://identifiers.org/hgnc/4678>	"GUCA1A"
<http://identifiers.org/hgnc/30892>	"HUWE1"
<http://identifiers.org/hgnc/11191>	"SOX11"
<http://identifiers.org/hgnc/5358>	"IRF8"
<http://identifiers.org/hgnc/1040>	"BFSP1"
<http://identifiers.org/hgnc/2910>	"DLL4"
<http://identifiers.org/hgnc/11020>	"SLC34A2"
<http://identifiers.org/hgnc/11577>	"TAZ"
<http://identifiers.org/hgnc/5033>	"HNRNPA2B1"
<http://identifiers.org/hgnc/6903>	"MAT1A"
<http://identifiers.org/hgnc/21022>	"AARS2"
<http://identifiers.org/hgnc/9388>	"PRKAR1A"
<http://identifiers.org/hgnc/329>	"AGRN"
<http://identifiers.org/hgnc/19688>	"NECTIN4"
<http://identifiers.org/hgnc/11779>	"TGM3"
<http://identifiers.org/hgnc/4162>	"GARS1"
<http://identifiers.org/hgnc/11521>	"TAC3"
<http://identifiers.org/hgnc/7421>	"MT-CO2"
<http://identifiers.org/hgnc/14677>	"DEAF1"
<http://identifiers.org/hgnc/1966>	"CHRNE"
<http://identifiers.org/hgnc/1097>	"BRAF"
<http://identifiers.org/hgnc/23015>	"FAM20A"
<http://identifiers.org/hgnc/7820>	"NHS"
<http://identifiers.org/hgnc/9414>	"PRKG1"
<http://identifiers.org/hgnc/4036>	"FYB1"
<http://identifiers.org/hgnc/24669>	"FIGLA"
<http://identifiers.org/hgnc/592>	"XIAP"
<http://identifiers.org/hgnc/3025>	"DRD4"
<http://identifiers.org/hgnc/11946>	"TNNI2"
<http://identifiers.org/hgnc/24123>	"B9D1"
<http://identifiers.org/hgnc/4679>	"GUCA1B"
<http://identifiers.org/hgnc/29521>	"C12orf57"
<http://identifiers.org/hgnc/23228>	"CPAMD8"
<http://identifiers.org/hgnc/1041>	"BFSP2"
<http://identifiers.org/hgnc/1958>	"CHRNA4"
<http://identifiers.org/hgnc/16841>	"LITAF"
<http://identifiers.org/hgnc/9603>	"PTGIS"
<http://identifiers.org/hgnc/10588>	"SCN2A"
<http://identifiers.org/hgnc/23198>	"CYP4V2"
<http://identifiers.org/hgnc/30242>	"TUSC3"
<http://identifiers.org/hgnc/391>	"AKT1"
<http://identifiers.org/hgnc/17109>	"ADAMTS17"
<http://identifiers.org/hgnc/15573>	"SETBP1"
<http://identifiers.org/hgnc/21244>	"LEMD2"
<http://identifiers.org/hgnc/14468>	"SLC26A8"
<http://identifiers.org/hgnc/4688>	"GUCY2C"
<http://identifiers.org/hgnc/19689>	"RD3"
<http://identifiers.org/hgnc/11231>	"ATL1"
<http://identifiers.org/hgnc/1967>	"CHRNG"
<http://identifiers.org/hgnc/430>	"ALOX12B"
<http://identifiers.org/hgnc/3247>	"EHHADH"
<http://identifiers.org/hgnc/1440>	"CALCR"
<http://identifiers.org/hgnc/2873>	"CYB5R3"
<http://identifiers.org/hgnc/11947>	"TNNI3"
<http://identifiers.org/hgnc/26090>	"CCDC40"
<http://identifiers.org/hgnc/22140>	"FAM20C"
<http://identifiers.org/hgnc/8794>	"PDE8B"
<http://identifiers.org/hgnc/17646>	"NGLY1"
<http://identifiers.org/hgnc/12033>	"TRAF3"
<http://identifiers.org/hgnc/392>	"AKT2"
<http://identifiers.org/hgnc/30935>	"YY1AP1"
<http://identifiers.org/hgnc/6888>	"MAPKAPK3"
<http://identifiers.org/hgnc/10589>	"SCN2B"
<http://identifiers.org/hgnc/4415>	"GNMT"
<http://identifiers.org/hgnc/18398>	"SMARCAD1"
<http://identifiers.org/hgnc/8983>	"PI4KA"
<http://identifiers.org/hgnc/4689>	"GUCY2D"
<http://identifiers.org/hgnc/1968>	"LYST"
<http://identifiers.org/hgnc/18601>	"RTN4R"
<http://identifiers.org/hgnc/33235>	"PWRN1"
<http://identifiers.org/hgnc/2210>	"COL5A2"
<http://identifiers.org/hgnc/11948>	"TNNT1"
<http://identifiers.org/hgnc/7176>	"MMP9"
<http://identifiers.org/hgnc/30927>	"SLC6A20"
<http://identifiers.org/hgnc/6186>	"IVD"
<http://identifiers.org/hgnc/11079>	"SLC9A6"
<http://identifiers.org/hgnc/14198>	"ELAC2"
<http://identifiers.org/hgnc/26006>	"TTC19"
<http://identifiers.org/hgnc/18576>	"CCNO"
<http://identifiers.org/hgnc/4867>	"HERC1"
<http://identifiers.org/hgnc/21396>	"ABHD5"
<http://identifiers.org/hgnc/9826>	"RAD54L"
<http://identifiers.org/hgnc/7677>	"NSMCE3"
<http://identifiers.org/hgnc/20509>	"ZC3H14"
<http://identifiers.org/hgnc/17582>	"KAT6B"
<http://identifiers.org/hgnc/21246>	"PNPLA1"
<http://identifiers.org/hgnc/4416>	"GNPAT"
<http://identifiers.org/hgnc/7784>	"NFIA"
<http://identifiers.org/hgnc/19048>	"ASPM"
<http://identifiers.org/hgnc/11233>	"SPAST"
<http://identifiers.org/hgnc/1442>	"CALM1"
<http://identifiers.org/hgnc/2211>	"COL6A1"
<http://identifiers.org/hgnc/11949>	"TNNT2"
<http://identifiers.org/hgnc/57>	"ABCC6"
<http://identifiers.org/hgnc/4204>	"GCNT2"
<http://identifiers.org/hgnc/31948>	"CEACAM16"
<http://identifiers.org/hgnc/4868>	"HERC2"
<http://identifiers.org/hgnc/7121>	"MKS1"
<http://identifiers.org/hgnc/2591>	"CYP11B1"
<http://identifiers.org/hgnc/7678>	"NDP"
<http://identifiers.org/hgnc/21082>	"SEC63"
<http://identifiers.org/hgnc/13886>	"ABCG5"
<http://identifiers.org/hgnc/9606>	"PTH"
<http://identifiers.org/hgnc/5037>	"HNRNPDL"
<http://identifiers.org/hgnc/610>	"APOC3"
<http://identifiers.org/hgnc/6909>	"MATN3"
<http://identifiers.org/hgnc/4419>	"GNRH1"
<http://identifiers.org/hgnc/18603>	"COL25A1"
<http://identifiers.org/hgnc/9060>	"PLCD1"
<http://identifiers.org/hgnc/4166>	"GAS8"
<http://identifiers.org/hgnc/13830>	"CNTNAP2"
<http://identifiers.org/hgnc/2433>	"CSF1R"
<http://identifiers.org/hgnc/26270>	"PIEZO2"
<http://identifiers.org/hgnc/8740>	"CHMP1A"
<http://identifiers.org/hgnc/823>	"ATP5F1A"
<http://identifiers.org/hgnc/13993>	"PRDM8"
<http://identifiers.org/hgnc/4576>	"GRID2"
<http://identifiers.org/hgnc/7908>	"NPHS1"
<http://identifiers.org/hgnc/15836>	"PROKR2"
<http://identifiers.org/hgnc/6188>	"JAG1"
<http://identifiers.org/hgnc/15999>	"SELENON"
<http://identifiers.org/hgnc/8133>	"OLR1"
<http://identifiers.org/hgnc/7679>	"NDRG1"
