?x	?xl
<http://purl.obolibrary.org/obo/MP_0005331>	"insulin resistance"
<http://purl.obolibrary.org/obo/MP_0014068>	"abnormal muscle glycogen level"
<http://purl.obolibrary.org/obo/MP_0012165>	"absent neural folds"
<http://purl.obolibrary.org/obo/MP_0010549>	"absent dorsal mesocardium"
<http://purl.obolibrary.org/obo/MP_0013111>	"greasy abdomen coat"
<http://purl.obolibrary.org/obo/MP_0000396>	"increased curvature of hairs"
<http://purl.obolibrary.org/obo/MP_0020535>	"abnormal subiculum size"
<http://purl.obolibrary.org/obo/MP_0008117>	"abnormal Langerhans cell morphology"
<http://purl.obolibrary.org/obo/MP_0003772>	"lip pits"
<http://purl.obolibrary.org/obo/MP_0009452>	"abnormal synaptonemal complex"
<http://purl.obolibrary.org/obo/MP_0011153>	"thick hippocampus stratum oriens"
<http://purl.obolibrary.org/obo/MP_0004343>	"small scapula"
<http://purl.obolibrary.org/obo/MP_0003616>	"abnormal urachus morphology"
<http://purl.obolibrary.org/obo/MP_0009558>	"increased platelet ADP level"
<http://purl.obolibrary.org/obo/MP_0008930>	"abnormal medial geniculate nucleus morphology"
<http://purl.obolibrary.org/obo/MP_0000005>	"increased brown adipose tissue amount"
<http://purl.obolibrary.org/obo/MP_0011036>	"impaired branching involved in alveolar duct morphogenesis"
<http://purl.obolibrary.org/obo/MP_0012594>	"abnormal glutamate decarboxylase activity"
<http://purl.obolibrary.org/obo/MP_0010171>	"abnormal centroacinar cell of Langerhans morphology"
<http://purl.obolibrary.org/obo/MP_0012371>	"increased erythrocyte potassium level"
<http://purl.obolibrary.org/obo/MP_0008323>	"abnormal lactotroph morphology"
<http://purl.obolibrary.org/obo/MP_0012438>	"decreased Harderian gland tumor incidence"
<http://purl.obolibrary.org/obo/MP_0013996>	"abnormal vertebral artery origin"
<http://purl.obolibrary.org/obo/MP_0000645>	"absent adrenergic chromaffin cells"
<http://purl.obolibrary.org/obo/MP_0002943>	"abnormal lactate dehydrogenase level"
<http://purl.obolibrary.org/obo/MP_0013879>	"duplication of ductus venosus"
<http://purl.obolibrary.org/obo/MP_0005146>	"decreased circulating VLDL cholesterol level"
<http://purl.obolibrary.org/obo/MP_0000175>	"absent bone marrow cell"
<http://purl.obolibrary.org/obo/MP_0001086>	"absent petrosal ganglion"
<http://purl.obolibrary.org/obo/MP_0004766>	"decreased susceptibility to age-related hearing loss"
<http://purl.obolibrary.org/obo/MP_0002826>	"tonic seizures"
<http://purl.obolibrary.org/obo/MP_0008522>	"abnormal lymph node germinal center morphology"
<http://purl.obolibrary.org/obo/MP_0003152>	"abnormal pillar cell differentiation"
<http://purl.obolibrary.org/obo/MP_0009055>	"abnormal internal anal sphincter morphology"
<http://purl.obolibrary.org/obo/MP_0020787>	"abnormal superior colliculus cell number"
<http://purl.obolibrary.org/obo/MP_0005333>	"decreased heart rate"
<http://purl.obolibrary.org/obo/MP_0009924>	"absent transitional stage T1 B cells"
<http://purl.obolibrary.org/obo/MP_0004953>	"decreased spleen weight"
<http://purl.obolibrary.org/obo/MP_0010328>	"thin malleus neck"
<http://purl.obolibrary.org/obo/MP_0002690>	"akinesia"
<http://purl.obolibrary.org/obo/MP_0006076>	"abnormal circulating homocysteine level"
<http://purl.obolibrary.org/obo/MP_0012026>	"abnormal S-shaped body morphology"
<http://purl.obolibrary.org/obo/MP_0014010>	"abnormal peroxisome morphology"
<http://purl.obolibrary.org/obo/MP_0031010>	"failure of sperm-egg fusion"
<http://purl.obolibrary.org/obo/MP_0003551>	"blind perineal pouch"
<http://purl.obolibrary.org/obo/MP_0001798>	"impaired macrophage phagocytosis"
<http://purl.obolibrary.org/obo/MP_0013428>	"abnormal memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number"
<http://purl.obolibrary.org/obo/MP_0000448>	"pointed snout"
<http://purl.obolibrary.org/obo/MP_0020251>	"decreased argininosuccinate synthetase level"
<http://purl.obolibrary.org/obo/MP_0030021>	"increased muscle cell glucose uptake"
<http://purl.obolibrary.org/obo/MP_0010901>	"abnormal pulmonary alveolar parenchyma morphology"
<http://purl.obolibrary.org/obo/MP_0003824>	"decreased left ventricle developed pressure"
<http://purl.obolibrary.org/obo/MP_0020379>	"abnormal sucrose solution preference"
<http://purl.obolibrary.org/obo/MP_0030149>	"abnormal stylohyoid muscle morphology"
<http://purl.obolibrary.org/obo/MP_0010259>	"anterior polar cataracts"
<http://purl.obolibrary.org/obo/MP_0012373>	"abnormal erythrocyte magnesium ion content"
<http://purl.obolibrary.org/obo/MP_0008325>	"abnormal gonadotroph morphology"
<http://purl.obolibrary.org/obo/MP_0020566>	"decreased pontocerebellar fibers size"
<http://purl.obolibrary.org/obo/MP_0006327>	"mixed hearing impairment"
<http://purl.obolibrary.org/obo/MP_0009703>	"decreased birth body size"
<http://purl.obolibrary.org/obo/MP_0005639>	"hemosiderosis"
<http://purl.obolibrary.org/obo/MP_0004369>	"absent utricle"
<http://purl.obolibrary.org/obo/MP_0011622>	"abnormal habituation to a novel odor"
<http://purl.obolibrary.org/obo/MP_0004545>	"enlarged esophagus"
<http://purl.obolibrary.org/obo/MP_0030882>	"abnormal radius head morphology"
<http://purl.obolibrary.org/obo/MP_0030535>	"abnormal hypoglossal cord morphology"
<http://purl.obolibrary.org/obo/MP_0003154>	"abnormal soft palate morphology"
<http://purl.obolibrary.org/obo/MP_0001251>	"dermis papillary layer hypercellularity"
<http://purl.obolibrary.org/obo/MP_0012194>	"decreased keratinocyte migration"
<http://purl.obolibrary.org/obo/MP_0004627>	"abnormal trochanter morphology"
<http://purl.obolibrary.org/obo/MP_0030023>	"abnormal meiotic telomere clustering"
<http://purl.obolibrary.org/obo/MP_0014215>	"increased pancreatic duct epithelial sodium ion transmembrane transport"
<http://purl.obolibrary.org/obo/MP_0008146>	"asymmetric sternocostal joints"
<http://purl.obolibrary.org/obo/MP_0009220>	"increased prostate gland adenocarcinoma incidence"
<http://purl.obolibrary.org/obo/MP_0010610>	"patent aortic valve"
<http://purl.obolibrary.org/obo/MP_0013833>	"absent olfactory nerve"
<http://purl.obolibrary.org/obo/MP_0001742>	"absent circulating adrenaline"
<http://purl.obolibrary.org/obo/MP_0030210>	"abnormal genioglossus muscle morphology"
<http://purl.obolibrary.org/obo/MP_0004062>	"dilated heart right atrium"
<http://purl.obolibrary.org/obo/MP_0011249>	"abdominal situs inversus"
<http://purl.obolibrary.org/obo/MP_0000847>	"abnormal metencephalon morphology"
<http://purl.obolibrary.org/obo/MP_0020041>	"resistant to pulmonary hyaline membrane formation"
<http://purl.obolibrary.org/obo/MP_0006241>	"abnormal placement of pupils"
<http://purl.obolibrary.org/obo/MP_0009768>	"impaired somite development"
<http://purl.obolibrary.org/obo/MP_0008514>	"absent retinal inner plexiform layer"
<http://purl.obolibrary.org/obo/MP_0030431>	"wide metopic suture"
<http://purl.obolibrary.org/obo/MP_0013940>	"abnormal plasmablast number"
<http://purl.obolibrary.org/obo/MP_0009955>	"abnormal olfactory bulb tufted cell morphology"
<http://purl.obolibrary.org/obo/MP_0030314>	"absent primary palate"
<http://purl.obolibrary.org/obo/MP_0002241>	"abnormal laryngeal mucosa goblet cell morphology"
<http://purl.obolibrary.org/obo/MP_0031041>	"decreased susceptibility to Togaviridae infection induced morbidity/mortality"
<http://purl.obolibrary.org/obo/MP_0020731>	"abnormal substantia nigra cell density"
<http://purl.obolibrary.org/obo/MP_0001101>	"abnormal superior vagus ganglion morphology"
<http://purl.obolibrary.org/obo/MP_0012196>	"abnormal myofibroblast differentiation"
<http://purl.obolibrary.org/obo/MP_0011654>	"histidinuria"
<http://purl.obolibrary.org/obo/MP_0010884>	"esophagus stenosis"
<http://purl.obolibrary.org/obo/MP_0011830>	"ectopic hair follicle melanin granules"
<http://purl.obolibrary.org/obo/MP_0004406>	"abnormal cochlear hair cell number"
<http://purl.obolibrary.org/obo/MP_0008148>	"abnormal sternocostal joint morphology"
<http://purl.obolibrary.org/obo/MP_0002503>	"abnormal histamine physiology"
<http://purl.obolibrary.org/obo/MP_0012399>	"short nails"
<http://purl.obolibrary.org/obo/MP_0005138>	"decreased prolactin level"
<http://purl.obolibrary.org/obo/MP_0003826>	"abnormal Mullerian duct morphology"
<http://purl.obolibrary.org/obo/MP_0000708>	"thymus hyperplasia"
<http://purl.obolibrary.org/obo/MP_0002497>	"increased IgE level"
<http://purl.obolibrary.org/obo/MP_0020440>	"abnormal front foot hair pigmentation"
<http://purl.obolibrary.org/obo/MP_0003356>	"impaired luteinization"
<http://purl.obolibrary.org/obo/MP_0010012>	"ectopic cerebral cortex pyramidal cells"
<http://purl.obolibrary.org/obo/MP_0001093>	"small trigeminal ganglion"
<http://purl.obolibrary.org/obo/MP_0006085>	"myocardium necrosis"
<http://purl.obolibrary.org/obo/MP_0011761>	"abnormal ureteric bud trunk morphology"
<http://purl.obolibrary.org/obo/MP_0004797>	"increased anti-erythrocyte antigen antibody level"
<http://purl.obolibrary.org/obo/MP_0014038>	"increased hepatocyte number"
<http://purl.obolibrary.org/obo/MP_0009390>	"abnormal otic pigmentation"
<http://purl.obolibrary.org/obo/MP_0006272>	"abnormal urine organic anion level"
<http://purl.obolibrary.org/obo/MP_0001280>	"loss of vibrissae"
<http://purl.obolibrary.org/obo/MP_0020067>	"increased neocortex size"
<http://purl.obolibrary.org/obo/MP_0013918>	"abnormal endolymphatic sac topology"
<http://purl.obolibrary.org/obo/MP_0020243>	"abnormal pyruvate kinase activity"
<http://purl.obolibrary.org/obo/MP_0030978>	"impaired binding of sperm to zona pellucida"
<http://purl.obolibrary.org/obo/MP_0013120>	"urogenital swellings"
<http://purl.obolibrary.org/obo/MP_0030119>	"abnormal retrotympanic process morphology"
<http://purl.obolibrary.org/obo/MP_0010706>	"ventral rotation of lens"
<http://purl.obolibrary.org/obo/MP_0008261>	"arrest of male meiosis"
<http://purl.obolibrary.org/obo/MP_0009472>	"increased urine sulfate level"
<http://purl.obolibrary.org/obo/MP_0010689>	"thin hair follicle outer root sheath"
<http://purl.obolibrary.org/obo/MP_0010180>	"increased susceptibility to weight loss"
<http://purl.obolibrary.org/obo/MP_0003124>	"hypospadia"
<http://purl.obolibrary.org/obo/MP_0013638>	"decreased femur stiffness"
<http://purl.obolibrary.org/obo/MP_0030527>	"absent enamel cord"
<http://purl.obolibrary.org/obo/MP_0012751>	"impaired cardiac neural crest cell differentiation"
<http://purl.obolibrary.org/obo/MP_0004229>	"abnormal embryonic erythropoiesis"
<http://purl.obolibrary.org/obo/MP_0002326>	"abnormal ventilation-perfusion ratio"
<http://purl.obolibrary.org/obo/MP_0004565>	"small myocardial fiber"
<http://purl.obolibrary.org/obo/MP_0011856>	"abnormal glomerular filtration barrier function"
<http://purl.obolibrary.org/obo/MP_0001588>	"abnormal hemoglobin"
<http://purl.obolibrary.org/obo/MP_0030945>	"abnormal myoblast migration"
<http://purl.obolibrary.org/obo/MP_0003521>	"absent labia minora"
<http://purl.obolibrary.org/obo/MP_0001314>	"corneal opacity"
<http://purl.obolibrary.org/obo/MP_0030393>	"delayed fontanelle closure"
<http://purl.obolibrary.org/obo/MP_0009064>	"oviduct atrophy"
<http://purl.obolibrary.org/obo/MP_0011739>	"abnormal Boettcher cell morphology"
<http://purl.obolibrary.org/obo/MP_0004962>	"decreased prostate gland weight"
<http://purl.obolibrary.org/obo/MP_0009251>	"enlarged endometrial glands"
<http://purl.obolibrary.org/obo/MP_0001954>	"respiratory distress"
<http://purl.obolibrary.org/obo/MP_0012343>	"increased gnawing activity"
<http://purl.obolibrary.org/obo/MP_0000574>	"abnormal foot pad morphology"
<http://purl.obolibrary.org/obo/MP_0003950>	"abnormal plasma membrane morphology"
<http://purl.obolibrary.org/obo/MP_0004093>	"diffuse Z line"
<http://purl.obolibrary.org/obo/MP_0008684>	"increased interleukin-18 secretion"
<http://purl.obolibrary.org/obo/MP_0004114>	"abnormal atrioventricular node morphology"
<http://purl.obolibrary.org/obo/MP_0011584>	"increased alkaline phosphatase activity"
<http://purl.obolibrary.org/obo/MP_0001085>	"small petrosal ganglion"
<http://purl.obolibrary.org/obo/MP_0013784>	"abnormal mammary gland bud elongation"
<http://purl.obolibrary.org/obo/MP_0013437>	"decreased phytosterol level"
<http://purl.obolibrary.org/obo/MP_0008521>	"abnormal Bowman membrane morphology"
<http://purl.obolibrary.org/obo/MP_0012508>	"forebrain atrophy"
<http://purl.obolibrary.org/obo/MP_0008871>	"abnormal ovarian follicle number"
<http://purl.obolibrary.org/obo/MP_0010572>	"persistent right dorsal aorta"
<http://purl.obolibrary.org/obo/MP_0008931>	"abnormal paraventricular thalamic nucleus morphology"
<http://purl.obolibrary.org/obo/MP_0014069>	"abnormal skeletal muscle glycogen level"
<http://purl.obolibrary.org/obo/MP_0012166>	"absent neural plate"
<http://purl.obolibrary.org/obo/MP_0013112>	"greasy thorax coat"
<http://purl.obolibrary.org/obo/MP_0006298>	"abnormal platelet activation"
<http://purl.obolibrary.org/obo/MP_0011800>	"decreased urinary bladder weight"
<http://purl.obolibrary.org/obo/MP_0030713>	"decreased isoleucine level"
<http://purl.obolibrary.org/obo/MP_0020536>	"increased subiculum size"
<http://purl.obolibrary.org/obo/MP_0008118>	"absent Langerhans cell"
<http://purl.obolibrary.org/obo/MP_0003773>	"eclabion"
<http://purl.obolibrary.org/obo/MP_0012729>	"abnormal common carotid artery morphology"
<http://purl.obolibrary.org/obo/MP_0010455>	"aortopulmonary window"
<http://purl.obolibrary.org/obo/MP_0011154>	"thick hippocampus stratum radiatum"
<http://purl.obolibrary.org/obo/MP_0002944>	"increased lactate dehydrogenase level"
<http://purl.obolibrary.org/obo/MP_0009559>	"thymus cortex hyperplasia"
<http://purl.obolibrary.org/obo/MP_0013333>	"pituitary gland peliosis"
<http://purl.obolibrary.org/obo/MP_0005087>	"decreased acute inflammation"
<http://purl.obolibrary.org/obo/MP_0011037>	"abnormal branching involved in alveolar sac morphogenesis"
<http://purl.obolibrary.org/obo/MP_0012595>	"decreased glutamate decarboxylase activity"
<http://purl.obolibrary.org/obo/MP_0008287>	"abnormal subiculum morphology"
<http://purl.obolibrary.org/obo/MP_0005147>	"prostate gland hypoplasia"
<http://purl.obolibrary.org/obo/MP_0008463>	"abnormal peripheral lymph node morphology"
<http://purl.obolibrary.org/obo/MP_0009674>	"decreased birth weight"
<http://purl.obolibrary.org/obo/MP_0002827>	"abnormal renal corpuscle morphology"
<http://purl.obolibrary.org/obo/MP_0013216>	"absent ectoderm"
<http://purl.obolibrary.org/obo/MP_0000646>	"enlarged adrenocortical cells"
<http://purl.obolibrary.org/obo/MP_0005334>	"abnormal fat pad morphology"
<http://purl.obolibrary.org/obo/MP_0001158>	"abnormal prostate gland morphology"
<http://purl.obolibrary.org/obo/MP_0009925>	"increased transitional stage T2 B cell number"
<http://purl.obolibrary.org/obo/MP_0011258>	"abnormal tail fold morphology"
<http://purl.obolibrary.org/obo/MP_0010004>	"abnormal paramedian lobule morphology"
<http://purl.obolibrary.org/obo/MP_0012204>	"abnormal neuronal stem cell physiology"
<http://purl.obolibrary.org/obo/MP_0010329>	"abnormal lipoprotein level"
<http://purl.obolibrary.org/obo/MP_0001087>	"abnormal nodose ganglion morphology"
<http://purl.obolibrary.org/obo/MP_0004767>	"increased cochlear nerve compound action potential"
<http://purl.obolibrary.org/obo/MP_0003376>	"amenorrhea"
<http://purl.obolibrary.org/obo/MP_0008523>	"absent lymph node germinal center"
<http://purl.obolibrary.org/obo/MP_0003552>	"vagina cysts"
<http://purl.obolibrary.org/obo/MP_0003153>	"early eyelid opening"
<http://purl.obolibrary.org/obo/MP_0009056>	"abnormal interleukin-21 secretion"
<http://purl.obolibrary.org/obo/MP_0011445>	"abnormal renal protein reabsorption"
<http://purl.obolibrary.org/obo/MP_0008710>	"abnormal interleukin-9 secretion"
<http://purl.obolibrary.org/obo/MP_0000397>	"abnormal guard hair morphology"
<http://purl.obolibrary.org/obo/MP_0002691>	"small stomach"
<http://purl.obolibrary.org/obo/MP_0006077>	"inguinal hernia"
<http://purl.obolibrary.org/obo/MP_0013080>	"autopod open laceration"
<http://purl.obolibrary.org/obo/MP_0012374>	"decreased erythrocyte magnesium ion content"
<http://purl.obolibrary.org/obo/MP_0012027>	"abnormal embryonic cilium location or orientation"
<http://purl.obolibrary.org/obo/MP_0010715>	"retina coloboma"
<http://purl.obolibrary.org/obo/MP_0031011>	"abnormal sperm migration in female genital tract"
<http://purl.obolibrary.org/obo/MP_0009453>	"enhanced contextual conditioning behavior"
<http://purl.obolibrary.org/obo/MP_0008326>	"abnormal thyrotroph morphology"
<http://purl.obolibrary.org/obo/MP_0003617>	"urinary bladder hypoplasia"
<http://purl.obolibrary.org/obo/MP_0001636>	"irregular heartbeat"
<http://purl.obolibrary.org/obo/MP_0010902>	"abnormal pulmonary alveolar sac morphology"
<http://purl.obolibrary.org/obo/MP_0011623>	"abnormal habituation to xenobiotic"
<http://purl.obolibrary.org/obo/MP_0030536>	"abnormal diastema morphology"
<http://purl.obolibrary.org/obo/MP_0012760>	"decreased cranial neural crest cell proliferation"
<http://purl.obolibrary.org/obo/MP_0012439>	"decreased pituitary gland tumor incidence"
<http://purl.obolibrary.org/obo/MP_0013997>	"abnormal internal carotid artery topology"
<http://purl.obolibrary.org/obo/MP_0002240>	"abnormal paranasal sinus morphology"
<http://purl.obolibrary.org/obo/MP_0020567>	"increased pontocerebellar fibers size"
<http://purl.obolibrary.org/obo/MP_0013177>	"abnormal tail tip morphology"
<http://purl.obolibrary.org/obo/MP_0010611>	"patent pulmonary valve"
<http://purl.obolibrary.org/obo/MP_0013834>	"thin hypoglossal nerve"
<http://purl.obolibrary.org/obo/MP_0030883>	"dislocated radius head"
<http://purl.obolibrary.org/obo/MP_0003155>	"abnormal telomere length"
<http://purl.obolibrary.org/obo/MP_0000341>	"abnormal bile color"
<http://purl.obolibrary.org/obo/MP_0012195>	"impaired neural crest cell differentiation"
<http://purl.obolibrary.org/obo/MP_0004628>	"Deiters cell degeneration"
<http://purl.obolibrary.org/obo/MP_0020788>	"decreased superior colliculus cell number"
<http://purl.obolibrary.org/obo/MP_0001510>	"abnormal coat appearance"
<http://purl.obolibrary.org/obo/MP_0014216>	"decreased pancreatic duct epithelial sodium ion transmembrane transport"
<http://purl.obolibrary.org/obo/MP_0008147>	"asymmetric costovertebral joints"
<http://purl.obolibrary.org/obo/MP_0009221>	"uterus adenomyosis"
<http://purl.obolibrary.org/obo/MP_0002693>	"abnormal pancreas physiology"
<http://purl.obolibrary.org/obo/MP_0000848>	"abnormal pons morphology"
<http://purl.obolibrary.org/obo/MP_0020042>	"abnormal glucose-6-phosphate dehydrogenase activity"
<http://purl.obolibrary.org/obo/MP_0006242>	"white pupil"
<http://purl.obolibrary.org/obo/MP_0013429>	"decreased memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number"
<http://purl.obolibrary.org/obo/MP_0020252>	"abnormal collagen level"
<http://purl.obolibrary.org/obo/MP_0008880>	"lacrimal gland inflammation"
<http://purl.obolibrary.org/obo/MP_0030432>	"large cranial foramen ovale"
<http://purl.obolibrary.org/obo/MP_0003578>	"absent ovary"
<http://purl.obolibrary.org/obo/MP_0010581>	"abnormal atrium myocardial trabeculae morphology"
<http://purl.obolibrary.org/obo/MP_0030315>	"small neurocranium"
<http://purl.obolibrary.org/obo/MP_0008736>	"micromelia"
<http://purl.obolibrary.org/obo/MP_0004407>	"increased cochlear hair cell number"
<http://purl.obolibrary.org/obo/MP_0002242>	"abnormal olfactory mucosa morphology"
<http://purl.obolibrary.org/obo/MP_0010214>	"abnormal circulating serum amyloid protein level"
<http://purl.obolibrary.org/obo/MP_0020732>	"decreased substantia nigra cell density"
<http://purl.obolibrary.org/obo/MP_0011090>	"perinatal lethality, incomplete penetrance"
<http://purl.obolibrary.org/obo/MP_0001102>	"small superior vagus ganglion"
<http://purl.obolibrary.org/obo/MP_0030024>	"abnormal meiotic attachment of telomere to nuclear envelope"
<http://purl.obolibrary.org/obo/MP_0011655>	"abnormal systemic artery morphology"
<http://purl.obolibrary.org/obo/MP_0010885>	"absent trachea"
<http://purl.obolibrary.org/obo/MP_0011831>	"abnormal visual contrast sensitivity"
<http://purl.obolibrary.org/obo/MP_0008149>	"abnormal costovertebral joint morphology"
<http://purl.obolibrary.org/obo/MP_0001743>	"absent circulating noradrenaline"
<http://purl.obolibrary.org/obo/MP_0030211>	"abnormal styloglossus muscle morphology"
<http://purl.obolibrary.org/obo/MP_0020441>	"rhegmatogenous retinal detachment"
<http://purl.obolibrary.org/obo/MP_0004063>	"dilated heart left atrium"
<http://purl.obolibrary.org/obo/MP_0008328>	"increased somatotroph cell number"
<http://purl.obolibrary.org/obo/MP_0010013>	"cerebral cortex pyramidal cell degeneration"
<http://purl.obolibrary.org/obo/MP_0005139>	"increased prolactin level"
<http://purl.obolibrary.org/obo/MP_0003827>	"abnormal Wolffian duct morphology"
<http://purl.obolibrary.org/obo/MP_0011762>	"renal/urinary system inflammation"
<http://purl.obolibrary.org/obo/MP_0000709>	"enlarged thymus"
<http://purl.obolibrary.org/obo/MP_0009769>	"abnormal meiotic spindle assembly checkpoint"
<http://purl.obolibrary.org/obo/MP_0008515>	"thin retinal outer nuclear layer"
<http://purl.obolibrary.org/obo/MP_0014039>	"abnormal sheltering behavior"
<http://purl.obolibrary.org/obo/MP_0003357>	"impaired granulosa cell differentiation"
<http://purl.obolibrary.org/obo/MP_0010360>	"decreased liver free fatty acids level"
<http://purl.obolibrary.org/obo/MP_0013919>	"abnormal response to electrical stimuli"
<http://purl.obolibrary.org/obo/MP_0012080>	"chylous ascites"
<http://purl.obolibrary.org/obo/MP_0009956>	"abnormal cerebellar layer morphology"
<http://purl.obolibrary.org/obo/MP_0006086>	"decreased body mass index"
<http://purl.obolibrary.org/obo/MP_0001094>	"trigeminal ganglion hypertrophy"
<http://purl.obolibrary.org/obo/MP_0008032>	"abnormal lipolysis"
<http://purl.obolibrary.org/obo/MP_0010707>	"decreased ventral retina size"
<http://purl.obolibrary.org/obo/MP_0004798>	"decreased anti-double stranded DNA antibody level"
<http://purl.obolibrary.org/obo/MP_0030276>	"anterior cranium occultum"
<http://purl.obolibrary.org/obo/MP_0001281>	"increased vibrissae length"
<http://purl.obolibrary.org/obo/MP_0006273>	"abnormal urine organic cation level"
<http://purl.obolibrary.org/obo/MP_0020068>	"increased neocortex volume"
<http://purl.obolibrary.org/obo/MP_0009473>	"abnormal skin exfoliation"
<http://purl.obolibrary.org/obo/MP_0020244>	"increased pyruvate kinase activity"
<http://purl.obolibrary.org/obo/MP_0013121>	"testicular swellings"
<http://purl.obolibrary.org/obo/MP_0012565>	"perivasculitis"
<http://purl.obolibrary.org/obo/MP_0030181>	"persistent nasal fins"
<http://purl.obolibrary.org/obo/MP_0010181>	"decreased susceptibility to weight loss"
<http://purl.obolibrary.org/obo/MP_0030591>	"absent sperm fibrous sheath"
<http://purl.obolibrary.org/obo/MP_0004817>	"abnormal skeletal muscle mass"
<http://purl.obolibrary.org/obo/MP_0012752>	"abnormal cardiac neural crest cell migration"
<http://purl.obolibrary.org/obo/MP_0011350>	"abnormal proximal convoluted tubule brush border morphology"
<http://purl.obolibrary.org/obo/MP_0020302>	"large horns"
<http://purl.obolibrary.org/obo/MP_0014090>	"abnormal tectorial membrane covernet morphology"
<http://purl.obolibrary.org/obo/MP_0002084>	"abnormal developmental patterning"
<http://purl.obolibrary.org/obo/MP_0013639>	"decreased bone stiffness"
<http://purl.obolibrary.org/obo/MP_0020758>	"increased cingulate cortex cell density"
