?x	?xl
<http://purl.obolibrary.org/obo/MAXO_0000205>	"calcium channel modifying agent therapy"@en
<http://purl.obolibrary.org/obo/NBO_0000075>	"playing behavior"
<http://purl.obolibrary.org/obo/ExO_0000060>	"injection"
<http://purl.obolibrary.org/obo/NCIT_C19382>	"Coping Skills"
<http://purl.obolibrary.org/obo/MAXO_0000008>	"obsolete therapeutic intervention"
<http://purl.obolibrary.org/obo/NPO_1734>	"x-ray radiation"
<http://purl.obolibrary.org/obo/NBO_0000076>	"locomotor play"
<http://purl.obolibrary.org/obo/NPO_1743>	"sound radiation"
<http://purl.obolibrary.org/obo/NCIT_C90383>	"Feeding Regimen"
<http://purl.obolibrary.org/obo/MAXO_0000171>	"antidementia agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C93214>	"Violence"
<http://purl.obolibrary.org/obo/NCBITaxon_subphylum>	"subphylum"
<http://purl.obolibrary.org/obo/NCIT_C20134>	"Smoking Behavior"
<http://purl.obolibrary.org/obo/NPO_1735>	"ultraviolet radiation"
<http://purl.obolibrary.org/obo/UBERON_0000000>	"processual entity"
<http://purl.obolibrary.org/obo/NCIT_C38049>	"Cystography"
<http://purl.obolibrary.org/obo/MAXO_0000180>	"platelet aggregation inhibitor agent therapy"@en
<http://purl.obolibrary.org/obo/NPO_1744>	"ultrasound radiation"
<http://purl.obolibrary.org/obo/NCIT_C90384>	"Food Consumption"
<http://purl.obolibrary.org/obo/MAXO_0000260>	"central nervous system agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C96001>	"Tobacco Use Cessation"
<http://purl.obolibrary.org/obo/NCBITaxon_infraclass>	"infraclass"
<http://purl.obolibrary.org/obo/NCIT_C16795>	"Lifestyle"
<http://purl.obolibrary.org/obo/NCBITaxon_subclass>	"subclass"
<http://purl.obolibrary.org/obo/GO_0110165>	"cellular anatomical entity"
<http://purl.obolibrary.org/obo/NPO_1736>	"visible light radiation"
<http://purl.obolibrary.org/obo/MAXO_0000164>	"antigout agent therapy"@en
<http://purl.obolibrary.org/obo/GO_0005575>	"cellular_component"
<http://purl.obolibrary.org/obo/NCBITaxon_superkingdom>	"superkingdom"
<http://purl.obolibrary.org/obo/NCIT_C38040>	"Bronchography"
<http://purl.obolibrary.org/obo/NCIT_C90484>	"Water Consumption"
<http://purl.obolibrary.org/obo/NCIT_C20046>	"Red Meat Consumption"
<http://purl.obolibrary.org/obo/NCIT_C19035>	"Social Networking"
<http://purl.obolibrary.org/obo/NCIT_C20048>	"High Vegetable Diet"
<http://purl.obolibrary.org/obo/NPO_1737>	"infrared radiation"
<http://purl.obolibrary.org/obo/ExO_0000055>	"route"
<http://purl.obolibrary.org/obo/NBO_0000002>	"whole body movement"
<http://purl.obolibrary.org/obo/MAXO_0000287>	"estrogen modifying agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000189>	"dyslipidemic agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C17007>	"Positron Emission Tomography"
<http://purl.obolibrary.org/obo/NCIT_C16502>	"Diagnostic Imaging"
<http://purl.obolibrary.org/obo/NCIT_C16326>	"Behavior"
<http://purl.obolibrary.org/obo/NCBITaxon_class>	"class"
<http://purl.obolibrary.org/obo/GO_0043229>	"intracellular organelle"
<http://purl.obolibrary.org/obo/MAXO_0000221>	"nonsteroidal anti-inflammatory agent therapy"@en
<http://purl.obolibrary.org/obo/NCBITaxon_genus>	"genus"
<http://purl.obolibrary.org/obo/NCIT_C61497>	"Cessation"
<http://purl.obolibrary.org/obo/NBO_0000003>	"emotional behavior"
<http://purl.obolibrary.org/obo/ExO_0000056>	"ingestion"
<http://purl.obolibrary.org/obo/MAXO_0000288>	"progestin modifying agent therapy"@en
<http://purl.obolibrary.org/obo/NPO_1738>	"far-infrared radiation"
<http://purl.obolibrary.org/obo/UBERON_0000068>	"embryo stage"
<http://purl.obolibrary.org/obo/NCBITaxon_family>	"family"
<http://purl.obolibrary.org/obo/NCIT_C17468>	"Socioeconomic Factors"
<http://purl.obolibrary.org/obo/MAXO_0000210>	"cholinesterase inhibitor therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000175>	"blood glucose regulator therapy"@en
<http://purl.obolibrary.org/obo/XCO_0000026>	"surgical removal"
<http://purl.obolibrary.org/obo/NCIT_C17369>	"Imaging Technique"
<http://purl.obolibrary.org/obo/NBO_0001845>	"consumption behavior"@en
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/NCIT_C97630>	"Construction and Extraction Occupations"
<http://purl.obolibrary.org/obo/NBO_0001884>	"consumption of an addictive substance"@en
<http://purl.obolibrary.org/obo/ExO_0000057>	"inhalation"
<http://purl.obolibrary.org/obo/NCIT_C17009>	"Poverty"
<http://purl.obolibrary.org/obo/MAXO_0000176>	"hematologic agent therapy"@en
<http://purl.obolibrary.org/obo/XCO_0000027>	"surgical implantation"
<http://purl.obolibrary.org/obo/NCBITaxon_kingdom>	"kingdom"
<http://purl.obolibrary.org/obo/NCIT_C116448>	"Ultrasound Tomography"
<http://purl.obolibrary.org/obo/NCIT_C86589>	"Sedentary Lifestyle"
<http://purl.obolibrary.org/obo/UBERON_0000092>	"post-embryonic stage"
<http://purl.obolibrary.org/obo/NCIT_C107390>	"Asbestos Mining"
<http://purl.obolibrary.org/obo/NCIT_C17204>	"Computed Tomography"
<http://purl.obolibrary.org/obo/NCBITaxon_phylum>	"phylum"
<http://purl.obolibrary.org/obo/NCIT_C25172>	"Employment"
<http://purl.obolibrary.org/obo/MAXO_0000312>	"respiratory tract agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C20175>	"Myelography"
<http://purl.obolibrary.org/obo/MAXO_0000165>	"diuretic agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C25218>	"Intervention or Procedure"
<http://purl.obolibrary.org/obo/NBO_0000120>	"physical aggression behavior"
<http://purl.obolibrary.org/obo/MAXO_0000213>	"monoamine oxidase inhibitor agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C17263>	"Xeroradiography"
<http://purl.obolibrary.org/obo/GO_0005622>	"intracellular"
<http://purl.obolibrary.org/obo/NBO_0000015>	"aggressive behavior"
<http://purl.obolibrary.org/obo/MAXO_0000166>	"antipsychotic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0001022>	"psychotropic agent therapy"@en
<http://purl.obolibrary.org/obo/ExO_0000000>	"exposure stressor"
<http://purl.obolibrary.org/obo/XCO_0000000>	"experimental condition"
<http://purl.obolibrary.org/obo/NCBITaxon#_taxonomic_rank>	"taxonomic rank"
<http://purl.obolibrary.org/obo/NCIT_C20026>	"Flame-Broiling"
<http://purl.obolibrary.org/obo/NCIT_C16818>	"Mammography"
<http://purl.obolibrary.org/obo/MAXO_0000001>	"medical action"@en
<http://purl.obolibrary.org/obo/MAXO_0000314>	"inhaled corticosteroid agent therapy"@en
<http://purl.obolibrary.org/obo/NPO_1739>	"mid-infrared radiation"
<http://purl.obolibrary.org/obo/NCIT_C19702>	"Cigar Smoking"
<http://purl.obolibrary.org/obo/MAXO_0000167>	"anticonvulsant agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0001023>	"tranquilizing agent therapy"@en
<http://purl.obolibrary.org/obo/ExO_0000001>	"exposure receptor"
<http://purl.obolibrary.org/obo/NCIT_C25404>	"Action"
<http://purl.obolibrary.org/obo/NCIT_C20188>	"Social Circumstances"
<http://purl.obolibrary.org/obo/XCO_0000373>	"surgical denervation"
<http://purl.obolibrary.org/obo/MAXO_0000058>	"pharmacotherapy"@en
<http://purl.obolibrary.org/obo/NCIT_C19332>	"Personal Attribute"
<http://purl.obolibrary.org/obo/MAXO_0000002>	"therapeutic procedure"@en
<http://purl.obolibrary.org/obo/GO_0043231>	"intracellular membrane-bounded organelle"
<http://purl.obolibrary.org/obo/MAXO_0000215>	"tricyclic antidepressant agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C20192>	"Miscellaneous Occupation"
<http://purl.obolibrary.org/obo/ExO_0000002>	"exposure event"
<http://purl.obolibrary.org/obo/NCIT_C16522>	"Drug Abuse"
<http://purl.obolibrary.org/obo/CARO_0030000>	"biological entity"
<http://purl.obolibrary.org/obo/NCBITaxon_suborder>	"suborder"
<http://purl.obolibrary.org/obo/NBO_0000741>	"aggressive behavior by means"
<http://purl.obolibrary.org/obo/NCIT_C20189>	"Property or Attribute"
<http://purl.obolibrary.org/obo/NCIT_C19694>	"Risk Reduction"
<http://purl.obolibrary.org/obo/XCO_0000374>	"axotomy"
<http://purl.obolibrary.org/obo/NCIT_C25193>	"Occupation"
<http://purl.obolibrary.org/obo/NCIT_C19733>	"Cooking Practices"
<http://purl.obolibrary.org/obo/MAXO_0000169>	"anti-inflammatory agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C20701>	"Alcohol Abuse"
<http://purl.obolibrary.org/obo/NCIT_C18059>	"Tobacco Use"
<http://purl.obolibrary.org/obo/MAXO_0000181>	"cardiovascular agent therapy"@en
<http://purl.obolibrary.org/obo/NCBITaxon_infraorder>	"infraorder"
<http://purl.obolibrary.org/obo/MAXO_0000178>	"anticoagulant agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000190>	"renin-angiotensin-aldosterone system inhibitor therapy"@en
<http://purl.obolibrary.org/obo/CARO_0000000>	"anatomical entity"@en
<http://purl.obolibrary.org/obo/MAXO_0000434>	"calcium channel blocking agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000182>	"alpha-adrenergic agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0000104>	"life cycle"
<http://purl.obolibrary.org/obo/MAXO_0000267>	"gastrointestinal agent therapy"@en
<http://purl.obolibrary.org/obo/NCBITaxon_superfamily>	"superfamily"
<http://purl.obolibrary.org/obo/UBERON_0000106>	"zygote stage"
<http://purl.obolibrary.org/obo/MAXO_0000191>	"vasodilator agent therapy"@en
<http://purl.obolibrary.org/obo/NCIT_C43431>	"Activity"
<http://purl.obolibrary.org/obo/NCIT_C18270>	"Cigarette Smoking"
<http://purl.obolibrary.org/obo/NCIT_C103934>	"Welding Occupations"
<http://purl.obolibrary.org/obo/MAXO_0000315>	"antileukotriene agent therapy"@en
<http://purl.obolibrary.org/obo/NCBITaxon_parvorder>	"parvorder"
<http://purl.obolibrary.org/obo/NPO_1740>	"near-infrared radiation"
<http://purl.obolibrary.org/obo/UBERON_0000105>	"life cycle stage"
<http://purl.obolibrary.org/obo/NCIT_C38101>	"Radiography"
<http://purl.obolibrary.org/obo/UBERON_0000107>	"cleavage stage"
<http://purl.obolibrary.org/obo/NCBITaxon_superorder>	"superorder"
