?x	?xl
<http://purl.obolibrary.org/obo/TRANS_0000000>	"transmission process"
<http://purl.obolibrary.org/obo/IDO_0000559>	"antiviral"@en
<http://purl.obolibrary.org/obo/IDO_0000622>	"disposition to form a non-parasitic colony"@en
<http://purl.obolibrary.org/obo/IDO_0000503>	"infectious disease pandemic"@en
<http://purl.obolibrary.org/obo/IDO_0000502>	"infectious disease epidemic"@en
<http://purl.obolibrary.org/obo/IDO_0000571>	"resistant entity"@en
<http://purl.obolibrary.org/obo/IDO_0000636>	"sepsis"@en
<http://purl.obolibrary.org/obo/IDO_0000405>	"pathogen role"@en
<http://purl.obolibrary.org/obo/IAO_0000030>	"information content entity"@en
<http://purl.obolibrary.org/obo/IDO_0000487>	"infectious disease lifetime prevalence"@en
<http://purl.obolibrary.org/obo/IDO_0000665>	"source of infection"
<http://purl.obolibrary.org/obo/IDO_0000434>	"primary infection role"@en
<http://purl.obolibrary.org/obo/IDO_0000657>	"process that results in death"
<http://purl.obolibrary.org/obo/IDO_0000426>	"toxin disposition"@en
<http://purl.obolibrary.org/obo/IDO_0000481>	"infectious disease incidence proportion"@en
<http://purl.obolibrary.org/obo/IDO_0000494>	"infectious disease sporadicity"@en
<http://purl.obolibrary.org/obo/IDO_0000439>	"antimicrobial disposition"@en
<http://purl.obolibrary.org/obo/IDO_0000425>	"virulence factor disposition"@en
<http://purl.obolibrary.org/obo/IDO_0000455>	"collective disposition"@en
<http://purl.obolibrary.org/obo/IDO_0000441>	"antifungal disposition"@en
<http://purl.obolibrary.org/obo/CHEBI_23367>	"molecular entity"
<http://purl.obolibrary.org/obo/OBI_0100026>	"organism"@en
<http://purl.obolibrary.org/obo/IDO_0000558>	"antimicrobial"@en
<http://purl.obolibrary.org/obo/GO_0065007>	"biological regulation"
<http://purl.obolibrary.org/obo/IDO_0000509>	"organism population"@en
