?x	?xl
<http://purl.obolibrary.org/obo/MAXO_0000468>	"peritoneal lavage"@en
<http://purl.obolibrary.org/obo/UBERON_0003921>	"pancreas primordium"
<http://purl.obolibrary.org/obo/MAXO_0000576>	"patient travel risk assessment"@en
<http://purl.obolibrary.org/obo/MAXO_0000223>	"abortive antimigraine agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0002050>	"embryonic structure"
<http://purl.obolibrary.org/obo/UBERON_0009577>	"metencephalon sulcus limitans"
<http://purl.obolibrary.org/obo/UBERON_0005085>	"ectodermal placode"
<http://purl.obolibrary.org/obo/UBERON_0011779>	"nerve of head region"
<http://purl.obolibrary.org/obo/UBERON_0003440>	"limb nerve"
<http://purl.obolibrary.org/obo/MAXO_0000011>	"physical therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000623>	"nutrition counseling"@en
<http://purl.obolibrary.org/obo/UBERON_0002546>	"cranial placode"
<http://purl.obolibrary.org/obo/UBERON_0010312>	"immature eye"
<http://purl.obolibrary.org/obo/MAXO_0001018>	"nutrition intake"@en
<http://purl.obolibrary.org/obo/MAXO_0000264>	"dental and oral agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0010101>	"dietary ascorbic acid intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000170>	"anesthetic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000017>	"preventative therapeutics"@en
<http://purl.obolibrary.org/obo/UBERON_0006261>	"male genital tubercle"
<http://purl.obolibrary.org/obo/MAXO_0000058>	"pharmacotherapy"@en
<http://purl.obolibrary.org/obo/UBERON_0000086>	"zona pellucida"
<http://purl.obolibrary.org/obo/MAXO_0000570>	"induced sputum collection"@en
<http://purl.obolibrary.org/obo/MAXO_0010061>	"sunflower seed intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000148>	"oxygen capacity measurement test"@en
<http://purl.obolibrary.org/obo/MAXO_0010107>	"dietary sterol intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000458>	"hydrotherapy"@en
<http://purl.obolibrary.org/obo/UBERON_0001833>	"lip"
<http://purl.obolibrary.org/obo/UBERON_0007651>	"anatomical junction"
<http://purl.obolibrary.org/obo/MAXO_0010067>	"peanut intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0003887>	"intraembryonic coelom"
<http://purl.obolibrary.org/obo/UBERON_0010314>	"structure with developmental contribution from neural crest"
<http://purl.obolibrary.org/obo/MAXO_0000121>	"passive immunization"@en
<http://purl.obolibrary.org/obo/MAXO_0000499>	"respiratory therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000509>	"positive controlled ventilation"@en
<http://purl.obolibrary.org/obo/UBERON_0022303>	"nervous system cell part layer"
<http://purl.obolibrary.org/obo/MAXO_0000127>	"genetic testing"@en
<http://purl.obolibrary.org/obo/MAXO_0000590>	"loop-mediated isothermal amplification test"@en
<http://purl.obolibrary.org/obo/MAXO_0000437>	"ADHD agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000168>	"antiviral agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000527>	"physical examination"@en
<http://purl.obolibrary.org/obo/MAXO_0000071>	"chemical exposure avoidance"@en
<http://purl.obolibrary.org/obo/MAXO_0000568>	"plasma glucose measurement"@en
<http://purl.obolibrary.org/obo/MAXO_0000314>	"inhaled corticosteroid agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0010087>	"cane juice intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0004875>	"nephrogenic cord"
<http://purl.obolibrary.org/obo/UBERON_0007135>	"neural keel"
<http://purl.obolibrary.org/obo/UBERON_0001073>	"ileocecal junction"
<http://purl.obolibrary.org/obo/MAXO_0000215>	"tricyclic antidepressant agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0005281>	"ventricular system of central nervous system"
<http://purl.obolibrary.org/obo/MAXO_0000072>	"ultrasonography procedure"@en
<http://purl.obolibrary.org/obo/MAXO_0000256>	"antimanic agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0011814>	"non-neurogenic ectodermal placode"
<http://purl.obolibrary.org/obo/MAXO_0000002>	"therapeutic procedure"@en
<http://purl.obolibrary.org/obo/UBERON_0003439>	"nerve of trunk region"
<http://purl.obolibrary.org/obo/MAXO_0000162>	"adrenal-modifying, hormonal agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0004456>	"entire sense organ system"
<http://purl.obolibrary.org/obo/MAXO_0000043>	"communicable disease avoidance"@en
<http://purl.obolibrary.org/obo/MAXO_0000472>	"preventative therapeutics avoidance"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"presumptive neural retina"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"respiratory system"
<http://purl.obolibrary.org/obo/MAXO_0000118>	"preventative immunization"@en
<http://purl.obolibrary.org/obo/MAXO_0010081>	"sorbitol syrup intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000297>	"immune suppressant agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000049>	"therapeutic avoidance of physical activity"@en
<http://purl.obolibrary.org/obo/UBERON_0007689>	"thyroid diverticulum"
<http://purl.obolibrary.org/obo/MAXO_0000545>	"basophil count"@en
<http://purl.obolibrary.org/obo/UBERON_0000077>	"mixed endoderm/mesoderm-derived structure"
<http://purl.obolibrary.org/obo/MAXO_0000478>	"orthopedic consultation"@en
<http://purl.obolibrary.org/obo/MAXO_0010116>	"dietary sucrose intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000586>	"invasive ventilation"@en
<http://purl.obolibrary.org/obo/MAXO_0000615>	"immunoblot assay"@en
<http://purl.obolibrary.org/obo/MAXO_0002001>	"tobacco consumption avoidance"
<http://purl.obolibrary.org/obo/UBERON_0005095>	"kidney rudiment"
<http://purl.obolibrary.org/obo/MAXO_0001021>	"antimicrobial agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000022>	"hospice care"@en
<http://purl.obolibrary.org/obo/UBERON_0002129>	"cerebellar cortex"
<http://purl.obolibrary.org/obo/MAXO_0000274>	"genitourinary agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000112>	"antioxidant therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0002007>	"copulation avoidance"
<http://purl.obolibrary.org/obo/UBERON_0014950>	"layer of developing cerebral cortex"
<http://purl.obolibrary.org/obo/MAXO_0010110>	"dietary lactose intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000580>	"anion gap measurement"@en
<http://purl.obolibrary.org/obo/MAXO_0010071>	"broccoli intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0001000>	"functional magnetic resonance imaging procedure"@en
<http://purl.obolibrary.org/obo/MAXO_0000069>	"lung transplantation surgical procedure"@en
<http://purl.obolibrary.org/obo/MAXO_0000159>	"analgesic pharmacotherapeutic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000536>	"chorionic villus sampling"@en
<http://purl.obolibrary.org/obo/UBERON_0006756>	"median lingual swelling"
<http://purl.obolibrary.org/obo/MAXO_0000469>	"nasal lavage"@en
<http://purl.obolibrary.org/obo/UBERON_0007280>	"presumptive endocardium"
<http://purl.obolibrary.org/obo/MAXO_0010077>	"cephalopod intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0009578>	"myelencephalon sulcus limitans"
<http://purl.obolibrary.org/obo/UBERON_0005086>	"hair follicle placode"
<http://purl.obolibrary.org/obo/MAXO_0010090>	"dietary arginine intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0017651>	"salivary gland primordium"
<http://purl.obolibrary.org/obo/UBERON_0006268>	"notochordal process"
<http://purl.obolibrary.org/obo/UBERON_0034994>	"hindbrain cortical intermediate zone"
<http://purl.obolibrary.org/obo/MAXO_0000224>	"prophylactic antimigraine agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0003050>	"olfactory placode"
<http://purl.obolibrary.org/obo/MAXO_0000130>	"endoscopic procedure"@en
<http://purl.obolibrary.org/obo/MAXO_0001019>	"prenatal vitamin"@en
<http://purl.obolibrary.org/obo/UBERON_0005162>	"multi cell part structure"
<http://purl.obolibrary.org/obo/MAXO_0000440>	"colony stimulating factor agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0003441>	"forelimb nerve"
<http://purl.obolibrary.org/obo/MAXO_0000624>	"nutrition assessment"@en
<http://purl.obolibrary.org/obo/MAXO_0000171>	"antidementia agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000018>	"biomarker analysis"@en
<http://purl.obolibrary.org/obo/MAXO_0000530>	"genetic carrier screening"@en
<http://purl.obolibrary.org/obo/MAXO_0000463>	"contrast water therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0010313>	"neural crest-derived structure"
<http://purl.obolibrary.org/obo/MAXO_0000108>	"iron supplementation"@en
<http://purl.obolibrary.org/obo/MAXO_0000571>	"computed tomography procedure"@en
<http://purl.obolibrary.org/obo/MAXO_0010102>	"dietary branched-chain amino acid intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000081>	"tobacco cessation counseling"@en
<http://purl.obolibrary.org/obo/MAXO_0000177>	"coagulant agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000324>	"skeletal muscle relaxant agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000607>	"D-dimer measurement"@en
<http://purl.obolibrary.org/obo/NBO_0045004>	"cannabis consumption"@en
<http://purl.obolibrary.org/obo/UBERON_0009972>	"ureteropelvic junction"
<http://purl.obolibrary.org/obo/MAXO_0000577>	"patient travel risk questionaire"@en
<http://purl.obolibrary.org/obo/MAXO_0010068>	"soy intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0010108>	"dietary purine intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000459>	"thermal hydrotherapy"@en
<http://purl.obolibrary.org/obo/UBERON_0003070>	"trigeminal placode complex"
<http://purl.obolibrary.org/obo/UBERON_0011919>	"yolk sac blood island"
<http://purl.obolibrary.org/obo/MAXO_0000550>	"inflammatory biomarker measurement"@en
<http://purl.obolibrary.org/obo/MAXO_0000265>	"dermatological agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0007798>	"vascular system"
<http://purl.obolibrary.org/obo/UBERON_0003076>	"posterior neural tube"
<http://purl.obolibrary.org/obo/MAXO_0000128>	"prenatal screening"@en
<http://purl.obolibrary.org/obo/MAXO_0010091>	"dietary lysine intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000481>	"orthotic services"@en
<http://purl.obolibrary.org/obo/MAXO_0000053>	"therapeutic avoidance of environmental exposure"@en
<http://purl.obolibrary.org/obo/UBERON_0000087>	"inner cell mass"
<http://purl.obolibrary.org/obo/MAXO_0010062>	"liver intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000528>	"fetal examination"@en
<http://purl.obolibrary.org/obo/MAXO_0000597>	"supplemental oxygen therapy with mask"@en
<http://purl.obolibrary.org/obo/MAXO_0000169>	"anti-inflammatory agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0010000>	"gluten intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0016880>	"future nervous system"
<http://purl.obolibrary.org/obo/UBERON_0004535>	"cardiovascular system"
<http://purl.obolibrary.org/obo/MAXO_0000003>	"diagnostic procedure"@en
<http://purl.obolibrary.org/obo/MAXO_0000432>	"beta-lactam antibacterial agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0016530>	"parietal cortex"
<http://purl.obolibrary.org/obo/UBERON_0014790>	"lingual septum"
<http://purl.obolibrary.org/obo/MAXO_0000073>	"liver ultrasound procedure"@en
<http://purl.obolibrary.org/obo/UBERON_0003067>	"dorsolateral placode"
<http://purl.obolibrary.org/obo/MAXO_0000257>	"antidiabetic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0030018>	"uncooked cornstarch supplementation"@en
<http://purl.obolibrary.org/obo/MAXO_0000591>	"clinical DNA detection test"@en
<http://purl.obolibrary.org/obo/MAXO_0010082>	"human milk intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0003869>	"presumptive ganglion"
<http://purl.obolibrary.org/obo/GO_0043231>	"intracellular membrane-bounded organelle"
<http://purl.obolibrary.org/obo/MAXO_0000009>	"nutrition intervention"@en
<http://purl.obolibrary.org/obo/MAXO_0000163>	"anxiolytic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000438>	"stimulant ADHD agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0011695>	"embryonic cardiovascular system"
<http://purl.obolibrary.org/obo/MAXO_0000473>	"medical device implantation"@en
<http://purl.obolibrary.org/obo/MAXO_0000546>	"lymphocyte count"@en
<http://purl.obolibrary.org/obo/UBERON_0000078>	"mixed ectoderm/mesoderm/endoderm-derived structure"
<http://purl.obolibrary.org/obo/MAXO_0000090>	"enteral nutrition intake"@en
<http://purl.obolibrary.org/obo/MAXO_0000616>	"oxygen saturation measurement"@en
<http://purl.obolibrary.org/obo/UBERON_0005090>	"muscle structure"
<http://purl.obolibrary.org/obo/MAXO_0010088>	"organ meat intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0009124>	"geniculate placode"
<http://purl.obolibrary.org/obo/MAXO_0000180>	"platelet aggregation inhibitor agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0004876>	"urogenital fold"
<http://purl.obolibrary.org/obo/MAXO_0000479>	"orthopedic surgery"@en
<http://purl.obolibrary.org/obo/MAXO_0001022>	"psychotropic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0010117>	"dietary triglyceride intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000587>	"airway pressure release ventilation"@en
<http://purl.obolibrary.org/obo/MAXO_0000234>	"aromatase inhibitor agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0003061>	"blood island"
<http://purl.obolibrary.org/obo/MAXO_0002002>	"smoking behavior avoidance"
<http://purl.obolibrary.org/obo/UBERON_0002810>	"right frontal lobe"
<http://purl.obolibrary.org/obo/MAXO_0000540>	"nuchal translucency screen"@en
<http://purl.obolibrary.org/obo/MAXO_0000275>	"urinary antispasmodic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0002008>	"stress avoidance"
<http://purl.obolibrary.org/obo/UBERON_0004681>	"vestibular system"
<http://purl.obolibrary.org/obo/MAXO_0000181>	"cardiovascular agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000429>	"external beam radiation therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0000962>	"nerve of cervical vertebra"
<http://purl.obolibrary.org/obo/MAXO_0010111>	"dietary leucine intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000581>	"calcium measurement"@en
<http://purl.obolibrary.org/obo/MAXO_0010072>	"cabbage intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0001001>	"gene therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0010096>	"future myelencephalon"
<http://purl.obolibrary.org/obo/UBERON_0015178>	"somite border"
<http://purl.obolibrary.org/obo/UBERON_0011585>	"cell condensation"
<http://purl.obolibrary.org/obo/UBERON_0007281>	"presumptive midbrain hindbrain boundary"
<http://purl.obolibrary.org/obo/MAXO_0010078>	"crustacean intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000131>	"location specific endoscopy"@en
<http://purl.obolibrary.org/obo/MAXO_0000531>	"noninvasive prenatal testing"@en
<http://purl.obolibrary.org/obo/UBERON_0016529>	"cortex of cerebral lobe"
<http://purl.obolibrary.org/obo/UBERON_0003057>	"chordal neural plate"
<http://purl.obolibrary.org/obo/MAXO_0000137>	"positron emission tomography procedure"@en
<http://purl.obolibrary.org/obo/UBERON_0003102>	"surface structure"
<http://purl.obolibrary.org/obo/NBO_0015005>	"smoking behavior"@en
<http://purl.obolibrary.org/obo/MAXO_0000172>	"therapeutic antidotes, deterrents, and toxicologic agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0009292>	"embryonic nasal process"
<http://purl.obolibrary.org/obo/MAXO_0000537>	"bacterial vaginosis screening"@en
<http://purl.obolibrary.org/obo/UBERON_0006757>	"lateral lingual swelling"
<http://purl.obolibrary.org/obo/MAXO_0000572>	"hypoglycemic agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0002099>	"cardiac septum"
<http://purl.obolibrary.org/obo/UBERON_0004066>	"frontonasal prominence"
<http://purl.obolibrary.org/obo/UBERON_0006215>	"rhombic lip"
<http://purl.obolibrary.org/obo/MAXO_0010109>	"dietary fructose intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000178>	"anticoagulant agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000325>	"anti-infectives agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000608>	"serum phosphate measurement"@en
<http://purl.obolibrary.org/obo/UBERON_0000000>	"processual entity"
<http://purl.obolibrary.org/obo/UBERON_0014903>	"primordial vasculature"
<http://purl.obolibrary.org/obo/MAXO_0000488>	"body temperature measurement"@en
<http://purl.obolibrary.org/obo/MAXO_0000190>	"renin-angiotensin-aldosterone system inhibitor therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0001835>	"lower lip"
<http://purl.obolibrary.org/obo/UBERON_0016490>	"auditory system"
<http://purl.obolibrary.org/obo/MAXO_0000510>	"negative-pressure respiration"@en
<http://purl.obolibrary.org/obo/MAXO_0000578>	"patient environmental exposure assessment"@en
<http://purl.obolibrary.org/obo/MAXO_0010069>	"brassicas intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000225>	"antimyasthenic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000260>	"central nervous system agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0010051>	"fava bean intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000441>	"granulocyte colony stimulating factor agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0003442>	"hindlimb nerve"
<http://purl.obolibrary.org/obo/MAXO_0000013>	"complementary and alternative medical therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000304>	"metabolic bone disease agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0007277>	"presumptive hindbrain"
<http://purl.obolibrary.org/obo/MAXO_0000054>	"radiation exposure avoidance"@en
<http://purl.obolibrary.org/obo/MAXO_0000266>	"enzyme replacements and modifier agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0006240>	"future forebrain"
<http://purl.obolibrary.org/obo/MAXO_0000557>	"interleukin-8 biomarker measurement"@en
<http://purl.obolibrary.org/obo/MAXO_0010103>	"dietary trimethylamine intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"nervous system"
<http://purl.obolibrary.org/obo/MAXO_0000129>	"biopsy procedure"@en
<http://purl.obolibrary.org/obo/CARO_0000007>	"immaterial anatomical entity"
<http://purl.obolibrary.org/obo/MAXO_0010092>	"dietary methionine intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000482>	"orthotic device usage"@en
<http://purl.obolibrary.org/obo/UBERON_0004880>	"chordamesoderm"
<http://purl.obolibrary.org/obo/UBERON_0006235>	"foregut-midgut junction"
<http://purl.obolibrary.org/obo/UBERON_0000088>	"trophoblast"
<http://purl.obolibrary.org/obo/NBO_0000060>	"copulation"
<http://purl.obolibrary.org/obo/MAXO_0000598>	"supplemental oxygen therapy with nasal cannula"@en
<http://purl.obolibrary.org/obo/UBERON_0011860>	"collection of collagen fibrils"
<http://purl.obolibrary.org/obo/UBERON_0002315>	"gray matter of spinal cord"
<http://purl.obolibrary.org/obo/UBERON_0003429>	"abdomen nerve"
<http://purl.obolibrary.org/obo/MAXO_0010001>	"liquid intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000217>	"antidote agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0007297>	"presumptive pronephric mesoderm"
<http://purl.obolibrary.org/obo/MAXO_0000551>	"C-reactive protein biomarker assessment"@en
<http://purl.obolibrary.org/obo/UBERON_0003829>	"urethra muscle tissue"
<http://purl.obolibrary.org/obo/MAXO_0000123>	"disease exposure immunization"@en
<http://purl.obolibrary.org/obo/MAXO_0000286>	"androgen modifying agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000529>	"prenatal genetic testing"@en
<http://purl.obolibrary.org/obo/MAXO_0000164>	"antigout agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0004035>	"cortical subplate"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"material anatomical entity"
<http://purl.obolibrary.org/obo/MAXO_0000592>	"clinical RNA detection test"@en
<http://purl.obolibrary.org/obo/MAXO_0010083>	"cow milk intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0010375>	"pancreas dorsal primordium"
<http://purl.obolibrary.org/obo/MAXO_0000439>	"selective serotonin reuptake inhibitor agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0004871>	"somatic layer of lateral plate mesoderm"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"skeleton"
<http://purl.obolibrary.org/obo/MAXO_0000547>	"clinical biospecimen collection"@en
<http://purl.obolibrary.org/obo/UBERON_0000079>	"male reproductive system"
<http://purl.obolibrary.org/obo/MAXO_0000617>	"pulse oximetry"@en
<http://purl.obolibrary.org/obo/MAXO_0010089>	"dietary isoleucine intake avoidance"
<http://purl.obolibrary.org/obo/UBERON_0008780>	"inner cell mass derived epiblast"
<http://purl.obolibrary.org/obo/MAXO_0000280>	"pituitary-modifying, hormonal agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000500>	"airway management"@en
<http://purl.obolibrary.org/obo/UBERON_0006601>	"presumptive ectoderm"
<http://purl.obolibrary.org/obo/MAXO_0001023>	"tranquilizing agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000235>	"antineoplastic molecular target inhibitor agent therapy"@en
<http://purl.obolibrary.org/obo/UBERON_0018239>	"rhombomere boundary"
<http://purl.obolibrary.org/obo/NBO_0000034>	"sexual activity"
<http://purl.obolibrary.org/obo/MAXO_0000141>	"pap smear"@en
<http://purl.obolibrary.org/obo/UBERON_0006207>	"aortico-pulmonary spiral septum"
<http://purl.obolibrary.org/obo/MAXO_0000074>	"pancreatic function test"@en
<http://purl.obolibrary.org/obo/UBERON_0001008>	"renal system"
<http://purl.obolibrary.org/obo/UBERON_0003068>	"axial mesoderm"
<http://purl.obolibrary.org/obo/UBERON_0002405>	"immune system"
<http://purl.obolibrary.org/obo/UBERON_0002811>	"left frontal lobe"
<http://purl.obolibrary.org/obo/MAXO_0000182>	"alpha-adrenergic agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000541>	"quad test"@en
<http://purl.obolibrary.org/obo/MAXO_0000474>	"implantable cardioverter-defibrillator placement"@en
<http://purl.obolibrary.org/obo/UBERON_0002532>	"epiblast (generic)"
<http://purl.obolibrary.org/obo/MAXO_0010112>	"dietary oxalate intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000582>	"electrolyte measurement"@en
<http://purl.obolibrary.org/obo/UBERON_0004215>	"back nerve"
<http://purl.obolibrary.org/obo/UBERON_0005076>	"hindbrain-spinal cord boundary"
<http://purl.obolibrary.org/obo/UBERON_0009125>	"petrosal placode"
<http://purl.obolibrary.org/obo/MAXO_0010118>	"dietary riboflavin intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0000588>	"clinical nucleic acid test"@en
<http://purl.obolibrary.org/obo/MAXO_0010079>	"beer intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0001008>	"platelet count"@en
<http://purl.obolibrary.org/obo/UBERON_0003080>	"anterior neural tube"
<http://purl.obolibrary.org/obo/MAXO_0000270>	"irritable bowel syndrome agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0002003>	"consumption of an addictive substance avoidance"
<http://purl.obolibrary.org/obo/UBERON_0004529>	"anatomical projection"
<http://purl.obolibrary.org/obo/MAXO_0030010>	"ketogenic diet intake"@en
<http://purl.obolibrary.org/obo/UBERON_0003528>	"brain gray matter"
<http://purl.obolibrary.org/obo/UBERON_0007288>	"presumptive forebrain midbrain boundary"
<http://purl.obolibrary.org/obo/MAXO_0000132>	"specific technique endoscopy"@en
<http://purl.obolibrary.org/obo/MAXO_0000065>	"aerobic exercise therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000561>	"interleukin-4 biomarker measurement"@en
<http://purl.obolibrary.org/obo/MAXO_0000276>	"benign prostate hypertrophy agent therapy"@en
<http://purl.obolibrary.org/obo/MAXO_0000492>	"respiratory rate assessment"@en
<http://purl.obolibrary.org/obo/MAXO_0000532>	"prenatal molecular genetic testing"@en
<http://purl.obolibrary.org/obo/CARO_0030000>	"biological entity"
<http://purl.obolibrary.org/obo/MAXO_0010073>	"cauliflower intake avoidance"
<http://purl.obolibrary.org/obo/MAXO_0001002>	"immunotherapy procedure"@en
<http://purl.obolibrary.org/obo/MAXO_0000138>	"contrast-enhanced ultrasound procedure"@en
<http://purl.obolibrary.org/obo/MAXO_0000448>	"surgical resection"@en
