?x	?xl
<http://purl.obolibrary.org/obo/UBERON_0022326>	"molecular layer of dorsal cochlear nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002038>	"substantia nigra"
<http://purl.obolibrary.org/obo/UBERON_0001926>	"lateral geniculate body"
<http://purl.obolibrary.org/obo/UBERON_0009121>	"vomeronasal nerve"
<http://purl.obolibrary.org/obo/UBERON_0002776>	"ventral nuclear group"
<http://purl.obolibrary.org/obo/UBERON_6004824>	"female analia"
<http://purl.obolibrary.org/obo/UBERON_0014634>	"ventral nerve root of cervical spinal cord"
<http://purl.obolibrary.org/obo/UBERON_0006698>	"mammillotegmental axonal tract"
<http://purl.obolibrary.org/obo/UBERON_0002870>	"dorsal motor nucleus of vagus nerve"
<http://purl.obolibrary.org/obo/UBERON_0022318>	"olfactory cortex layer 2"
<http://purl.obolibrary.org/obo/UBERON_0035642>	"laryngeal nerve"
<http://purl.obolibrary.org/obo/UBERON_0012456>	"Merkel nerve ending"
<http://purl.obolibrary.org/obo/UBERON_0002941>	"capsule of red nucleus"
<http://purl.obolibrary.org/obo/UBERON_2000398>	"nucleus isthmi"
<http://purl.obolibrary.org/obo/UBERON_0016843>	"lateral nucleus of trapezoid body"
<http://purl.obolibrary.org/obo/UBERON_0000433>	"posterior paraventricular nucleus of thalamus"
<http://purl.obolibrary.org/obo/UBERON_0002263>	"lentiform nucleus"
<http://purl.obolibrary.org/obo/UBERON_0003965>	"sympathetic afferent fiber"
<http://purl.obolibrary.org/obo/UBERON_0035146>	"tractus sacci vasculosi"
<http://purl.obolibrary.org/obo/UBERON_0002632>	"medial part of medial mammillary nucleus"
<http://purl.obolibrary.org/obo/UBERON_0014665>	"nucleus preopticus"
<http://purl.obolibrary.org/obo/UBERON_0002720>	"mammillary peduncle"
<http://purl.obolibrary.org/obo/UBERON_0016534>	"white matter of temporal lobe"
<http://purl.obolibrary.org/obo/UBERON_0006097>	"ventral external arcuate fiber bundle"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"blastula stage"
<http://purl.obolibrary.org/obo/UBERON_0001719>	"nucleus ambiguus"
<http://purl.obolibrary.org/obo/UBERON_0008921>	"substratum of layer of retina"
<http://purl.obolibrary.org/obo/UBERON_0008829>	"cerebellum external granule cell layer"
<http://purl.obolibrary.org/obo/UBERON_0035756>	"capillary network of liver"
<http://purl.obolibrary.org/obo/UBERON_0014169>	"nigrostriatal tract"
<http://purl.obolibrary.org/obo/UBERON_0001027>	"sensory nerve"
<http://purl.obolibrary.org/obo/UBERON_0004190>	"renal glomerulus vasculature"
<http://purl.obolibrary.org/obo/UBERON_0031906>	"lumbar spinal cord lateral horn"
<http://purl.obolibrary.org/obo/UBERON_0009641>	"ansa lenticularis"
<http://purl.obolibrary.org/obo/UBERON_0006743>	"paleodentate of dentate nucleus"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"death stage"
<http://purl.obolibrary.org/obo/UBERON_0001888>	"lateral olfactory stria"
<http://purl.obolibrary.org/obo/UBERON_0002935>	"magnocellular part of ventral anterior nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002748>	"medial lemniscus of medulla"
<http://purl.obolibrary.org/obo/UBERON_0011326>	"superior laryngeal nerve"
<http://purl.obolibrary.org/obo/UBERON_0009950>	"olfactory bulb plexiform layer"
<http://purl.obolibrary.org/obo/UBERON_0022254>	"ventral thalamic fasciculus"
<http://purl.obolibrary.org/obo/UBERON_0007204>	"brachiocephalic vasculature"
<http://purl.obolibrary.org/obo/UBERON_0002437>	"cerebral hemisphere white matter"
<http://purl.obolibrary.org/obo/UBERON_0022424>	"supragenual nucleus of pontine tegmentum"
<http://purl.obolibrary.org/obo/UBERON_0022325>	"entorhinal cortex layer 5"
<http://purl.obolibrary.org/obo/UBERON_0014521>	"anterodorsal nucleus of medial geniculate body"
<http://purl.obolibrary.org/obo/UBERON_0035758>	"peritubular capillary plexus of kidney"
<http://purl.obolibrary.org/obo/UBERON_0004001>	"olfactory bulb layer"
<http://purl.obolibrary.org/obo/UBERON_2005410>	"pars inferior ear"
<http://purl.obolibrary.org/obo/UBERON_0004217>	"upper arm nerve"
<http://purl.obolibrary.org/obo/UBERON_0007838>	"spinal cord white commissure"
<http://purl.obolibrary.org/obo/UBERON_0007632>	"Barrington's nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002626>	"head of caudate nucleus"
<http://purl.obolibrary.org/obo/UBERON_2000710>	"viscerosensory commissural nucleus of Cajal"
<http://purl.obolibrary.org/obo/UBERON_0022327>	"entorhinal cortex layer 3"
<http://purl.obolibrary.org/obo/UBERON_0036224>	"corticobulbar and corticospinal tracts"
<http://purl.obolibrary.org/obo/UBERON_0001927>	"medial geniculate body"
<http://purl.obolibrary.org/obo/UBERON_6004825>	"male analia"
<http://purl.obolibrary.org/obo/UBERON_0014635>	"dorsal nerve root of cervical spinal cord"
<http://purl.obolibrary.org/obo/UBERON_4300187>	"buccopharyngeal complex"@en
<http://purl.obolibrary.org/obo/UBERON_0010225>	"thalamic complex"
<http://purl.obolibrary.org/obo/UBERON_0012457>	"Ruffini nerve ending"
<http://purl.obolibrary.org/obo/UBERON_0002942>	"ventral posterolateral nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002871>	"hypoglossal nucleus"
<http://purl.obolibrary.org/obo/UBERON_0007634>	"parabrachial nucleus"
<http://purl.obolibrary.org/obo/UBERON_2000399>	"secondary gustatory nucleus trigeminal nuclei"
<http://purl.obolibrary.org/obo/UBERON_0002779>	"lateral superior olivary nucleus"
<http://purl.obolibrary.org/obo/UBERON_0014549>	"pyramidal layer of CA2"
<http://purl.obolibrary.org/obo/UBERON_0000110>	"neurula stage"
<http://purl.obolibrary.org/obo/UBERON_0014637>	"thoracic spinal cord white matter"
<http://purl.obolibrary.org/obo/UBERON_2005295>	"axial blood vessel"
<http://purl.obolibrary.org/obo/UBERON_0000434>	"anterior paraventricular nucleus of thalamus"
<http://purl.obolibrary.org/obo/UBERON_0005607>	"hyaloid vascular plexus"
<http://purl.obolibrary.org/obo/UBERON_0002944>	"spinothalamic tract of medulla"
<http://purl.obolibrary.org/obo/UBERON_0002147>	"reticulotegmental nucleus"
<http://purl.obolibrary.org/obo/UBERON_0022319>	"lateral geniculate nucleus parvocellular layer"
<http://purl.obolibrary.org/obo/UBERON_0002633>	"motor nucleus of trigeminal nerve"
<http://purl.obolibrary.org/obo/UBERON_0005835>	"cuneate fasciculus of spinal cord"
<http://purl.obolibrary.org/obo/UBERON_0003429>	"abdomen nerve"
<http://purl.obolibrary.org/obo/UBERON_0006098>	"basal nuclear complex"
<http://purl.obolibrary.org/obo/UBERON_0016535>	"white matter of occipital lobe"
<http://purl.obolibrary.org/obo/UBERON_0008922>	"sublaminar layer S1"
<http://purl.obolibrary.org/obo/UBERON_0001887>	"internal capsule of telencephalon"
<http://purl.obolibrary.org/obo/UBERON_0000109>	"gastrula stage"
<http://purl.obolibrary.org/obo/UBERON_0014280>	"piriform cortex layer 2"
<http://purl.obolibrary.org/obo/UBERON_0014666>	"nucleus recessus preopticus"
<http://purl.obolibrary.org/obo/UBERON_0005162>	"multi cell part structure"
<http://purl.obolibrary.org/obo/UBERON_0002936>	"magnocellular part of red nucleus"
<http://purl.obolibrary.org/obo/UBERON_0014522>	"dorsolateral oculomotor nucleus"
<http://purl.obolibrary.org/obo/UBERON_0004581>	"systemic venous system"
<http://purl.obolibrary.org/obo/UBERON_0034771>	"ventral commissural nucleus of spinal cord"
<http://purl.obolibrary.org/obo/UBERON_2002219>	"parvocellular preoptic nucleus"
<http://purl.obolibrary.org/obo/UBERON_0006780>	"zonal layer of superior colliculus"
<http://purl.obolibrary.org/obo/UBERON_0007236>	"8 cell stage"
<http://purl.obolibrary.org/obo/UBERON_0002778>	"ventral pallidum"
<http://purl.obolibrary.org/obo/UBERON_0007633>	"nucleus of trapezoid body"
<http://purl.obolibrary.org/obo/UBERON_0014548>	"pyramidal layer of CA1"
<http://purl.obolibrary.org/obo/UBERON_0004166>	"superior reticular formation"
<http://purl.obolibrary.org/obo/UBERON_0014636>	"thoracic spinal cord gray matter"
<http://purl.obolibrary.org/obo/UBERON_0011945>	"luminal layer of epithelium"
<http://purl.obolibrary.org/obo/UBERON_0009673>	"accessory XI nerve cranial component"
<http://purl.obolibrary.org/obo/UBERON_0007635>	"nucleus of medulla oblongata"
<http://purl.obolibrary.org/obo/UBERON_0000111>	"organogenesis stage"
<http://purl.obolibrary.org/obo/UBERON_0003970>	"placental labyrinth vasculature"
<http://purl.obolibrary.org/obo/UBERON_0014638>	"lumbar spinal cord dorsal horn"
<http://purl.obolibrary.org/obo/UBERON_0000435>	"lateral tuberal nucleus"
<http://purl.obolibrary.org/obo/UBERON_0001780>	"spinal nerve"
<http://purl.obolibrary.org/obo/UBERON_0002634>	"anterior nucleus of hypothalamus"
<http://purl.obolibrary.org/obo/UBERON_0002722>	"trochlear nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002945>	"ventral posteromedial nucleus of thalamus"
<http://purl.obolibrary.org/obo/UBERON_0008923>	"sublaminar layer S2"
<http://purl.obolibrary.org/obo/UBERON_0002636>	"lateral pulvinar nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002442>	"axillary nerve trunk"
<http://purl.obolibrary.org/obo/UBERON_0002265>	"olfactory tract"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"locus ceruleus"
<http://purl.obolibrary.org/obo/UBERON_0014667>	"periventricular nucleus of hypothalamus"
<http://purl.obolibrary.org/obo/UBERON_0004059>	"spinal cord medial motor column"
<http://purl.obolibrary.org/obo/UBERON_0032748>	"sacral spinal cord ventral horn"
<http://purl.obolibrary.org/obo/UBERON_0011915>	"cerebellar glomerulus"
<http://purl.obolibrary.org/obo/UBERON_0009643>	"central tegmental tract"
<http://purl.obolibrary.org/obo/UBERON_2001188>	"Weberian apparatus"
<http://purl.obolibrary.org/obo/UBERON_0022428>	"cingulate cortex cingulum"
<http://purl.obolibrary.org/obo/UBERON_0002937>	"parvicellular part of ventral anterior nucleus"
<http://purl.obolibrary.org/obo/UBERON_0022329>	"entorhinal cortex layer 6"
<http://purl.obolibrary.org/obo/UBERON_0009537>	"vascular element of right lung"
<http://purl.obolibrary.org/obo/UBERON_0014552>	"CA1 stratum oriens"
<http://purl.obolibrary.org/obo/UBERON_0014523>	"oculomotor division of oculomotor nuclear complex"
<http://purl.obolibrary.org/obo/UBERON_0002274>	"perifornical nucleus"
<http://purl.obolibrary.org/obo/UBERON_0001910>	"medial forebrain bundle"
<http://purl.obolibrary.org/obo/UBERON_0018412>	"vidian nerve"
<http://purl.obolibrary.org/obo/UBERON_0010366>	"conjunctival vasculature"
<http://purl.obolibrary.org/obo/UBERON_0003216>	"hard palate"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"sexually immature stage"
<http://purl.obolibrary.org/obo/UBERON_0001929>	"supraoptic nucleus"
<http://purl.obolibrary.org/obo/UBERON_2002103>	"ceratobranchial series"
<http://purl.obolibrary.org/obo/UBERON_0003024>	"principal part of ventral posteromedial nucleus"
<http://purl.obolibrary.org/obo/UBERON_0011946>	"subluminal layer of epithelium"
<http://purl.obolibrary.org/obo/UBERON_0002752>	"olivocerebellar tract"
<http://purl.obolibrary.org/obo/UBERON_0034725>	"pterygopalatine nerve"
<http://purl.obolibrary.org/obo/UBERON_0011143>	"upper urinary tract"
<http://purl.obolibrary.org/obo/UBERON_0004727>	"cochlear nerve"
<http://purl.obolibrary.org/obo/UBERON_2005219>	"choroid plexus vascular circuit"
<http://purl.obolibrary.org/obo/UBERON_0001870>	"frontal cortex"
<http://purl.obolibrary.org/obo/UBERON_0002549>	"ventral trigeminal tract"
<http://purl.obolibrary.org/obo/UBERON_0001781>	"layer of retina"
<http://purl.obolibrary.org/obo/UBERON_0002637>	"ventral anterior nucleus of thalamus"
<http://purl.obolibrary.org/obo/UBERON_0002266>	"anterior olfactory nucleus"
<http://purl.obolibrary.org/obo/UBERON_0035647>	"posterior auricular nerve"
<http://purl.obolibrary.org/obo/UBERON_0013600>	"lateral accessory nucleus of optic tract"
<http://purl.obolibrary.org/obo/UBERON_3010652>	"ramules nasalis lateralis"
<http://purl.obolibrary.org/obo/UBERON_0008924>	"sublaminar layer S3"
<http://purl.obolibrary.org/obo/UBERON_0018685>	"nursing stage"
<http://purl.obolibrary.org/obo/UBERON_3000953>	"ceratobranchials II--IV"
<http://purl.obolibrary.org/obo/UBERON_0014553>	"CA3 stratum oriens"
<http://purl.obolibrary.org/obo/UBERON_0014641>	"terminal nerve root"
<http://purl.obolibrary.org/obo/UBERON_0011300>	"gray matter of telencephalon"
<http://purl.obolibrary.org/obo/UBERON_0002690>	"anteroventral periventricular nucleus"
<http://purl.obolibrary.org/obo/UBERON_0006115>	"posterior column of fornix"
<http://purl.obolibrary.org/obo/UBERON_0009739>	"border of sublaminar layers S3 and S4"
<http://purl.obolibrary.org/obo/UBERON_2001366>	"tract of the postoptic commissure"
<http://purl.obolibrary.org/obo/UBERON_0022429>	"temporal cortex cingulum"
<http://purl.obolibrary.org/obo/UBERON_0003715>	"splanchnic nerve"
<http://purl.obolibrary.org/obo/UBERON_0006782>	"stratum lemnisci of superior colliculus"
<http://purl.obolibrary.org/obo/UBERON_0002551>	"interstitial nucleus of Cajal"
<http://purl.obolibrary.org/obo/UBERON_0018237>	"dorsal column-medial lemniscus pathway"
<http://purl.obolibrary.org/obo/UBERON_0035153>	"dorsolateral prefrontal cortex layer 1"
<http://purl.obolibrary.org/obo/UBERON_0022301>	"long ciliary nerve"
<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of inferior colliculus"
<http://purl.obolibrary.org/obo/UBERON_0011947>	"ureter luminal urothelium"
<http://purl.obolibrary.org/obo/UBERON_0006107>	"basolateral amygdaloid nuclear complex"
<http://purl.obolibrary.org/obo/UBERON_0007637>	"hippocampus stratum lucidum"
<http://purl.obolibrary.org/obo/UBERON_0004728>	"amphibian larval stage"
<http://purl.obolibrary.org/obo/UBERON_0035646>	"anterior superior alveolar nerve"
<http://purl.obolibrary.org/obo/UBERON_0034918>	"anterior pretectal nucleus"
<http://purl.obolibrary.org/obo/UBERON_0014650>	"dorsal hypothalamic nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002179>	"lateral funiculus of spinal cord"
<http://purl.obolibrary.org/obo/UBERON_0002638>	"medial pulvinar nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002267>	"laterodorsal tegmental nucleus"
<http://purl.obolibrary.org/obo/UBERON_0001903>	"thalamic reticular nucleus"
<http://purl.obolibrary.org/obo/UBERON_2002098>	"hemal spine series"
<http://purl.obolibrary.org/obo/UBERON_0004680>	"body of fornix"
<http://purl.obolibrary.org/obo/UBERON_0002753>	"posterior spinocerebellar tract"
<http://purl.obolibrary.org/obo/UBERON_0035549>	"vasculature of integument"
<http://purl.obolibrary.org/obo/UBERON_0014863>	"veliger stage"
<http://purl.obolibrary.org/obo/UBERON_0019310>	"glossopharyngeal nerve root"
<http://purl.obolibrary.org/obo/UBERON_0010194>	"hepatic portal system"
<http://purl.obolibrary.org/obo/UBERON_2000276>	"rostrolateral thalamic nucleus of Butler & Saidel"
<http://purl.obolibrary.org/obo/UBERON_0016633>	"parvocellular reticular nucleus"
<http://purl.obolibrary.org/obo/UBERON_2000611>	"visceromotor column"
<http://purl.obolibrary.org/obo/UBERON_0014554>	"CA1 stratum radiatum"
<http://purl.obolibrary.org/obo/UBERON_0034920>	"infant stage"
<http://purl.obolibrary.org/obo/UBERON_0011917>	"thalamic glomerulus"
<http://purl.obolibrary.org/obo/UBERON_0015708>	"splenium of the corpus callosum"
<http://purl.obolibrary.org/obo/UBERON_0004073>	"cerebellum interpositus nucleus"
<http://purl.obolibrary.org/obo/UBERON_0007220>	"late embryonic stage"
<http://purl.obolibrary.org/obo/UBERON_0011213>	"root of vagus nerve"
<http://purl.obolibrary.org/obo/UBERON_0001759>	"vagus nerve"
<http://purl.obolibrary.org/obo/UBERON_0006116>	"vagal nerve fiber bundle"
<http://purl.obolibrary.org/obo/UBERON_0004730>	"instar larval stage"
<http://purl.obolibrary.org/obo/UBERON_0006783>	"layer of superior colliculus"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0022302>	"short ciliary nerve"
<http://purl.obolibrary.org/obo/UBERON_2002105>	"electrosensory lateral line lobe"
<http://purl.obolibrary.org/obo/UBERON_0002552>	"vestibulocerebellar tract"
<http://purl.obolibrary.org/obo/UBERON_0018238>	"dorsal column nucleus"
<http://purl.obolibrary.org/obo/UBERON_0003026>	"limitans nucleus"
<http://purl.obolibrary.org/obo/UBERON_0035154>	"dorsolateral prefrontal cortex layer 2"
<http://purl.obolibrary.org/obo/UBERON_0011948>	"ureter subluminal urothelium"
<http://purl.obolibrary.org/obo/UBERON_0002640>	"cuneocerebellar tract"
<http://purl.obolibrary.org/obo/UBERON_0013199>	"stria of neuraxis"
<http://purl.obolibrary.org/obo/UBERON_0035551>	"deep vasculature"
<http://purl.obolibrary.org/obo/UBERON_0014406>	"nauplius stage"
<http://purl.obolibrary.org/obo/UBERON_0016576>	"lamina V of gray matter of spinal cord"
<http://purl.obolibrary.org/obo/UBERON_0009907>	"sensory root of trigeminal nerve"
<http://purl.obolibrary.org/obo/UBERON_0004729>	"nematode larval stage"
<http://purl.obolibrary.org/obo/UBERON_2000779>	"lateral forebrain bundle telencephalon"
<http://purl.obolibrary.org/obo/UBERON_0034919>	"juvenile stage"
<http://purl.obolibrary.org/obo/UBERON_0010380>	"enteric nerve"
<http://purl.obolibrary.org/obo/UBERON_0006108>	"corticomedial nuclear complex"
<http://purl.obolibrary.org/obo/UBERON_0022296>	"inferior palpebral branch of infra-orbital nerve"
<http://purl.obolibrary.org/obo/UBERON_0005387>	"olfactory glomerulus"
<http://purl.obolibrary.org/obo/UBERON_2002099>	"lateral line scale series"
<http://purl.obolibrary.org/obo/UBERON_0002666>	"mesencephalic tract of trigeminal nerve"
<http://purl.obolibrary.org/obo/UBERON_0002754>	"predorsal bundle"
<http://purl.obolibrary.org/obo/UBERON_2005054>	"inner optic circle"
<http://purl.obolibrary.org/obo/UBERON_0006120>	"superior colliculus superficial gray layer"
<http://purl.obolibrary.org/obo/UBERON_0010195>	"renal portal system"
<http://purl.obolibrary.org/obo/UBERON_0010204>	"tail vasculature"
<http://purl.obolibrary.org/obo/UBERON_0018687>	"glial limiting membrane"
<http://purl.obolibrary.org/obo/UBERON_0002301>	"layer of neocortex"
<http://purl.obolibrary.org/obo/UBERON_0014555>	"CA2 stratum radiatum"
<http://purl.obolibrary.org/obo/UBERON_0002610>	"cochlear nuclear complex"
<http://purl.obolibrary.org/obo/UBERON_0014864>	"caterpillar stage"
<http://purl.obolibrary.org/obo/UBERON_0019311>	"root of olfactory nerve"
<http://purl.obolibrary.org/obo/UBERON_0011214>	"nucleus of midbrain tectum"
<http://purl.obolibrary.org/obo/UBERON_0002692>	"medullary raphe nuclear complex"
<http://purl.obolibrary.org/obo/UBERON_0018378>	"crustacean larval stage"
<http://purl.obolibrary.org/obo/UBERON_0007221>	"neonate stage"
<http://purl.obolibrary.org/obo/UBERON_0007702>	"tract of brain"
<http://purl.obolibrary.org/obo/UBERON_0006117>	"accessory nerve fiber bundle"
<http://purl.obolibrary.org/obo/UBERON_0002763>	"accessory medullary lamina of globus pallidus"
<http://purl.obolibrary.org/obo/UBERON_0003153>	"head capsule"
<http://purl.obolibrary.org/obo/UBERON_2000609>	"ventrolateral nucleus"
<http://purl.obolibrary.org/obo/UBERON_0014405>	"nymph stage"
<http://purl.obolibrary.org/obo/UBERON_0024079>	"tuberal supraoptic nucleus"
<http://purl.obolibrary.org/obo/UBERON_0015233>	"nucleus of dorsal thalamus"
<http://purl.obolibrary.org/obo/UBERON_0009906>	"root of optic nerve"
<http://purl.obolibrary.org/obo/UBERON_0002160>	"nucleus prepositus"
<http://purl.obolibrary.org/obo/UBERON_0002641>	"oral pulvinar nucleus"
<http://purl.obolibrary.org/obo/UBERON_0022303>	"nervous system cell part layer"
<http://purl.obolibrary.org/obo/UBERON_0022271>	"corticopontine fibers"
<http://purl.obolibrary.org/obo/UBERON_0016577>	"lamina VI of gray matter of spinal cord"
<http://purl.obolibrary.org/obo/UBERON_2001341>	"intervening zone"
<http://purl.obolibrary.org/obo/UBERON_0007639>	"hippocampus alveus"
<http://purl.obolibrary.org/obo/UBERON_0009908>	"caudal root of abducens nerve"
<http://purl.obolibrary.org/obo/UBERON_0035155>	"dorsolateral prefrontal cortex layer 3"
<http://purl.obolibrary.org/obo/UBERON_0002667>	"lateral septal nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002755>	"pyramidal decussation"
<http://purl.obolibrary.org/obo/UBERON_0002978>	"oral part of ventral lateral nucleus"
<http://purl.obolibrary.org/obo/UBERON_0022297>	"palpebral branch of infra-orbital nerve"
<http://purl.obolibrary.org/obo/UBERON_0002949>	"tectospinal tract"
<http://purl.obolibrary.org/obo/UBERON_0005476>	"spinal nerve trunk"
<http://purl.obolibrary.org/obo/UBERON_0001323>	"tibial nerve"
<http://purl.obolibrary.org/obo/UBERON_0034728>	"autonomic nerve"
<http://purl.obolibrary.org/obo/UBERON_0004536>	"lymph vasculature"
