?x	?xl
<http://purl.obolibrary.org/obo/UBERON_0007223>	"osseus cochlea"
<http://identifiers.org/hgnc/28296>	"DYNC2I2"
<http://purl.obolibrary.org/obo/HP_0002905>	"Hyperphosphatemia"
<http://purl.obolibrary.org/obo/UBERON_0011863>	"bone collagen fibril"
<http://purl.obolibrary.org/obo/UBERON_0002020>	"gray matter"
<http://identifiers.org/hgnc/11503>	"SYNJ1"
<http://purl.obolibrary.org/obo/GO_0120025>	"plasma membrane bounded cell projection"
<http://purl.obolibrary.org/obo/UBERON_3000972>	"head external integument structure"
<http://identifiers.org/hgnc/4803>	"HADHB"
<http://purl.obolibrary.org/obo/HP_0000240>	"Abnormality of skull size"
<http://identifiers.org/hgnc/6255>	"KCNJ1"
<http://identifiers.org/hgnc/11497>	"SYNGAP1"
<http://identifiers.org/hgnc/10680>	"SDHA"
<http://identifiers.org/hgnc/13872>	"RIPOR2"
<http://purl.obolibrary.org/obo/UBERON_0011865>	"corneal stroma collagen fibril"
<http://purl.obolibrary.org/obo/UBERON_0007425>	"decussation of diencephalon"
<http://identifiers.org/hgnc/4795>	"H6PD"
<http://identifiers.org/hgnc/16912>	"EMG1"
<http://identifiers.org/hgnc/4624>	"GSS"
<http://identifiers.org/hgnc/7562>	"MYD88"
<http://identifiers.org/hgnc/2475>	"CST3"
<http://identifiers.org/hgnc/923>	"B3GAT3"
<http://purl.obolibrary.org/obo/HP_0100526>	"Neoplasm of the lung"
<http://identifiers.org/hgnc/15574>	"RB1CC1"
<http://purl.obolibrary.org/obo/HP_0004352>	"Abnormal circulating purine concentration"
<http://purl.obolibrary.org/obo/UBERON_0004456>	"entire sense organ system"
<http://identifiers.org/hgnc/171>	"ACVR1"
<http://purl.obolibrary.org/obo/HP_0002186>	"Apraxia"
<http://purl.obolibrary.org/obo/HP_0009815>	"Aplasia/hypoplasia of the extremities"
<http://identifiers.org/hgnc/21024>	"CUL7"
<http://purl.obolibrary.org/obo/HP_0007354>	"Amyotrophic lateral sclerosis"
<http://purl.obolibrary.org/obo/UBERON_0005564>	"gonad primordium"
<http://identifiers.org/hgnc/360>	"AIRE"
<http://identifiers.org/hgnc/18858>	"PIGM"
<http://purl.obolibrary.org/obo/HP_0011420>	"Age of death"
<http://identifiers.org/hgnc/4247>	"GGCX"
<http://purl.obolibrary.org/obo/HP_0002047>	"Malignant hyperthermia"
<http://identifiers.org/hgnc/25801>	"CPLANE1"
<http://purl.obolibrary.org/obo/HP_0009145>	"Abnormal cerebral artery morphology"
<http://purl.obolibrary.org/obo/HP_0000967>	"Petechiae"
<http://identifiers.org/hgnc/600>	"APOA1"
<http://identifiers.org/hgnc/1698>	"CD79A"
<http://identifiers.org/hgnc/12665>	"VCL"
<http://identifiers.org/hgnc/9280>	"PPOX"
<http://identifiers.org/hgnc/9009>	"PKD2"
<http://purl.obolibrary.org/obo/HP_0010549>	"Weakness due to upper motor neuron dysfunction"
<http://purl.obolibrary.org/obo/HP_0000297>	"Facial hypotonia"
<http://identifiers.org/hgnc/7601>	"MYO3A"
<http://purl.obolibrary.org/obo/UBERON_0011864>	"tendon collagen fibril"
<http://identifiers.org/hgnc/8490>	"ORC4"
<http://purl.obolibrary.org/obo/HP_0010864>	"Intellectual disability, severe"
<http://identifiers.org/hgnc/11727>	"TERC"
<http://identifiers.org/hgnc/6256>	"KCNJ10"
<http://purl.obolibrary.org/obo/UBERON_0009972>	"ureteropelvic junction"
<http://identifiers.org/hgnc/12830>	"XRCC3"
<http://identifiers.org/hgnc/16412>	"NLRC4"
<http://identifiers.org/hgnc/10681>	"SDHB"
<http://identifiers.org/hgnc/11506>	"SYP"
<http://identifiers.org/hgnc/21708>	"CCM2"
<http://identifiers.org/hgnc/4796>	"HAAO"
<http://purl.obolibrary.org/obo/HP_0001370>	"Rheumatoid arthritis"
<http://identifiers.org/hgnc/11194>	"SOX18"
<http://identifiers.org/hgnc/25403>	"SASS6"
<http://purl.obolibrary.org/obo/UBERON_0005282>	"ventricular system of brain"
<http://identifiers.org/hgnc/1739>	"CDC45"
<http://identifiers.org/hgnc/11359>	"STAR"
<http://purl.obolibrary.org/obo/HP_0100306>	"Muscle fiber hyaline bodies"
<http://purl.obolibrary.org/obo/HP_0003133>	"Abnormality of the spinocerebellar tracts"
<http://purl.obolibrary.org/obo/HP_0000790>	"Hematuria"
<http://identifiers.org/hgnc/3581>	"BPTF"
<http://identifiers.org/hgnc/7728>	"NEDD4L"
<http://purl.obolibrary.org/obo/HP_0045005>	"Neural tube defect"
<http://identifiers.org/hgnc/361>	"AK1"
<http://identifiers.org/hgnc/11303>	"SRP72"
<http://identifiers.org/hgnc/23752>	"CERS3"
<http://identifiers.org/hgnc/30668>	"SRPX2"
<http://identifiers.org/hgnc/1699>	"CD79B"
<http://identifiers.org/hgnc/1371>	"CA12"
<http://identifiers.org/hgnc/29853>	"HECW2"
<http://identifiers.org/hgnc/12666>	"VCP"
<http://identifiers.org/hgnc/1748>	"CDH1"
<http://identifiers.org/hgnc/7602>	"MYO5A"
<http://purl.obolibrary.org/obo/HP_0040211>	"Abnormal skin morphology of the palm"
<http://purl.obolibrary.org/obo/HP_0100790>	"Hernia"
<http://identifiers.org/hgnc/601>	"APOA2"
<http://purl.obolibrary.org/obo/UBERON_0001032>	"sensory system"
<http://purl.obolibrary.org/obo/HP_0002226>	"White eyebrow"
<http://identifiers.org/hgnc/19960>	"KIAA0586"
<http://identifiers.org/hgnc/12831>	"XRCC4"
<http://identifiers.org/hgnc/4805>	"HAGH"
<http://identifiers.org/hgnc/6257>	"KCNJ11"
<http://identifiers.org/hgnc/10682>	"SDHC"
<http://identifiers.org/hgnc/28369>	"THOC6"
<http://identifiers.org/hgnc/32685>	"ARMS2"
<http://purl.obolibrary.org/obo/HP_0040194>	"Increased head circumference"
<http://purl.obolibrary.org/obo/HP_0007754>	"Macular dystrophy"
<http://identifiers.org/hgnc/11195>	"SOX2"
<http://purl.obolibrary.org/obo/HP_0000632>	"Lacrimation abnormality"
<http://purl.obolibrary.org/obo/HP_0007364>	"Aplasia/Hypoplasia of the cerebrum"
<http://identifiers.org/hgnc/1044>	"BGN"
<http://identifiers.org/hgnc/21176>	"RMND1"
<http://identifiers.org/hgnc/19869>	"SCARF2"
<http://identifiers.org/hgnc/13444>	"SLC2A10"
<http://identifiers.org/hgnc/2698>	"DBT"
<http://identifiers.org/hgnc/25740>	"CEP78"
<http://purl.obolibrary.org/obo/HP_0001371>	"Flexion contracture"
<http://identifiers.org/hgnc/2916>	"DLX3"
<http://identifiers.org/hgnc/3582>	"FANCA"
<http://identifiers.org/hgnc/18179>	"VPS33A"
<http://identifiers.org/hgnc/2212>	"COL6A2"
<http://identifiers.org/hgnc/28526>	"EOGT"
<http://identifiers.org/hgnc/362>	"AK2"
<http://identifiers.org/hgnc/7603>	"MYO5B"
<http://purl.obolibrary.org/obo/HP_0000969>	"Edema"
<http://identifiers.org/hgnc/2876>	"DIAPH1"
<http://purl.obolibrary.org/obo/UBERON_0006761>	"corneo-scleral junction"
<http://purl.obolibrary.org/obo/HP_0002227>	"White eyelashes"
<http://identifiers.org/hgnc/4806>	"HAL"
<http://identifiers.org/hgnc/10683>	"SDHD"
<http://identifiers.org/hgnc/13601>	"FBXL4"
<http://purl.obolibrary.org/obo/HP_0040195>	"Decreased head circumference"
<http://identifiers.org/hgnc/4798>	"HABP2"
<http://purl.obolibrary.org/obo/HP_0000633>	"Decreased lacrimation"
<http://purl.obolibrary.org/obo/HP_0010866>	"Abdominal wall defect"
<http://purl.obolibrary.org/obo/UBERON_0001033>	"gustatory system"
<http://purl.obolibrary.org/obo/HP_0003072>	"Hypercalcemia"
<http://purl.obolibrary.org/obo/HP_0000243>	"Trigonocephaly"
<http://identifiers.org/hgnc/21406>	"RARS2"
<http://identifiers.org/hgnc/2150>	"CNGA3"
<http://purl.obolibrary.org/obo/HP_0011821>	"Abnormality of facial skeleton"
<http://purl.obolibrary.org/obo/HP_0100529>	"Abnormal blood phosphate concentration"
<http://identifiers.org/hgnc/25812>	"SRD5A3"
<http://identifiers.org/hgnc/2699>	"DDX3Y"
<http://identifiers.org/hgnc/7458>	"MT-ND3"
<http://identifiers.org/hgnc/174>	"ACVR2B"
<http://identifiers.org/hgnc/29304>	"UVSSA"
<http://identifiers.org/hgnc/2917>	"DLX4"
<http://identifiers.org/hgnc/16915>	"HAX1"
<http://purl.obolibrary.org/obo/UBERON_0005145>	"metanephric comma-shaped body"
<http://identifiers.org/hgnc/29298>	"CEP152"
<http://purl.obolibrary.org/obo/HP_0002917>	"Hypomagnesemia"
<http://purl.obolibrary.org/obo/HP_0025580>	"Abnormal right atrium morphology"
<http://identifiers.org/hgnc/1373>	"CA2"
<http://identifiers.org/hgnc/3091>	"DYRK1A"
<http://identifiers.org/hgnc/1037>	"CFB"
<http://identifiers.org/hgnc/2213>	"COL6A3"
<http://purl.obolibrary.org/obo/HP_0000421>	"Epistaxis"
<http://identifiers.org/hgnc/11528>	"TACR3"
<http://identifiers.org/hgnc/603>	"APOB"
<http://identifiers.org/hgnc/2877>	"DIAPH2"
<http://identifiers.org/hgnc/12668>	"VCY"
<http://identifiers.org/hgnc/15766>	"ADNP"
<http://purl.obolibrary.org/obo/HP_0100037>	"Abnormality of the scalp hair"
<http://identifiers.org/hgnc/877>	"ALDH7A1"
<http://identifiers.org/hgnc/8063>	"NUP155"
<http://identifiers.org/hgnc/4135>	"GALT"
<http://purl.obolibrary.org/obo/HP_0003073>	"Hypoalbuminemia"
<http://identifiers.org/hgnc/6259>	"KCNJ13"
<http://identifiers.org/hgnc/13281>	"ESPN"
<http://identifiers.org/hgnc/3811>	"FOXG1"
<http://purl.obolibrary.org/obo/HP_0000855>	"Insulin resistance"
<http://purl.obolibrary.org/obo/HP_0001080>	"Biliary tract abnormality"
<http://identifiers.org/hgnc/6610>	"LIM2"
<http://identifiers.org/hgnc/21679>	"RSPO1"
<http://identifiers.org/hgnc/9608>	"PTH1R"
<http://identifiers.org/hgnc/4799>	"HADH"
<http://identifiers.org/hgnc/7459>	"MT-ND4"
<http://purl.obolibrary.org/obo/HP_0001373>	"Joint dislocation"
<http://purl.obolibrary.org/obo/UBERON_0005075>	"forebrain-midbrain boundary"
<http://identifiers.org/hgnc/2918>	"DLX5"
<http://identifiers.org/hgnc/9882>	"RASSF1"
<http://identifiers.org/hgnc/2151>	"CNGB1"
<http://identifiers.org/hgnc/7566>	"MYF6"
<http://identifiers.org/hgnc/13446>	"SLC2A9"
<http://identifiers.org/hgnc/6018>	"IL6"
<http://purl.obolibrary.org/obo/HP_0000478>	"Abnormality of the eye"
<http://identifiers.org/hgnc/30718>	"DNAJB13"
<http://identifiers.org/hgnc/6572>	"LGI1"
<http://purl.obolibrary.org/obo/HP_0007700>	"Ocular anterior segment dysgenesis"
<http://identifiers.org/hgnc/3092>	"DYRK1B"
<http://identifiers.org/hgnc/22986>	"COL27A1"
<http://purl.obolibrary.org/obo/HP_0012091>	"Abnormality of pancreas physiology"
<http://identifiers.org/hgnc/435>	"ALOX5"
<http://identifiers.org/hgnc/2364>	"CRLF1"
<http://identifiers.org/hgnc/11529>	"EPCAM"
<http://identifiers.org/hgnc/25415>	"PPM1K"
<http://identifiers.org/hgnc/27089>	"CARMIL2"
<http://identifiers.org/hgnc/19963>	"TTLL5"
<http://purl.obolibrary.org/obo/HP_0012093>	"Abnormality of endocrine pancreas physiology"
<http://identifiers.org/hgnc/2214>	"COL7A1"
<http://identifiers.org/hgnc/225>	"ADAR"
<http://identifiers.org/hgnc/5992>	"IL1B"
<http://purl.obolibrary.org/obo/HP_0032251>	"Abnormal immune system morphology"
<http://identifiers.org/hgnc/7605>	"MYO6"
<http://identifiers.org/hgnc/8931>	"PHKG2"
<http://identifiers.org/hgnc/9670>	"PTPRF"
<http://identifiers.org/hgnc/8565>	"PABPN1"
<http://identifiers.org/hgnc/8064>	"NUP214"
<http://purl.obolibrary.org/obo/HP_0003074>	"Hyperglycemia"
<http://purl.obolibrary.org/obo/HP_0032101>	"Unusual infection"
<http://identifiers.org/hgnc/25799>	"GUF1"
<http://identifiers.org/hgnc/20311>	"CHAMP1"
<http://identifiers.org/hgnc/4136>	"GAMT"
<http://identifiers.org/hgnc/12014>	"TPMT"
<http://identifiers.org/hgnc/427>	"ALK"
<http://identifiers.org/hgnc/1268>	"TSPEAR"
<http://purl.obolibrary.org/obo/HP_0007367>	"Atrophy/Degeneration affecting the central nervous system"
<http://identifiers.org/hgnc/19261>	"MTO1"
<http://identifiers.org/hgnc/25964>	"RETREG1"
<http://identifiers.org/hgnc/6080>	"INPPL1"
<http://purl.obolibrary.org/obo/HP_0000130>	"Abnormality of the uterus"
<http://identifiers.org/hgnc/14450>	"LPIN2"
<http://identifiers.org/hgnc/10947>	"SLC20A2"
<http://purl.obolibrary.org/obo/HP_0000479>	"Abnormal retinal morphology"
<http://identifiers.org/hgnc/613>	"APOE"
<http://identifiers.org/hgnc/11237>	"SPG7"
<http://identifiers.org/hgnc/14951>	"PPP1R15B"
<http://identifiers.org/hgnc/26031>	"PIGV"
<http://identifiers.org/hgnc/3680>	"FGF23"
<http://identifiers.org/hgnc/1375>	"CA4"
<http://identifiers.org/hgnc/26742>	"NAT8L"
<http://identifiers.org/hgnc/29174>	"WASHC4"
<http://identifiers.org/hgnc/804>	"ATP1B1"
<http://identifiers.org/hgnc/25808>	"FAM161A"
<http://identifiers.org/hgnc/7606>	"MYO7A"
<http://identifiers.org/hgnc/436>	"ALOX5AP"
<http://purl.obolibrary.org/obo/UBERON_0005501>	"rhombomere lateral wall"
<http://identifiers.org/hgnc/13825>	"ASPSCR1"
<http://identifiers.org/hgnc/4137>	"GAN"
<http://identifiers.org/hgnc/6783>	"MAG"
<http://purl.obolibrary.org/obo/UBERON_0005085>	"ectodermal placode"
<http://identifiers.org/hgnc/9701>	"PURA"
<http://identifiers.org/hgnc/4208>	"GCSH"
<http://purl.obolibrary.org/obo/HP_0033107>	"Abnormal circulating proteinogenic amino acid concentration"
<http://identifiers.org/hgnc/32689>	"SLFN14"
<http://identifiers.org/hgnc/428>	"ALMS1"
<http://identifiers.org/hgnc/11199>	"SOX3"
<http://identifiers.org/hgnc/3143>	"EBVS1"
<http://purl.obolibrary.org/obo/HP_0001962>	"Palpitations"
<http://identifiers.org/hgnc/16627>	"CHEK2"
<http://identifiers.org/hgnc/2153>	"CNGB3"
<http://identifiers.org/hgnc/4261>	"GH1"
<http://identifiers.org/hgnc/12015>	"TPO"
<http://identifiers.org/hgnc/25815>	"CEP63"
<http://purl.obolibrary.org/obo/UBERON_0005788>	"lamina rara interna"
<http://identifiers.org/hgnc/17366>	"AASS"
<http://identifiers.org/hgnc/12679>	"VDR"
<http://identifiers.org/hgnc/6081>	"INS"
<http://identifiers.org/hgnc/5141>	"HP"
<http://purl.obolibrary.org/obo/UBERON_0005148>	"metanephric S-shaped body"
<http://purl.obolibrary.org/obo/UBERON_0004293>	"parasympathetic nerve"
<http://identifiers.org/hgnc/9884>	"RB1"
<http://identifiers.org/hgnc/28727>	"APOO"
<http://identifiers.org/hgnc/15946>	"RP1L1"
<http://purl.obolibrary.org/obo/HP_0001635>	"Congestive heart failure"
<http://identifiers.org/hgnc/8768>	"AIFM1"
<http://identifiers.org/hgnc/3681>	"FGF3"
<http://identifiers.org/hgnc/26274>	"NARS2"
<http://purl.obolibrary.org/obo/HP_0011146>	"Dialeptic seizure"
<http://identifiers.org/hgnc/2216>	"COL8A2"
<http://identifiers.org/hgnc/13997>	"PRDM12"
<http://identifiers.org/hgnc/2439>	"CSF3R"
<http://identifiers.org/hgnc/2531>	"CTSF"
<http://identifiers.org/hgnc/10023>	"RIT1"
<http://purl.obolibrary.org/obo/UBERON_0005086>	"hair follicle placode"
<http://purl.obolibrary.org/obo/HP_0025132>	"Abnormal circulating estrogen level"
<http://identifiers.org/hgnc/2218>	"COL9A2"
<http://identifiers.org/hgnc/16636>	"KIF1B"
<http://identifiers.org/hgnc/4138>	"GANAB"
<http://identifiers.org/hgnc/7881>	"NOTCH1"
<http://identifiers.org/hgnc/5133>	"HOXD10"
<http://purl.obolibrary.org/obo/HP_0000858>	"Irregular menstruation"
<http://identifiers.org/hgnc/25302>	"COQ9"
<http://purl.obolibrary.org/obo/HP_0031263>	"Abnormal renal corpuscle morphology"
<http://identifiers.org/hgnc/8066>	"NUP62"
<http://purl.obolibrary.org/obo/HP_0007369>	"Atrophy/Degeneration affecting the cerebrum"
<http://identifiers.org/hgnc/29529>	"TBL1XR1"
<http://identifiers.org/hgnc/16084>	"LIMS2"
<http://identifiers.org/hgnc/2375>	"MED17"
<http://purl.obolibrary.org/obo/HP_0011545>	"Abnormal connection of the cardiac segments"
<http://purl.obolibrary.org/obo/HP_0000802>	"Impotence"
<http://purl.obolibrary.org/obo/HP_0040084>	"Abnormal circulating renin"
<http://identifiers.org/hgnc/16628>	"SLC49A4"
<http://purl.obolibrary.org/obo/HP_0000132>	"Menorrhagia"
<http://identifiers.org/hgnc/28949>	"IQCB1"
<http://purl.obolibrary.org/obo/HP_0002240>	"Hepatomegaly"
<http://purl.obolibrary.org/obo/HP_0001250>	"Seizure"
<http://purl.obolibrary.org/obo/HP_0001972>	"Macrocytic anemia"
<http://identifiers.org/hgnc/4451>	"GPC3"
<http://purl.obolibrary.org/obo/HP_0000366>	"Abnormality of the nose"
<http://identifiers.org/hgnc/2217>	"COL9A1"
<http://identifiers.org/hgnc/438>	"ALPL"
<http://purl.obolibrary.org/obo/HP_0030972>	"Abnormal systemic blood pressure"
<http://purl.obolibrary.org/obo/HP_0011368>	"Epidermal thickening"
<http://purl.obolibrary.org/obo/HP_0001751>	"Vestibular dysfunction"
<http://identifiers.org/hgnc/20731>	"GNB4"
<http://purl.obolibrary.org/obo/HP_0000646>	"Amblyopia"
<http://purl.obolibrary.org/obo/UBERON_0004348>	"optic eminence"
<http://purl.obolibrary.org/obo/HP_0012323>	"Sleep myoclonus"
<http://purl.obolibrary.org/obo/UBERON_0005087>	"tooth placode"
<http://identifiers.org/hgnc/2219>	"COL9A3"
<http://identifiers.org/hgnc/28852>	"SYCE1"
<http://purl.obolibrary.org/obo/HP_0001300>	"Parkinsonism"
<http://identifiers.org/hgnc/13829>	"WNT10A"
<http://identifiers.org/hgnc/10024>	"RLBP1"
<http://identifiers.org/hgnc/8067>	"NUP88"
<http://identifiers.org/hgnc/9382>	"PRKACG"
<http://identifiers.org/hgnc/5344>	"ICAM1"
<http://purl.obolibrary.org/obo/HP_0000859>	"Hyperaldosteronism"
<http://purl.obolibrary.org/obo/HP_0007957>	"Corneal opacity"
<http://identifiers.org/hgnc/15894>	"PANK2"
<http://purl.obolibrary.org/obo/HP_0001574>	"Abnormality of the integument"
<http://identifiers.org/hgnc/987>	"BCKDHB"
<http://identifiers.org/hgnc/8778>	"PDE3A"
<http://purl.obolibrary.org/obo/UBERON_0002787>	"decussation of trochlear nerve"
<http://identifiers.org/hgnc/7127>	"MLH1"
<http://identifiers.org/hgnc/11843>	"TLL1"
<http://identifiers.org/hgnc/4263>	"GHR"
<http://purl.obolibrary.org/obo/HP_0010541>	"Cutis gyrata of scalp"
<http://identifiers.org/hgnc/8896>	"PGK1"
<http://identifiers.org/hgnc/618>	"APOL1"
<http://purl.obolibrary.org/obo/GO_0099568>	"cytoplasmic region"
<http://identifiers.org/hgnc/1540>	"SERPINA6"
<http://purl.obolibrary.org/obo/HP_0000133>	"Gonadal dysgenesis"
<http://identifiers.org/hgnc/3683>	"FGF5"
<http://purl.obolibrary.org/obo/HP_0025142>	"Constitutional symptom"
<http://identifiers.org/hgnc/20193>	"HFM1"
<http://purl.obolibrary.org/obo/HP_0001251>	"Ataxia"
<http://identifiers.org/hgnc/4452>	"GPC4"
<http://identifiers.org/hgnc/10402>	"RPS19"
<http://purl.obolibrary.org/obo/HP_0032263>	"Increased blood pressure"
<http://identifiers.org/hgnc/3974>	"FTCD"
<http://identifiers.org/hgnc/9066>	"PLCG2"
<http://identifiers.org/hgnc/29918>	"NDUFAF3"
<http://purl.obolibrary.org/obo/HP_0001637>	"Abnormal myocardium morphology"
<http://identifiers.org/hgnc/3544>	"F7"
<http://purl.obolibrary.org/obo/GO_0005929>	"cilium"
<http://purl.obolibrary.org/obo/UBERON_0002085>	"interatrial septum"
<http://identifiers.org/hgnc/5996>	"IL1RAPL1"
<http://purl.obolibrary.org/obo/HP_0002250>	"Abnormal large intestine morphology"
<http://identifiers.org/hgnc/10582>	"SCN10A"
<http://identifiers.org/hgnc/19368>	"HYDIN"
<http://purl.obolibrary.org/obo/GO_0012506>	"vesicle membrane"
<http://identifiers.org/hgnc/10411>	"RPS24"
<http://purl.obolibrary.org/obo/HP_0000532>	"Abnormal chorioretinal morphology"
<http://identifiers.org/hgnc/28027>	"WDPCP"
<http://identifiers.org/hgnc/29203>	"TBC1D24"
<http://purl.obolibrary.org/obo/HP_0001965>	"Abnormal scalp morphology"
<http://identifiers.org/hgnc/7720>	"NEB"
<http://identifiers.org/hgnc/18194>	"ZNF365"
<http://identifiers.org/hgnc/103>	"CNNM2"
<http://identifiers.org/hgnc/4851>	"HTT"
<http://purl.obolibrary.org/obo/UBERON_0006283>	"future cardiac ventricle"
<http://identifiers.org/hgnc/1762>	"CDH3"
<http://identifiers.org/hgnc/7128>	"MLH3"
<http://identifiers.org/hgnc/3146>	"ECE1"
<http://identifiers.org/hgnc/15506>	"TSEN34"
<http://purl.obolibrary.org/obo/GO_0099055>	"integral component of postsynaptic membrane"
<http://purl.obolibrary.org/obo/HP_0031816>	"Abnormal oral morphology"
<http://purl.obolibrary.org/obo/HP_0100511>	"Abnormality of vitamin D metabolism"
<http://identifiers.org/hgnc/1541>	"CBL"
<http://identifiers.org/hgnc/619>	"APOL2"
<http://identifiers.org/hgnc/35126>	"BHLHA9"
<http://purl.obolibrary.org/obo/HP_0002242>	"Abnormal intestine morphology"
<http://purl.obolibrary.org/obo/HP_0001252>	"Muscular hypotonia"
<http://purl.obolibrary.org/obo/UBERON_0006207>	"aortico-pulmonary spiral septum"
<http://identifiers.org/hgnc/20194>	"POLR1C"
<http://identifiers.org/hgnc/7892>	"PNP"
