x,xl
http://purl.obolibrary.org/obo/OMIM_615529,susceptibility to craniosynostosis 5
http://purl.obolibrary.org/obo/OMIM_610297,susceptibility to autosomal dominant parkinson disease 13
http://purl.obolibrary.org/obo/OMIM_608864,susceptibility to orofacial cleft 6
http://purl.obolibrary.org/obo/OMIM_604370,susceptibility to familial breast-ovarian cancer 1
http://purl.obolibrary.org/obo/OMIM_612853,susceptibility to restless legs syndrome 7
http://purl.obolibrary.org/obo/OMIM_617921,susceptibility to amyotrophic lateral sclerosis 25
http://purl.obolibrary.org/obo/OMIM_612239,susceptibility to idiopathic scoliosis 5
http://purl.obolibrary.org/obo/OMIM_612590,susceptibility to colorectal cancer 9
http://purl.obolibrary.org/obo/OMIM_611016,susceptibility to autism 10
http://purl.obolibrary.org/obo/OMIM_155601,susceptibility to cutaneous malignant melanoma 2
http://purl.obolibrary.org/obo/OMIM_600155,susceptibility to hirschsprung disease 2
http://purl.obolibrary.org/obo/OMIM_600807,susceptibility to asthma
http://purl.obolibrary.org/obo/SYMP_0000461,abdominal symptom
http://purl.obolibrary.org/obo/SYMP_0000480,nervous system symptom
http://purl.obolibrary.org/obo/OMIM_165720,osteoarthritis susceptibility 1
http://purl.obolibrary.org/obo/OMIM_609048,susceptibility to cutaneous malignant melanoma 3
http://purl.obolibrary.org/obo/OMIM_608556,susceptibility to legionnaire disease
http://purl.obolibrary.org/obo/OMIM_300494,susceptibility to X-linked asperger syndrome 1
http://purl.obolibrary.org/obo/OMIM_181000,susceptibility to sarcoidosis 1
http://purl.obolibrary.org/obo/OMIM_612591,susceptibility to colorectal cancer 10
http://purl.obolibrary.org/obo/OMIM_607836,susceptibility to autoimmune disease 1
http://purl.obolibrary.org/obo/OMIM_610676,susceptibility to autism 7
http://purl.obolibrary.org/obo/OMIM_605462,susceptibility to basal cell carcinoma 1
http://purl.obolibrary.org/obo/OMIM_300909,susceptibility to angioedema induced by ace inhibitors
http://purl.obolibrary.org/obo/OMIM_611242,susceptibility to restless legs syndrome 5
http://purl.obolibrary.org/obo/OMIM_613972,susceptibility to cutaneous malignant melanoma 6
http://purl.obolibrary.org/obo/OMIM_300495,susceptibility to X-linked autism 2
http://purl.obolibrary.org/obo/SYMP_0000459,digestive system symptom
http://purl.obolibrary.org/obo/OMIM_613347,susceptibility to pancreatic cancer 2
http://purl.obolibrary.org/obo/DOID_225,syndrome
http://purl.obolibrary.org/obo/OMIM_612592,susceptibility to colorectal cancer 11
http://purl.obolibrary.org/obo/OMIM_612922,susceptibility to atypical hemolytic uremic syndrome 2
http://purl.obolibrary.org/obo/SYMP_0017795,hemic and immune system symptom
http://purl.obolibrary.org/obo/SYMP_0000473,"nutrition, metabolism, and development symptom"
http://purl.obolibrary.org/obo/UPHENO_0001001,phenotype
http://purl.obolibrary.org/obo/OMIM_127700,susceptibility to dyslexia 1
http://purl.obolibrary.org/obo/OMIM_226400,susceptibility to epidermodysplasia verruciformis 1
http://purl.obolibrary.org/obo/DOID_0050117,disease by infectious agent
http://purl.obolibrary.org/obo/OMIM_300496,susceptibility to X-linked autism 3
http://purl.obolibrary.org/obo/OMIM_612269,susceptibility to childhood absence epilepsy 5
http://purl.obolibrary.org/obo/OMIM_613348,susceptibility to pancreatic cancer 3
http://purl.obolibrary.org/obo/OMIM_601744,susceptibility to systemic lupus erythematosus 1
http://purl.obolibrary.org/obo/FOODON_00001015,plant food product
http://purl.obolibrary.org/obo/OMIM_614251,susceptibility to autosomal dominant parkinson disease 18
http://purl.obolibrary.org/obo/DOID_150,disease of mental health
http://purl.obolibrary.org/obo/OMIM_613643,susceptibility to autosomal dominant parkinson disease 5
http://purl.obolibrary.org/obo/OMIM_607850,osteoarthritis susceptibility 3
http://purl.obolibrary.org/obo/OMIM_300125,susceptibility to migraine with or without aura 2
http://purl.obolibrary.org/obo/SYMP_0000891,musculoskeletal system symptom
http://purl.obolibrary.org/obo/OMIM_614740,susceptibility to basal cell carcinoma 7
http://purl.obolibrary.org/obo/OMIM_612251,susceptibility to systemic lupus erythematosus 10
http://purl.obolibrary.org/obo/OMIM_609753,susceptibility to celiac disease 4
http://purl.obolibrary.org/obo/OMIM_612229,susceptibility to colorectal cancer 3
http://purl.obolibrary.org/obo/OMIM_300497,susceptibility to X-linked asperger syndrome 2
http://purl.obolibrary.org/obo/OMIM_607354,susceptibility to idiopathic scoliosis 2
http://purl.obolibrary.org/obo/OMIM_182940,"neural tube defects, susceptibility to"
http://purl.obolibrary.org/obo/OMIM_614291,susceptibility to familial breast-ovarian cancer 4
http://purl.obolibrary.org/obo/OMIM_608831,susceptibility to restless legs syndrome 2
http://purl.obolibrary.org/obo/OMIM_614466,susceptibility to coronary heart disease 6
http://purl.obolibrary.org/obo/OMIM_607499,susceptibility to bulimia nervosa
