x,xl
http://purl.obolibrary.org/obo/UBERON_2000225,lateral crista primordium
http://purl.obolibrary.org/obo/UBERON_0007723,interphalangeal joint of manual digit 1
http://purl.obolibrary.org/obo/GO_0043379,memory T cell differentiation
http://purl.obolibrary.org/obo/UBERON_0030276,lumbar spinal cord ventral horn
http://purl.obolibrary.org/obo/UBERON_0001934,dorsomedial nucleus of hypothalamus
http://purl.obolibrary.org/obo/CL_1001599,pancreas exocrine glandular cell
http://purl.obolibrary.org/obo/UBERON_0009616,presumptive midbrain
http://purl.obolibrary.org/obo/UBERON_0005997,tricuspid valve anulus
http://purl.obolibrary.org/obo/UBERON_0006138,plantar digital artery
http://purl.obolibrary.org/obo/UBERON_0006226,endolymphatic appendage
http://purl.obolibrary.org/obo/UBERON_3010209,keratinous claw
http://purl.obolibrary.org/obo/UBERON_0013455,spheno-petrosal fissure
http://purl.obolibrary.org/obo/UBERON_0035677,primary yolk sac cavity
http://purl.obolibrary.org/obo/UBERON_0005519,rhombomere 6
http://purl.obolibrary.org/obo/UBERON_0035765,subsegmental lymph node
http://purl.obolibrary.org/obo/UBERON_0035005,preputial swelling of male
http://purl.obolibrary.org/obo/UBERON_0016878,digit 8 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0026006,dorsal nerve root of lumbar spinal cord
http://purl.obolibrary.org/obo/UBERON_0001249,spleen lymphoid follicle
http://purl.obolibrary.org/obo/UBERON_0009590,mesenchyme of interdigital region between pedal digits 1 and 2
http://purl.obolibrary.org/obo/UBERON_0007021,sexually immature organism
http://purl.obolibrary.org/obo/CL_1000317,intestinal villus goblet cell
http://purl.obolibrary.org/obo/UBERON_0002856,second lumbar dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0002181,substantia gelatinosa
http://purl.obolibrary.org/obo/UBERON_0005383,caudate-putamen
http://purl.obolibrary.org/obo/UBERON_0007308,pronephric distal early tubule
http://purl.obolibrary.org/obo/UBERON_0010538,paired limb/fin segment
http://purl.obolibrary.org/obo/GO_0032634,interleukin-5 production
http://purl.obolibrary.org/obo/UBERON_0013720,dartos muscle of labia majora
http://purl.obolibrary.org/obo/UBERON_0006169,hindlimb proper dorsal digital arteries
http://purl.obolibrary.org/obo/UBERON_0001725,cranial synchondrosis
http://purl.obolibrary.org/obo/UBERON_2001190,Weberian vertebra
http://purl.obolibrary.org/obo/D96882F1-8709-49AB-BCA9-772A67EA6C33,alobate nucleus
http://purl.obolibrary.org/obo/UBERON_2001809,trigeminal foramen
http://purl.obolibrary.org/obo/CL_1001572,colon endothelial cell
http://purl.obolibrary.org/obo/UBERON_2000372,interpeduncular nucleus medulla oblongata
http://purl.obolibrary.org/obo/UBERON_2000185,"commissura rostral, pars ventralis"
http://purl.obolibrary.org/obo/UBERON_0002026,stratum spinosum of epidermis
http://purl.obolibrary.org/obo/UBERON_0003351,pharyngeal epithelium
http://purl.obolibrary.org/obo/UBERON_0002424,oral epithelium
http://purl.obolibrary.org/obo/UBERON_0007273,pelvic appendage skeleton
http://purl.obolibrary.org/obo/UBERON_0007361,ruminant reticulum
http://purl.obolibrary.org/obo/UBERON_0002807,right occipital lobe
http://purl.obolibrary.org/obo/UBERON_0013748,ulnar metaphysis
http://purl.obolibrary.org/obo/UBERON_0007174,medial border of scapula
http://purl.obolibrary.org/obo/UBERON_0027239,dopaminergic system
http://purl.obolibrary.org/obo/UBERON_0001173,biliary tree
http://purl.obolibrary.org/obo/UBERON_0003055,periderm
http://purl.obolibrary.org/obo/UBERON_0002103,hindlimb
http://purl.obolibrary.org/obo/UBERON_0012503,serosa of fundus of stomach
http://purl.obolibrary.org/obo/UBERON_0004070,cerebellum vermis lobule
http://purl.obolibrary.org/obo/UBERON_0001280,liver parenchyma
http://purl.obolibrary.org/obo/UBERON_0015129,epicardial fat
http://purl.obolibrary.org/obo/UBERON_0005614,lens anterior epithelium
http://purl.obolibrary.org/obo/UBERON_0009958,bladder lumen
http://purl.obolibrary.org/obo/UBERON_0018544,trigeminal nerve muscle
http://purl.obolibrary.org/obo/UBERON_0008297,pennaceous feather
http://purl.obolibrary.org/obo/UBERON_0009565,nail of manual digit
http://purl.obolibrary.org/obo/UBERON_0009713,endocardium of left ventricle
http://purl.obolibrary.org/obo/UBERON_2000411,posterior crista primordium
http://purl.obolibrary.org/obo/CL_0000249,hatching gland cell
http://purl.obolibrary.org/obo/UBERON_0011584,zeugopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0005705,primary palate mesenchyme
http://purl.obolibrary.org/obo/UBERON_0004009,cerebellum posterior vermis
http://purl.obolibrary.org/obo/UBERON_0000948,heart
http://purl.obolibrary.org/obo/UBERON_0005422,pelvic appendage apical ectodermal ridge
http://purl.obolibrary.org/obo/UBERON_0014710,carapacial ridge
http://purl.obolibrary.org/obo/UBERON_0007358,abomasum
http://purl.obolibrary.org/obo/UBERON_0002297,cerumen
http://purl.obolibrary.org/obo/UBERON_0013777,skin of palm of manus
http://purl.obolibrary.org/obo/UBERON_0001357,inferior rectal artery
http://purl.obolibrary.org/obo/UBERON_2000381,lateral line sensory nucleus
http://purl.obolibrary.org/obo/UBERON_0012135,prepollex skeleton
http://purl.obolibrary.org/obo/UBERON_0001258,neck of urinary bladder
http://purl.obolibrary.org/obo/UBERON_0010850,tibia pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0012444,gastropege
http://purl.obolibrary.org/obo/UBERON_0003244,epithelium of mammary gland
http://purl.obolibrary.org/obo/UBERON_0005392,cortical layer III
http://purl.obolibrary.org/obo/UBERON_0007724,interphalangeal joint of pedal digit 1
http://purl.obolibrary.org/obo/UBERON_0001935,ventromedial nucleus of hypothalamus
http://purl.obolibrary.org/obo/UBERON_0006227,ethmoid bone primordium
http://purl.obolibrary.org/obo/CL_0001203,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
http://purl.obolibrary.org/obo/UBERON_2100508,pelvic fin radial element
http://purl.obolibrary.org/obo/UBERON_0007640,hippocampus stratum lacunosum moleculare
http://purl.obolibrary.org/obo/UBERON_0007618,synovial cavity of hip joint
http://purl.obolibrary.org/obo/UBERON_0035766,median lobe of prostate
http://purl.obolibrary.org/obo/UBERON_0002219,subfornical organ
http://purl.obolibrary.org/obo/UBERON_0014709,carapace primordium
http://purl.obolibrary.org/obo/UBERON_0016879,future central nervous system
http://purl.obolibrary.org/obo/UBERON_2005372,dorsal fin distal radial bone 1
http://purl.obolibrary.org/obo/UBERON_0016926,mucus body coating
http://purl.obolibrary.org/obo/UBERON_0000358,blastocyst
http://purl.obolibrary.org/obo/UBERON_0035006,preputial swelling of female
http://purl.obolibrary.org/obo/UBERON_0002663,septal nuclear complex
http://purl.obolibrary.org/obo/UBERON_0009591,mesenchyme of interdigital region between pedal digits 2 and 3
http://purl.obolibrary.org/obo/UBERON_0005777,glomerular basement membrane
http://purl.obolibrary.org/obo/UBERON_0012249,ectocervix
http://purl.obolibrary.org/obo/UBERON_0005384,nasal cavity epithelium
http://purl.obolibrary.org/obo/UBERON_0002299,alveolus of lung
http://purl.obolibrary.org/obo/UBERON_0035768,coccygeal nerve plexus
http://purl.obolibrary.org/obo/UBERON_0035093,extensor caudae muscle
http://purl.obolibrary.org/obo/UBERON_0010420,lymph node follicular corona
http://purl.obolibrary.org/obo/UBERON_0016442,median palatine suture
http://purl.obolibrary.org/obo/UBERON_0001638,vein
http://purl.obolibrary.org/obo/CL_0002314,external supporting cell of vestibular epithelium
http://purl.obolibrary.org/obo/UBERON_0006632,musculo-phrenic artery
http://purl.obolibrary.org/obo/UBERON_0008437,posterior arch of atlas
http://purl.obolibrary.org/obo/UBERON_0003352,epithelium of midgut
http://purl.obolibrary.org/obo/UBERON_0002425,visceral serous pericardium
http://purl.obolibrary.org/obo/UBERON_0005075,forebrain-midbrain boundary
http://purl.obolibrary.org/obo/UBERON_0011755,female labial swelling
http://purl.obolibrary.org/obo/UBERON_0005146,metanephric nephron tubule
http://purl.obolibrary.org/obo/UBERON_0003587,limb connective tissue
http://purl.obolibrary.org/obo/UBERON_3010175,circumferential groove
http://purl.obolibrary.org/obo/UBERON_0034993,basal ventral medial nucleus of thalamus
http://purl.obolibrary.org/obo/UBERON_0003371,pelvic appendage bud ectoderm
http://purl.obolibrary.org/obo/UBERON_0007274,crista of ampulla of anterior semicircular duct of membranous laybrinth
http://purl.obolibrary.org/obo/UBERON_0007362,omasum
http://purl.obolibrary.org/obo/UBERON_0006435,os penis
http://purl.obolibrary.org/obo/UBERON_0003658,hip muscle
http://purl.obolibrary.org/obo/UBERON_0005527,rhombomere 8
http://purl.obolibrary.org/obo/UBERON_0009743,visceral yolk sac cavity
http://purl.obolibrary.org/obo/UBERON_0035103,perineal body smooth muscle muscle tissue
http://purl.obolibrary.org/obo/UBERON_0006026,interdigital region between manual digits 1 and 2
http://purl.obolibrary.org/obo/UBERON_0009959,lumen of oropharynx
http://purl.obolibrary.org/obo/UBERON_2001586,pectoral fin radial bone
http://purl.obolibrary.org/obo/UBERON_0009566,intestinal submucosa
http://purl.obolibrary.org/obo/UBERON_0003536,right lung alveolar duct
http://purl.obolibrary.org/obo/UBERON_0002981,pulvinar nucleus
http://purl.obolibrary.org/obo/UBERON_0002000,gluteal muscle
http://purl.obolibrary.org/obo/UBERON_0014453,gustatory epithelium of palate
http://purl.obolibrary.org/obo/UBERON_0000949,endocrine system
http://purl.obolibrary.org/obo/UBERON_0033483,lumbar spinal cord gray commissure
http://purl.obolibrary.org/obo/UBERON_0001259,mucosa of urinary bladder
http://purl.obolibrary.org/obo/UBERON_0019285,rhombomere 10
http://purl.obolibrary.org/obo/UBERON_2000414,presumptive cephalic mesoderm
http://purl.obolibrary.org/obo/UBERON_4200026,supraglenoid foramen
http://purl.obolibrary.org/obo/UBERON_0011861,aorta collagen fibril
http://purl.obolibrary.org/obo/UBERON_0005393,cortical layer IV
http://purl.obolibrary.org/obo/UBERON_0011364,cleidocephalicus muscle
http://purl.obolibrary.org/obo/UBERON_0001640,celiac artery
http://purl.obolibrary.org/obo/UBERON_0007641,trigeminal nuclear complex
http://purl.obolibrary.org/obo/UBERON_0001067,vertebral arch joint
http://purl.obolibrary.org/obo/UBERON_0013076,snake venom
http://purl.obolibrary.org/obo/UBERON_0012136,prehallux
http://purl.obolibrary.org/obo/UBERON_0035007,nasal concha cartilage
http://purl.obolibrary.org/obo/UBERON_2005373,dorsal fin distal radial bone 2
http://purl.obolibrary.org/obo/UBERON_0009592,mesenchyme of interdigital region between pedal digits 3 and 4
http://purl.obolibrary.org/obo/UBERON_0009990,medial condyle of tibia
http://purl.obolibrary.org/obo/UBERON_6003009,adult head segment
http://purl.obolibrary.org/obo/UBERON_0007725,interphalangeal joint of pedal digit 2
http://purl.obolibrary.org/obo/UBERON_3010075,tympanic fold
http://purl.obolibrary.org/obo/UBERON_0018110,posterior auricular muscle
http://purl.obolibrary.org/obo/UBERON_0002084,heart left ventricle
http://purl.obolibrary.org/obo/UBERON_0001708,jaw skeleton
http://purl.obolibrary.org/obo/CL_0000347,scleral cell
http://purl.obolibrary.org/obo/UBERON_0010421,spleen B cell corona
http://purl.obolibrary.org/obo/UBERON_0008438,webbed interdigital region between manual digits
http://purl.obolibrary.org/obo/UBERON_0008339,microvascular endothelium
http://purl.obolibrary.org/obo/UBERON_0015110,distal tarsal bone 3 pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0013636,epithelium of intestinal villus
http://purl.obolibrary.org/obo/UBERON_0003662,forelimb muscle
http://purl.obolibrary.org/obo/UBERON_0005385,nasal cavity respiratory epithelium
http://purl.obolibrary.org/obo/UBERON_0011756,male genital swelling
http://purl.obolibrary.org/obo/UBERON_3000519,pseudodentary tooth
http://purl.obolibrary.org/obo/UBERON_0000371,syncytiotrophoblast
http://purl.obolibrary.org/obo/UBERON_0003588,forelimb connective tissue
http://purl.obolibrary.org/obo/UBERON_0001263,pancreatic acinus
http://purl.obolibrary.org/obo/UBERON_0018362,supracondylar tubercle
http://purl.obolibrary.org/obo/UBERON_0002428,limb bone
http://purl.obolibrary.org/obo/UBERON_0010176,nutrient foramen artery
http://purl.obolibrary.org/obo/UBERON_0004293,parasympathetic nerve
http://purl.obolibrary.org/obo/UBERON_0005616,mesenteric artery
http://purl.obolibrary.org/obo/UBERON_0005147,metanephric renal vesicle
http://purl.obolibrary.org/obo/UBERON_2001587,pectoral fin proximal radial bone
http://purl.obolibrary.org/obo/UBERON_0009567,nail of pedal digit
http://purl.obolibrary.org/obo/UBERON_0012497,muscularis mucosae of rectum
http://purl.obolibrary.org/obo/UBERON_0003372,pectoral appendage bud ectoderm
http://purl.obolibrary.org/obo/UBERON_0002926,gustatory epithelium
http://purl.obolibrary.org/obo/UBERON_0005707,upper jaw incisor odontogenic papilla
http://purl.obolibrary.org/obo/CL_0002370,respiratory goblet cell
http://purl.obolibrary.org/obo/UBERON_0004763,endochondral bone tissue
http://purl.obolibrary.org/obo/UBERON_0005424,presumptive retinal pigmented epithelium
http://purl.obolibrary.org/obo/UBERON_0014712,carapacial ridge ectoderm
http://purl.obolibrary.org/obo/UBERON_0007389,paired limb/fin cartilage
http://purl.obolibrary.org/obo/UBERON_0006056,posterior surface of head
http://purl.obolibrary.org/obo/UBERON_0001194,splenic artery
http://purl.obolibrary.org/obo/UBERON_2001589,propterygium cartilage
http://purl.obolibrary.org/obo/UBERON_0022434,primary superior olive
http://purl.obolibrary.org/obo/UBERON_0035104,raphe of penis
http://purl.obolibrary.org/obo/UBERON_0006232,facio-acoustic VII-VIII preganglion complex
http://purl.obolibrary.org/obo/UBERON_0005787,lamina densa of glomerular basement membrane
http://purl.obolibrary.org/obo/UBERON_0005394,cortical layer V
http://purl.obolibrary.org/obo/UBERON_0002673,vestibular nuclear complex
http://purl.obolibrary.org/obo/UBERON_0019286,rhombomere 11
http://purl.obolibrary.org/obo/UBERON_0003030,posterior nucleus of thalamus
http://purl.obolibrary.org/obo/UBERON_0011189,lamina propria of large intestine
http://purl.obolibrary.org/obo/UBERON_0014538,subdivision of spinal cord central canal
http://purl.obolibrary.org/obo/UBERON_0035771,mesenteric plexus
http://purl.obolibrary.org/obo/UBERON_0011862,pulmonary collagen fibril
http://purl.obolibrary.org/obo/UBERON_0011950,mammary gland luminal epithelium
http://purl.obolibrary.org/obo/UBERON_0015068,distal carpal endochondral element
http://purl.obolibrary.org/obo/UBERON_0006595,presumptive endoderm
http://purl.obolibrary.org/obo/UBERON_0016580,lamina IX of gray matter of spinal cord
http://purl.obolibrary.org/obo/UBERON_0007642,ligamentum arteriosum
http://purl.obolibrary.org/obo/UBERON_0016884,shoulder joint
http://purl.obolibrary.org/obo/UBERON_0009600,mesenchyme of interdigital region of manus
http://purl.obolibrary.org/obo/UBERON_0001641,transverse sinus
http://purl.obolibrary.org/obo/UBERON_0008343,intestinal villus of jejunum
http://purl.obolibrary.org/obo/UBERON_0003323,mesenchyme of upper jaw
http://purl.obolibrary.org/obo/UBERON_0012448,Herbst's corpuscle
http://purl.obolibrary.org/obo/UBERON_2005374,dorsal fin distal radial bone 3
http://purl.obolibrary.org/obo/UBERON_0026584,tympanic canal
http://purl.obolibrary.org/obo/UBERON_0006954,mammary gland myoepithelium
http://purl.obolibrary.org/obo/UBERON_0014490,middle phalanx of digit 4
http://purl.obolibrary.org/obo/UBERON_0008799,transverse palatine fold
http://purl.obolibrary.org/obo/UBERON_0001145,ovarian vein
http://purl.obolibrary.org/obo/UBERON_0009991,lateral condyle of tibia
http://purl.obolibrary.org/obo/UBERON_0007726,interphalangeal joint of pedal digit 3
http://purl.obolibrary.org/obo/UBERON_0002974,molecular layer of cerebellar cortex
http://purl.obolibrary.org/obo/UBERON_0002787,decussation of trochlear nerve
http://purl.obolibrary.org/obo/UBERON_0027221,adrenergic system
http://purl.obolibrary.org/obo/UBERON_0004916,anal sphincter
http://purl.obolibrary.org/obo/UBERON_0010510,strand of auchene hair
http://purl.obolibrary.org/obo/UBERON_0004042,spleen secondary B follicle
http://purl.obolibrary.org/obo/UBERON_0010146,paraurethral duct
http://purl.obolibrary.org/obo/UBERON_0036013,intergluteal cleft
http://purl.obolibrary.org/obo/UBERON_0008439,webbed interdigital region between pedal digits
http://purl.obolibrary.org/obo/UBERON_0002577,pericentral nucleus of inferior colliculus
http://purl.obolibrary.org/obo/UBERON_0009852,border of sublaminar layers S2 and S3
http://purl.obolibrary.org/obo/UBERON_0001709,upper jaw region
http://purl.obolibrary.org/obo/UBERON_0002010,celiac nerve plexus
http://purl.obolibrary.org/obo/UBERON_0010696,skeleton of pedal acropodium
http://purl.obolibrary.org/obo/UBERON_0003663,hindlimb muscle
http://purl.obolibrary.org/obo/UBERON_0016854,dorsal part of optic cup
http://purl.obolibrary.org/obo/UBERON_0010512,strand of guard hair
http://purl.obolibrary.org/obo/CL_0000447,carbohydrate secreting cell
http://purl.obolibrary.org/obo/UBERON_0035338,sphenoparietal sinus
http://purl.obolibrary.org/obo/CL_0000348,choroidal cell of the eye
http://purl.obolibrary.org/obo/CL_1000495,small intestine goblet cell
http://purl.obolibrary.org/obo/UBERON_0007762,metatarsophalangeal joint of pedal digit 5
http://purl.obolibrary.org/obo/CL_1001575,uterine cervix squamous cell
http://purl.obolibrary.org/obo/UBERON_0004294,glomerular capillary endothelium
http://purl.obolibrary.org/obo/UBERON_0012351,urachal lumen
http://purl.obolibrary.org/obo/CL_0000321,seminal fluid secreting cell
http://purl.obolibrary.org/obo/UBERON_2000523,inferior reticular formation
http://purl.obolibrary.org/obo/UBERON_0006847,cerebellar commissure
http://purl.obolibrary.org/obo/UBERON_0008995,nucleus of cerebellar nuclear complex
http://purl.obolibrary.org/obo/UBERON_0005148,metanephric S-shaped body
http://purl.obolibrary.org/obo/UBERON_2001588,pectoral fin distal radial bone
http://purl.obolibrary.org/obo/UBERON_4300013,paired fin radial skeleton
http://purl.obolibrary.org/obo/UBERON_0004764,intramembranous bone tissue
http://purl.obolibrary.org/obo/UBERON_0002400,parietal pleura
http://purl.obolibrary.org/obo/UBERON_0001176,right hepatic duct
http://purl.obolibrary.org/obo/UBERON_0001650,hypoglossal nerve
http://purl.obolibrary.org/obo/UBERON_0005708,lower jaw incisor odontogenic papilla
http://purl.obolibrary.org/obo/UBERON_0005425,presumptive neural retina
http://purl.obolibrary.org/obo/UBERON_0006849,scapula
http://purl.obolibrary.org/obo/UBERON_0007150,superior thyroid artery
http://purl.obolibrary.org/obo/UBERON_0007699,tract of spinal cord
http://purl.obolibrary.org/obo/UBERON_0006233,female genital tubercle
http://purl.obolibrary.org/obo/UBERON_0003247,epithelium of forearm
http://purl.obolibrary.org/obo/UBERON_0005395,cortical layer VI
http://purl.obolibrary.org/obo/UBERON_0003468,ureteric segment of renal artery
http://purl.obolibrary.org/obo/UBERON_0011951,prostate luminal epithelium
http://purl.obolibrary.org/obo/UBERON_0005483,thymus lobe
http://purl.obolibrary.org/obo/UBERON_2000637,claustrum cartilage
http://purl.obolibrary.org/obo/UBERON_0010150,duct of major vestibular gland
http://purl.obolibrary.org/obo/UBERON_0010210,blood clot
http://purl.obolibrary.org/obo/CL_0002272,motilin secreting cell
http://purl.obolibrary.org/obo/UBERON_0009601,mesenchyme of interdigital region of pes
http://purl.obolibrary.org/obo/UBERON_0011004,pharyngeal arch cartilage
http://purl.obolibrary.org/obo/UBERON_0003511,iris blood vessel
http://purl.obolibrary.org/obo/UBERON_0003324,mesenchyme of lower jaw
http://purl.obolibrary.org/obo/UBERON_0014491,middle phalanx of digit 5
http://purl.obolibrary.org/obo/UBERON_0005291,embryonic tissue
http://purl.obolibrary.org/obo/UBERON_0002365,exocrine gland
http://purl.obolibrary.org/obo/UBERON_0003412,pelvic appendage bud mesenchyme
http://purl.obolibrary.org/obo/UBERON_0011865,corneal stroma collagen fibril
http://purl.obolibrary.org/obo/UBERON_0003721,lingual nerve
http://purl.obolibrary.org/obo/UBERON_2005375,dorsal fin distal radial bone 4
http://purl.obolibrary.org/obo/UBERON_0004099,joint space of elbow
http://purl.obolibrary.org/obo/CL_0002133,stromal cell of ovarian cortex
http://purl.obolibrary.org/obo/UBERON_0033939,sacral spinal cord dorsal horn
http://purl.obolibrary.org/obo/UBERON_2001340,nucleus of the tract of the postoptic commissure
http://purl.obolibrary.org/obo/UBERON_0008344,intestinal villus of ileum
http://purl.obolibrary.org/obo/UBERON_0010059,hypoglossal cord
http://purl.obolibrary.org/obo/UBERON_0010511,strand of awl hair
http://purl.obolibrary.org/obo/UBERON_0010147,male accessory sex gland
http://purl.obolibrary.org/obo/UBERON_0010710,pectoral fin skeleton
http://purl.obolibrary.org/obo/UBERON_0015843,molar enamel organ
http://purl.obolibrary.org/obo/UBERON_0009853,body of uterus
http://purl.obolibrary.org/obo/UBERON_0036014,gluteal sulcus
http://purl.obolibrary.org/obo/UBERON_0001795,inner plexiform layer of retina
http://purl.obolibrary.org/obo/UBERON_0007181,serosa of infundibulum of uterine tube
http://purl.obolibrary.org/obo/UBERON_0002578,sublentiform nucleus
http://purl.obolibrary.org/obo/UBERON_0000220,atlanto-occipital joint
http://purl.obolibrary.org/obo/UBERON_2000646,anal fin distal radial bone
http://purl.obolibrary.org/obo/UBERON_0005710,lower jaw incisor epithelium
http://purl.obolibrary.org/obo/UBERON_0035963,epithelial lining fluid
http://purl.obolibrary.org/obo/UBERON_0004348,optic eminence
http://purl.obolibrary.org/obo/UBERON_0004829,urethra skeletal muscle tissue
http://purl.obolibrary.org/obo/UBERON_0010425,internal naris
http://purl.obolibrary.org/obo/UBERON_0004917,urethral sphincter
http://purl.obolibrary.org/obo/UBERON_0010326,optic pedicel
http://purl.obolibrary.org/obo/UBERON_3010079,upper eyelid protuberances
http://purl.obolibrary.org/obo/UBERON_0009076,membrana tympaniformis lateralis
http://purl.obolibrary.org/obo/UBERON_0010891,pectoral complex muscle
http://purl.obolibrary.org/obo/UBERON_0001574,palatoglossus muscle
http://purl.obolibrary.org/obo/UBERON_0018364,suprameatal foramen
http://purl.obolibrary.org/obo/UBERON_0003040,central gray substance of midbrain
http://purl.obolibrary.org/obo/UBERON_0035040,superior rectal artery
http://purl.obolibrary.org/obo/UBERON_0005149,metanephric connecting tubule
http://purl.obolibrary.org/obo/CL_0002084,Boettcher cell
http://purl.obolibrary.org/obo/UBERON_0006848,posterior pretectal nucleus
http://purl.obolibrary.org/obo/UBERON_0016855,ventral part of optic cup
http://purl.obolibrary.org/obo/UBERON_0003374,chorionic ectoderm
http://purl.obolibrary.org/obo/UBERON_0002928,dentate gyrus polymorphic layer
http://purl.obolibrary.org/obo/UBERON_0007277,presumptive hindbrain
http://purl.obolibrary.org/obo/UBERON_0008618,subcostal muscle
http://purl.obolibrary.org/obo/UBERON_3000989,pectoral fold
http://purl.obolibrary.org/obo/UBERON_0001177,left hepatic duct
http://purl.obolibrary.org/obo/UBERON_0010959,craniocervical muscle
http://purl.obolibrary.org/obo/UBERON_0003059,presomitic mesoderm
http://purl.obolibrary.org/obo/UBERON_0001265,trabecula of spleen
http://purl.obolibrary.org/obo/UBERON_0036285,wall of left ventricle
http://purl.obolibrary.org/obo/UBERON_0000933,pharyngeal muscle
http://purl.obolibrary.org/obo/UBERON_0006146,dorsal digital artery of manus
http://purl.obolibrary.org/obo/UBERON_0013505,cervical vertebra cartilage element
http://purl.obolibrary.org/obo/UBERON_0007151,mitral valve leaflet
http://purl.obolibrary.org/obo/UBERON_0011095,vertebra pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_2000638,"commissura rostral, pars dorsalis"
http://purl.obolibrary.org/obo/UBERON_0004544,epididymis epithelium
http://purl.obolibrary.org/obo/UBERON_5106048,digit 1 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0011864,tendon collagen fibril
http://purl.obolibrary.org/obo/UBERON_0002401,visceral pleura
http://purl.obolibrary.org/obo/UBERON_0011677,trunk vertebra
http://purl.obolibrary.org/obo/UBERON_0005826,gracile fasciculus of spinal cord
http://purl.obolibrary.org/obo/UBERON_3010690,fetal tooth
http://purl.obolibrary.org/obo/UBERON_0002109,pair of nares
http://purl.obolibrary.org/obo/UBERON_0005709,upper jaw incisor epithelium
http://purl.obolibrary.org/obo/UBERON_0005122,metanephric macula densa
http://purl.obolibrary.org/obo/UBERON_0002395,talus
http://purl.obolibrary.org/obo/UBERON_0002483,trabecular bone tissue
http://purl.obolibrary.org/obo/UBERON_0007100,primary circulatory organ
http://purl.obolibrary.org/obo/UBERON_2002174,octaval nerve motor nucleus
http://purl.obolibrary.org/obo/CL_0000746,cardiac muscle cell
http://purl.obolibrary.org/obo/UBERON_0011679,proximal tarsal bone
http://purl.obolibrary.org/obo/UBERON_0005396,carotid artery segment
http://purl.obolibrary.org/obo/CL_0002134,stromal cell of ovarian medulla
http://purl.obolibrary.org/obo/UBERON_0026293,thoracic spinal cord gray commissure
http://purl.obolibrary.org/obo/UBERON_0004757,rectal salt gland
http://purl.obolibrary.org/obo/UBERON_0006002,vitelline artery
http://purl.obolibrary.org/obo/UBERON_2000193,diffuse nuclei
http://purl.obolibrary.org/obo/UBERON_0001643,oculomotor nerve
http://purl.obolibrary.org/obo/UBERON_0008345,ileal epithelium
http://purl.obolibrary.org/obo/UBERON_0012322,ascending cervical artery
http://purl.obolibrary.org/obo/UBERON_0003104,mesenchyme
http://purl.obolibrary.org/obo/UBERON_0003512,lung blood vessel
http://purl.obolibrary.org/obo/UBERON_0003413,pectoral appendage bud mesenchyme
http://purl.obolibrary.org/obo/UBERON_0010148,mating plug
http://purl.obolibrary.org/obo/UBERON_0010711,pelvic fin skeleton
http://purl.obolibrary.org/obo/UBERON_0036015,castoreum
http://purl.obolibrary.org/obo/UBERON_0015844,molar dental papilla
http://purl.obolibrary.org/obo/UBERON_0011087,pharyngeal arch 7
http://purl.obolibrary.org/obo/UBERON_0009291,cartilaginous vertebral centrum
http://purl.obolibrary.org/obo/UBERON_2005376,dorsal fin distal radial bone 5
http://purl.obolibrary.org/obo/UBERON_0026586,vestibular canal
http://purl.obolibrary.org/obo/UBERON_0002087,atrioventricular canal
http://purl.obolibrary.org/obo/UBERON_0007182,muscle layer of infundibulum of uterine tube
http://purl.obolibrary.org/obo/UBERON_0003577,knee connective tissue
http://purl.obolibrary.org/obo/UBERON_0003665,post-anal tail muscle
http://purl.obolibrary.org/obo/UBERON_0012200,anterior intercostal vein
http://purl.obolibrary.org/obo/UBERON_0013489,superficial cervical fascia
http://purl.obolibrary.org/obo/UBERON_0035162,infraclavicular lymph node
http://purl.obolibrary.org/obo/UBERON_0005711,foregut duodenum mesentery
http://purl.obolibrary.org/obo/UBERON_3000991,dorsal folds
http://purl.obolibrary.org/obo/UBERON_0035097,iliocaudalis muscle
http://purl.obolibrary.org/obo/UBERON_0007764,paramedian reticular nucleus
http://purl.obolibrary.org/obo/UBERON_0006261,male genital tubercle
http://purl.obolibrary.org/obo/CL_1001577,tonsil squamous cell
http://purl.obolibrary.org/obo/UBERON_0003842,neural tube lumen
http://purl.obolibrary.org/obo/UBERON_2000120,lateral line ganglion
http://purl.obolibrary.org/obo/UBERON_0004670,ependyma
http://purl.obolibrary.org/obo/UBERON_2000647,dorsal caudal thalamic nucleus
http://purl.obolibrary.org/obo/UBERON_3010667,m. intertransversarius capitis inferior
http://purl.obolibrary.org/obo/UBERON_0010160,lumen of lymphatic vessel
http://purl.obolibrary.org/obo/UBERON_0011201,muscle layer of small intestine
http://purl.obolibrary.org/obo/UBERON_0002929,dentate gyrus pyramidal layer
http://purl.obolibrary.org/obo/UBERON_0016400,infrapatellar fat pad
http://purl.obolibrary.org/obo/UBERON_0009077,membrana tympaniformis medialis
http://purl.obolibrary.org/obo/UBERON_0036286,wall of right ventricle
http://purl.obolibrary.org/obo/UBERON_4500008,median fin lepidotrichium
