x,xl
http://purl.obolibrary.org/obo/OBI_0001147,cell culture expansion
http://purl.obolibrary.org/obo/OBI_0002095,specimen family creation
http://purl.obolibrary.org/obo/OBI_0000931,study intervention
http://purl.obolibrary.org/obo/OBI_0000015,biological feature identification objective
http://purl.obolibrary.org/obo/OBI_0000662,error corrected data set
http://purl.obolibrary.org/obo/OBI_0100016,blood plasma specimen
http://purl.obolibrary.org/obo/OBI_0000939,training process
http://purl.obolibrary.org/obo/OBI_0001940,N50
http://purl.obolibrary.org/obo/OBI_0302732,solvent role
http://purl.obolibrary.org/obo/OBI_0001687,contact representative role
http://purl.obolibrary.org/obo/OBI_0002372,family clinical history of cancer
http://purl.obolibrary.org/obo/OBI_0001588,binding
http://purl.obolibrary.org/obo/OBI_0002052,in vivo assay measuring B cell epitope specific protection from tumor challenge
http://purl.obolibrary.org/obo/OBI_0002125,H&E-stained fixed tissue slide specimen
http://purl.obolibrary.org/obo/OBI_0000174,study group role
http://purl.obolibrary.org/obo/OBI_0002160,multiplexed indexed T7 ChIP-seq assay
http://purl.obolibrary.org/obo/OBI_0000750,study design independent variable
http://purl.obolibrary.org/obo/OBI_0001182,negative binding datum
http://purl.obolibrary.org/obo/OBI_0002449,footprinting assay measuring binding of a B cell epitope:antibody complex
http://purl.obolibrary.org/obo/OBI_0100010,Epstein Barr virus transformed B cell
http://purl.obolibrary.org/obo/OBI_0000105,transplantation
http://purl.obolibrary.org/obo/OBI_0001502,epitope specific perforin production by T cells
http://purl.obolibrary.org/obo/OBI_0000922,frozen specimen
http://purl.obolibrary.org/obo/OBI_0600005,collecting specimen from organism
http://purl.obolibrary.org/obo/OBI_0000370,contain function
http://purl.obolibrary.org/obo/OBI_0002466,alignment counting algorithm
http://purl.obolibrary.org/obo/OBI_0600046,preparative chromatography
http://purl.obolibrary.org/obo/OBI_0001543,purified MHC direct binding assay measuring equilibrium dissociation constant [KD] of a MHC:ligand complex approximated by EC50 using fluorescence detection
http://purl.obolibrary.org/obo/OBI_0000286,precipitate
http://purl.obolibrary.org/obo/OBI_0000376,synthesizing function
http://purl.obolibrary.org/obo/OBI_1110045,disposition to be bound by an adaptive immune receptor
http://purl.obolibrary.org/obo/OBI_0302729,chemical solution
http://purl.obolibrary.org/obo/OBI_0000164,clonal cDNA library
http://purl.obolibrary.org/obo/OBI_0000125,number of lost events electronic
http://purl.obolibrary.org/obo/OBI_0302889,irradiation
http://purl.obolibrary.org/obo/OBI_0002110,digital object identifier
http://purl.obolibrary.org/obo/OBI_0000671,sample from organism
http://purl.obolibrary.org/obo/OBI_0002746,induced sputum specimen
http://purl.obolibrary.org/obo/OBI_0001489,mass spectrometry assay measuring MHC ligand processing and presentation of MHC ligands eluted from cellular MHC
http://purl.obolibrary.org/obo/OBI_0600064,recombinant vector cloning
http://purl.obolibrary.org/obo/OBI_0000963,categorical label
http://purl.obolibrary.org/obo/OBI_0000826,treatment portion of study execution
http://purl.obolibrary.org/obo/OBI_0000213,fluorescence compensation matrix
http://purl.obolibrary.org/obo/OBI_0002480,sequencing library input quantity measurement datum
http://purl.obolibrary.org/obo/OBI_0001696,in vivo assay measuring B cell epitope specific protection based on survival
http://purl.obolibrary.org/obo/OBI_0001621,longitude coordinate measurement datum
http://purl.obolibrary.org/obo/OBI_9999994,chromium release assay
http://purl.obolibrary.org/obo/OBI_0001483,cell collecting
http://purl.obolibrary.org/obo/OBI_0001629,grant identifier
http://purl.obolibrary.org/obo/OBI_0001874,random access memory size
http://purl.obolibrary.org/obo/OBI_0000272,protocol
http://purl.obolibrary.org/obo/OBI_0000368,record function
http://purl.obolibrary.org/obo/OBI_0001599,cell bound MHC competitive binding assay of a MHC:ligand complex using radioactivity detection
http://purl.obolibrary.org/obo/OBI_0000981,agar stab specimen
http://purl.obolibrary.org/obo/OBI_0100026,organism
http://purl.obolibrary.org/obo/OBI_0002476,number of rounds of amplification
http://purl.obolibrary.org/obo/OBI_0000278,disease stage
http://purl.obolibrary.org/obo/OBI_0002108,small-angle scattering assay
http://purl.obolibrary.org/obo/OBI_0000065,"polyethylene glycol p-(1,1,3,3-tetramethylbutyl)-phenyl ether"
http://purl.obolibrary.org/obo/OBI_0000669,tritiated thymidine incorporation assay
http://purl.obolibrary.org/obo/OBI_0500023,compliance rule
http://purl.obolibrary.org/obo/OBI_0001608,purified MHC direct binding assay of a MHC:ligand complex using radioactivity detection
http://purl.obolibrary.org/obo/OBI_0000456,material transformation objective
http://purl.obolibrary.org/obo/OBI_0000885,secondary structure of sequence macromolecule
http://purl.obolibrary.org/obo/OBI_0001853,DNase I hypersensitive sites sequencing assay
http://purl.obolibrary.org/obo/OBI_0000044,physical document
http://purl.obolibrary.org/obo/OBI_0001908,testable hypothesis
http://purl.obolibrary.org/obo/OBI_0300310,sequential design
http://purl.obolibrary.org/obo/OBI_0002120,mixed lymphocyte reaction assay
http://purl.obolibrary.org/obo/OBI_0100017,blood serum specimen
http://purl.obolibrary.org/obo/OBI_0000973,sequence data
http://purl.obolibrary.org/obo/OBI_0000269,number of lost events computer
http://purl.obolibrary.org/obo/OBI_0002126,IHC-stained fixed tissue slide specimen
http://purl.obolibrary.org/obo/OBI_0000718,pathogen role
http://purl.obolibrary.org/obo/OBI_0002059,assay measuring a binding constant of a T cell epitope:MHC:TCR complex
http://purl.obolibrary.org/obo/OBI_0000680,whole organism preparation
http://purl.obolibrary.org/obo/OBI_0000934,intramuscular injection
http://purl.obolibrary.org/obo/OBI_0002617,national registry
http://purl.obolibrary.org/obo/OBI_0001961,PCR program
http://purl.obolibrary.org/obo/OBI_0600006,killing
http://purl.obolibrary.org/obo/OBI_0001493,cell bound MHC competitive binding assay of a MHC:ligand complex using T cell epitope recognition
http://purl.obolibrary.org/obo/OBI_0002461,BCL format
http://purl.obolibrary.org/obo/OBI_0000837,oral ingestion of pill
http://purl.obolibrary.org/obo/OBI_0302733,solute role
http://purl.obolibrary.org/obo/OBI_0001755,selection criterion
http://purl.obolibrary.org/obo/OBI_0000788,fluorescently labeled MHC multimer
http://purl.obolibrary.org/obo/OBI_0000034,supernatant role
http://purl.obolibrary.org/obo/OBI_0002467,alignment counting application
http://purl.obolibrary.org/obo/OBI_0000736,single fragment library
http://purl.obolibrary.org/obo/OBI_0002117,whole genome sequencing assay
http://purl.obolibrary.org/obo/OBI_0000377,perturb function
http://purl.obolibrary.org/obo/OBI_0001707,immunoglobulin mediated histamine release
http://purl.obolibrary.org/obo/OBI_1110300,direct submission to IEDB
http://purl.obolibrary.org/obo/OBI_0600024,maintaining cell culture
http://purl.obolibrary.org/obo/OBI_0001884,specimen-based scope of investigation specification
http://purl.obolibrary.org/obo/OBI_0000281,intraperitoneal injection
http://purl.obolibrary.org/obo/OBI_2000018,leukocyte specimen
http://purl.obolibrary.org/obo/OBI_0001534,purified MHC competitive binding assay measuring binding of a MHC:ligand complex using fluorescence detection
http://purl.obolibrary.org/obo/OBI_0000827,pill
http://purl.obolibrary.org/obo/OBI_0000075,diagnosis textual entity
http://purl.obolibrary.org/obo/OBI_0001396,stimulus or stress design
http://purl.obolibrary.org/obo/OBI_0001939,genome coverage
http://purl.obolibrary.org/obo/OBI_0001472,specimen with known storage state
http://purl.obolibrary.org/obo/OBI_0302884,extraction
http://purl.obolibrary.org/obo/OBI_0100064,screening library
http://purl.obolibrary.org/obo/OBI_0000690,immunoprecipitation
http://purl.obolibrary.org/obo/OBI_0001834,drawing a conclusion
http://purl.obolibrary.org/obo/OBI_0000941,service consumer role
http://purl.obolibrary.org/obo/OBI_0002131,Illumina Infinium MethylationEPIC BeadChip
http://purl.obolibrary.org/obo/OBI_0002199,reason for lack of data item
http://purl.obolibrary.org/obo/OBI_0000391,energy supply function
http://purl.obolibrary.org/obo/OBI_0001951,reverse PCR primer
http://purl.obolibrary.org/obo/OBI_0000025,reference substance role
http://purl.obolibrary.org/obo/OBI_0000066,investigation
http://purl.obolibrary.org/obo/OBI_0000416,cloning insert role
http://purl.obolibrary.org/obo/OBI_0000845,primary structure of RNA molecule
http://purl.obolibrary.org/obo/OBI_0001463,transcription profiling by array assay
http://purl.obolibrary.org/obo/OBI_0001035,Nuclease S1 structure mapping assay
http://purl.obolibrary.org/obo/OBI_0000576,scattered molecular aggregate
http://purl.obolibrary.org/obo/OBI_0002084,transcription cofactor activity region identification by ChIP-Seq assay
http://purl.obolibrary.org/obo/OBI_0002471,date process started
http://purl.obolibrary.org/obo/OBI_0000806,material maintenance objective
http://purl.obolibrary.org/obo/OBI_0001513,purified MHC competitive binding assay of a MHC:ligand complex using radioactivity detection
http://purl.obolibrary.org/obo/OBI_1110038,RMA cell line
http://purl.obolibrary.org/obo/OBI_0000369,magnify function
http://purl.obolibrary.org/obo/OBI_0600015,group assignment
http://purl.obolibrary.org/obo/OBI_0000664,BrdU incorporation assay
http://purl.obolibrary.org/obo/OBI_0001012,RNASE V1 structure mapping assay
http://purl.obolibrary.org/obo/OBI_0001909,conclusion based on data
http://purl.obolibrary.org/obo/OBI_0002616,genealogical record
http://purl.obolibrary.org/obo/OBI_0000847,test substance role
http://purl.obolibrary.org/obo/OBI_0001554,rate measurement datum
http://purl.obolibrary.org/obo/OBI_0000204,nutrient role
http://purl.obolibrary.org/obo/OBI_0000387,cool function
http://purl.obolibrary.org/obo/CHMO_0000087,fluorescence microscopy
http://purl.obolibrary.org/obo/OBI_0302893,storage
http://purl.obolibrary.org/obo/OBI_0000457,manufacturing
http://purl.obolibrary.org/obo/OBI_0001143,labeled nucleic acid extract
http://purl.obolibrary.org/obo/OBI_0000719,vaccine preparation
http://purl.obolibrary.org/obo/OBI_0002421,indicator of whether an inclusion criterion was met
http://purl.obolibrary.org/obo/OBI_0001962,target gene specification
http://purl.obolibrary.org/obo/OBI_0002168,subcellular protein immunohistochemistry assay
http://purl.obolibrary.org/obo/OBI_0001504,dissection
http://purl.obolibrary.org/obo/OBI_0002074,in vitro assay measuring T cell epitope specific suppression
http://purl.obolibrary.org/obo/OBI_0000735,NTP-2000
http://purl.obolibrary.org/obo/OBI_0000789,survival rate
http://purl.obolibrary.org/obo/OBI_0600007,administering substance in vivo
http://purl.obolibrary.org/obo/OBI_1000207,assay bead
http://purl.obolibrary.org/obo/OBI_0002587,machine learning
http://purl.obolibrary.org/obo/OBI_0002468,base calling algorithm
http://purl.obolibrary.org/obo/OBI_1110028,293-T cell line
http://purl.obolibrary.org/obo/OBI_0000838,material maintenance
http://purl.obolibrary.org/obo/OBI_0000153,cell co-culturing
http://purl.obolibrary.org/obo/OBI_0000086,reagent role
http://purl.obolibrary.org/obo/OBI_0200166,data transformation objective
http://purl.obolibrary.org/obo/OBI_0001506,specimen with pre- or post-mortem status
http://purl.obolibrary.org/obo/OBI_0000737,cloning vector
http://purl.obolibrary.org/obo/OBI_0001563,material processing service
http://purl.obolibrary.org/obo/OBI_0000017,regulatory role
http://purl.obolibrary.org/obo/OBI_0002462,ERCC RNA spike-in
http://purl.obolibrary.org/obo/OBI_0000379,mechanical function
http://purl.obolibrary.org/obo/OBI_0000070,assay
http://purl.obolibrary.org/obo/OBI_0000426,injection
http://purl.obolibrary.org/obo/OBI_0302885,filtration
http://purl.obolibrary.org/obo/OBI_0002118,exome sequencing assay
http://purl.obolibrary.org/obo/OBI_0001932,comparing prediction to measurement
http://purl.obolibrary.org/obo/OBI_0000679,average value
http://purl.obolibrary.org/obo/OBI_0000076,unplanned occurrence effecting an investigation
http://purl.obolibrary.org/obo/OBI_0000728,rodent care
http://purl.obolibrary.org/obo/OBI_0001864,RNA Annotation and Mapping of Promoters for the Analysis of Gene Expression assay
http://purl.obolibrary.org/obo/OBI_0002482,specimen harvest quantity
http://purl.obolibrary.org/obo/OBI_0000392,information processor function
http://purl.obolibrary.org/obo/OBI_0001404,genetic characteristics information
http://purl.obolibrary.org/obo/OBI_0001919,Carbon-copy chromosome conformation capture assay
http://purl.obolibrary.org/obo/OBI_0000942,intradermal injection
http://purl.obolibrary.org/obo/OBI_0000983,intranasal mucosal administration
http://purl.obolibrary.org/obo/OBI_0000067,evaluant role
http://purl.obolibrary.org/obo/OBI_0001913,computation run time
http://purl.obolibrary.org/obo/OBI_0000341,histological sample preparation
http://purl.obolibrary.org/obo/OBI_0002472,dbGaP study identifier
http://purl.obolibrary.org/obo/OBI_0000807,presentation of stimulus
http://purl.obolibrary.org/obo/OBI_0001514,minimal inhibitory concentration
http://purl.obolibrary.org/obo/OBI_0000840,unblinding process
http://purl.obolibrary.org/obo/OBI_0002014,DNA methylation profiling by ChIP-chip assay
http://purl.obolibrary.org/obo/OBI_1110039,T2 cell line
http://purl.obolibrary.org/obo/OBI_0600016,pooling specimens
http://purl.obolibrary.org/obo/OBI_0001013,kethoxal structure mapping assay
http://purl.obolibrary.org/obo/OBI_0002478,reference genome-transcriptome alignment algorithm
http://purl.obolibrary.org/obo/OBI_0200032,K-fold cross validation method
http://purl.obolibrary.org/obo/OBI_1110010,disposition to cause an allergic reaction
http://purl.obolibrary.org/obo/OBI_0001144,binding constant
http://purl.obolibrary.org/obo/OBI_0000388,connection function
http://purl.obolibrary.org/obo/OBI_0001602,cell bound MHC direct binding assay of a MHC:ligand complex using radioactivity detection
http://purl.obolibrary.org/obo/OBI_0000040,drug role
http://purl.obolibrary.org/obo/OBI_0000251,cluster
http://purl.obolibrary.org/obo/OBI_0001963,target subfragment specification
http://purl.obolibrary.org/obo/OBI_0001896,investigation assay specification
http://purl.obolibrary.org/obo/OBI_0600051,gradient separation
http://purl.obolibrary.org/obo/OBI_0002582,sequence library feature count data
http://purl.obolibrary.org/obo/OBI_0001505,purification
http://purl.obolibrary.org/obo/OBI_0002032,parallel analysis of RNA structure assay
http://purl.obolibrary.org/obo/OBI_1110029,C1R cell line
http://purl.obolibrary.org/obo/OBI_0002405,hormonal replacement therapy history
http://purl.obolibrary.org/obo/OBI_0002469,base calling application
http://purl.obolibrary.org/obo/OBI_0001943,software pipeline
http://purl.obolibrary.org/obo/OBI_0400085,piezo electric crystal
http://purl.obolibrary.org/obo/OBI_0002422,indicator of whether all inclusion criteria were met
http://purl.obolibrary.org/obo/OBI_0600030,experimental disease induction
http://purl.obolibrary.org/obo/OBI_0002169,ChIP-qPCR assay
http://purl.obolibrary.org/obo/OBI_0000339,planning
http://purl.obolibrary.org/obo/OBI_0000431,injection into organ section
http://purl.obolibrary.org/obo/OBI_0002676,in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells
http://purl.obolibrary.org/obo/OBI_0000439,agarose gel
http://purl.obolibrary.org/obo/OBI_0002463,SIRV RNA spike-in
http://purl.obolibrary.org/obo/OBI_0000831,DNA residue methylation
http://purl.obolibrary.org/obo/OBI_0000839,labeled oligonucleotide
http://purl.obolibrary.org/obo/OBI_0002395,number of live births
http://purl.obolibrary.org/obo/OBI_0000993,service provision objective
http://purl.obolibrary.org/obo/OBI_0002648,individual organism specimen
http://purl.obolibrary.org/obo/OBI_0002029,serial analysis of gene expression assay
http://purl.obolibrary.org/obo/OBI_0600008,acquisition
http://purl.obolibrary.org/obo/OBI_0001564,purified MHC competitive binding assay measuring equilibrium dissociation constant [KD] of a MHC:ligand complex approximated by IC50 using radioactivity detection
http://purl.obolibrary.org/obo/OBI_0001619,specimen collection time measurement datum
http://purl.obolibrary.org/obo/OBI_0001701,antigen inhibition assay measuring binding of a B cell epitope:antibody complex
http://purl.obolibrary.org/obo/OBI_0400059,interrogation_point
http://purl.obolibrary.org/obo/OBI_0002483,spike-in dilution factor
http://purl.obolibrary.org/obo/OBI_1110049,allergy
http://purl.obolibrary.org/obo/OBI_0000943,chemical cleavage
http://purl.obolibrary.org/obo/OBI_0200000,data transformation
http://purl.obolibrary.org/obo/OBI_0001912,cell freezing medium
http://purl.obolibrary.org/obo/OBI_0000071,quantitative confidence value
http://purl.obolibrary.org/obo/OBI_0001024,RNASE U2 structure mapping assay
http://purl.obolibrary.org/obo/OBI_0000857,complementary nucleotide probe role
http://purl.obolibrary.org/obo/OBI_0000429,intraperitoneal administration
http://purl.obolibrary.org/obo/OBI_0000674,center value
http://purl.obolibrary.org/obo/OBI_0000984,dose
http://purl.obolibrary.org/obo/OBI_0001155,3D structural organization datum
http://purl.obolibrary.org/obo/OBI_0000399,solid support function
http://purl.obolibrary.org/obo/OBI_0302910,prediction
http://purl.obolibrary.org/obo/OBI_0001407,biological activity assay measuring epitope specific T cell activation
http://purl.obolibrary.org/obo/OBI_0000800,cross linking
http://purl.obolibrary.org/obo/OBI_0000118,gene list
http://purl.obolibrary.org/obo/OBI_0000091,detector reagent role
http://purl.obolibrary.org/obo/OBI_0000441,assay objective
http://purl.obolibrary.org/obo/OBI_0002767,amplicon sequencing assay
http://purl.obolibrary.org/obo/OBI_0000694,animal feeding
http://purl.obolibrary.org/obo/OBI_0000841,subject agrees they understand informed consent document
http://purl.obolibrary.org/obo/OBI_0002479,sequence read length measurement datum
http://purl.obolibrary.org/obo/OBI_0001953,freezing
http://purl.obolibrary.org/obo/OBI_0001556,cell lysate MHC direct binding assay of a MHC:ligand complex using radioactivity detection
http://purl.obolibrary.org/obo/OBI_0500007,randomized complete block design
http://purl.obolibrary.org/obo/OBI_0002385,diagnosis of infectious disease
http://purl.obolibrary.org/obo/OBI_0000097,participant under investigation role
http://purl.obolibrary.org/obo/OBI_0000708,laboratory animal care
http://purl.obolibrary.org/obo/OBI_0600058,enzymatic amplification
http://purl.obolibrary.org/obo/OBI_0001173,service
http://purl.obolibrary.org/obo/OBI_1110086,restricting MHC role
http://purl.obolibrary.org/obo/OBI_0600040,synthesis
http://purl.obolibrary.org/obo/OBI_1000029,phage display library
http://purl.obolibrary.org/obo/OBI_0001361,transcription profiling by RT-PCR assay
http://purl.obolibrary.org/obo/OBI_0002076,collection of specimens
http://purl.obolibrary.org/obo/OBI_0002015,transcription profiling by MPSS assay
http://purl.obolibrary.org/obo/OBI_0002123,IHC slide staining
http://purl.obolibrary.org/obo/OBI_0002406,delivery form for hormonal replacement therapy
http://purl.obolibrary.org/obo/OBI_0001944,sequence annotation
http://purl.obolibrary.org/obo/OBI_0001850,transcript analysis by paired-end tag sequencing assay
http://purl.obolibrary.org/obo/OBI_1000023,cell culture supernatant
http://purl.obolibrary.org/obo/OBI_0000914,nasopharyngeal aspirate specimen
http://purl.obolibrary.org/obo/CHMO_0000089,confocal fluorescence microscopy
http://purl.obolibrary.org/obo/OBI_0600031,enzyme-linked immunospot assay
http://purl.obolibrary.org/obo/OBI_0001500,coelution assay measuring MHC ligand processing and presentation using T cell recognition of HPLC fractionated eluate compared to synthetic ligand
http://purl.obolibrary.org/obo/OBI_0000731,recombinant vector
http://purl.obolibrary.org/obo/OBI_0001508,sampling time measurement datum
http://purl.obolibrary.org/obo/OBI_0000785,study design controlled variable
http://purl.obolibrary.org/obo/OBI_0002677,in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells
http://purl.obolibrary.org/obo/OBI_0001964,decision-theoretic analysis objective
http://purl.obolibrary.org/obo/OBI_0002102,bio-layer interferometry assay measuring the on rate [kon] of a B cell epitope:antibody complex
http://purl.obolibrary.org/obo/OBI_0600037,cell culture splitting
http://purl.obolibrary.org/obo/OBI_0002370,unknown clinical history of cancer
http://purl.obolibrary.org/obo/OBI_0000432,polyacrylamide gel
http://purl.obolibrary.org/obo/OBI_0302874,edited document
http://purl.obolibrary.org/obo/OBI_0000684,specimen collection objective
http://purl.obolibrary.org/obo/OBI_0001358,post-transcriptional modification design
http://purl.obolibrary.org/obo/OBI_0001005,RNASE CL3 structure mapping assay
http://purl.obolibrary.org/obo/OBI_0000994,intravenous injection
http://purl.obolibrary.org/obo/OBI_0002730,pathogen detection by Rapid Analyte Measurement Platform assay
http://purl.obolibrary.org/obo/OBI_0000078,eMedical record
http://purl.obolibrary.org/obo/OBI_0600009,exposure of material to environment
http://purl.obolibrary.org/obo/OBI_0600021,cell fixation
http://purl.obolibrary.org/obo/OBI_0002390,exposure to second hand smoke
http://purl.obolibrary.org/obo/OBI_0000817,fucoidan
http://purl.obolibrary.org/obo/OBI_1110020,Immunization in vitro
http://purl.obolibrary.org/obo/OBI_0000634,DNA methylation profiling assay
http://purl.obolibrary.org/obo/OBI_0600027,artificially induced cell membrane lysis
http://purl.obolibrary.org/obo/OBI_1110061,exposure resulting in immune reactivity
http://purl.obolibrary.org/obo/OBI_0000751,study design dependent variable
http://purl.obolibrary.org/obo/OBI_0302911,validation
http://purl.obolibrary.org/obo/OBI_0000905,sequence feature annotation
http://purl.obolibrary.org/obo/OBI_0002729,VectorTest assay
http://purl.obolibrary.org/obo/OBI_0000010,fluorescent reporter intensity
http://purl.obolibrary.org/obo/OBI_0000722,paired-end library
http://purl.obolibrary.org/obo/OBI_0000897,DEPC structure mapping assay
http://purl.obolibrary.org/obo/OBI_0000401,environment control function
http://purl.obolibrary.org/obo/OBI_0001866,secondary cultured cell
http://purl.obolibrary.org/obo/OBI_1110001,epitope
http://purl.obolibrary.org/obo/OBI_0000371,heat function
http://purl.obolibrary.org/obo/OBI_1110040,infectious disease
http://purl.obolibrary.org/obo/OBI_0000946,sterilization function
http://purl.obolibrary.org/obo/OBI_0000654,device setting
http://purl.obolibrary.org/obo/OBI_0000801,spike train datum
http://purl.obolibrary.org/obo/OBI_1110184,epitope specific GM-CSF release by T cells
http://purl.obolibrary.org/obo/OBI_0000119,number of particles in subset
http://purl.obolibrary.org/obo/OBI_0000809,amplified DNA
http://purl.obolibrary.org/obo/OBI_0001271,RNA-seq assay
http://purl.obolibrary.org/obo/OBI_0001769,specimen collector role
http://purl.obolibrary.org/obo/OBI_0002415,exposure to environmental and workplace carcinogens history
http://purl.obolibrary.org/obo/OBI_0000709,yeast artificial chromosome vector
http://purl.obolibrary.org/obo/OBI_0600000,adding substance to cell culture
http://purl.obolibrary.org/obo/OBI_0000985,growth condition intervention design
http://purl.obolibrary.org/obo/OBI_1110087,donor
http://purl.obolibrary.org/obo/OBI_0001604,purified MHC direct binding assay measuring 50% dissociation of binding temperature [Tm] of a MHC:ligand complex using fluorescence detection
http://purl.obolibrary.org/obo/OBI_0600041,concentrate
http://purl.obolibrary.org/obo/OBI_0000803,denaturing
http://purl.obolibrary.org/obo/OBI_0001510,mass spectrometry assay measuring MHC ligand processing and presentation of MHC ligands eluted from secreted MHC
http://purl.obolibrary.org/obo/OBI_0000253,artificially induced nucleic acid hybridization
http://purl.obolibrary.org/obo/OBI_0000889,survival curve
http://purl.obolibrary.org/obo/OBI_0001221,ChIP-chip by SNP array assay
