x,xl
http://purl.obolibrary.org/obo/GO_0006447,regulation of translational initiation by iron
http://purl.obolibrary.org/obo/GO_1900351,regulation of methanofuran biosynthetic process
http://purl.obolibrary.org/obo/GO_0036152,phosphatidylethanolamine acyl-chain remodeling
http://purl.obolibrary.org/obo/GO_0090198,negative regulation of chemokine secretion
http://purl.obolibrary.org/obo/GO_0030262,apoptotic nuclear changes
http://purl.obolibrary.org/obo/GO_0003372,establishment or maintenance of cytoskeleton polarity involved in mesendodermal cell migration
http://purl.obolibrary.org/obo/GO_1990879,CST complex
http://purl.obolibrary.org/obo/GO_0045253,pyruvate dehydrogenase (lipoamide) phosphatase complex
http://purl.obolibrary.org/obo/GO_1900353,positive regulation of methanofuran biosynthetic process
http://purl.obolibrary.org/obo/GO_0062151,catalase complex
http://purl.obolibrary.org/obo/GO_0015116,sulfate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0033967,box C/D snoRNA metabolic process
http://purl.obolibrary.org/obo/GO_0016557,peroxisome membrane biogenesis
http://purl.obolibrary.org/obo/GO_0019671,glutamate catabolic process via mesaconate and citramalate
http://purl.obolibrary.org/obo/GO_0007080,mitotic metaphase plate congression
http://purl.obolibrary.org/obo/GO_0044077,modulation by symbiont of host receptor-mediated endocytosis
http://purl.obolibrary.org/obo/GO_0061675,RBL family protein binding
http://purl.obolibrary.org/obo/GO_0033297,ATPase-coupled rhamnose transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0086058,voltage-gated calcium channel activity involved in Purkinje myocyte cell action potential
http://purl.obolibrary.org/obo/GO_0005217,intracellular ligand-gated ion channel activity
http://purl.obolibrary.org/obo/GO_0090120,lysosome to ER cholesterol transport
http://purl.obolibrary.org/obo/GO_0032778,ATPase-coupled cobalt transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0010197,polar nucleus fusion
http://purl.obolibrary.org/obo/GO_0086089,voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization
http://purl.obolibrary.org/obo/GO_0099532,synaptic vesicle endosomal processing
http://purl.obolibrary.org/obo/GO_0017147,Wnt-protein binding
http://purl.obolibrary.org/obo/GO_0038197,type I interferon receptor complex
http://purl.obolibrary.org/obo/GO_0005890,sodium:potassium-exchanging ATPase complex
http://purl.obolibrary.org/obo/GO_0030660,Golgi-associated vesicle membrane
http://purl.obolibrary.org/obo/GO_0015407,ATPase-coupled monosaccharide transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0080112,seed growth
http://purl.obolibrary.org/obo/GO_0042313,protein kinase C deactivation
http://purl.obolibrary.org/obo/GO_0071077,"adenosine 3',5'-bisphosphate transmembrane transporter activity"
http://purl.obolibrary.org/obo/GO_1903730,regulation of phosphatidate phosphatase activity
http://purl.obolibrary.org/obo/GO_0015117,thiosulfate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0005272,sodium channel activity
http://purl.obolibrary.org/obo/GO_0061676,importin-alpha family protein binding
http://purl.obolibrary.org/obo/GO_0000959,mitochondrial RNA metabolic process
http://purl.obolibrary.org/obo/GO_0045254,pyruvate dehydrogenase complex
http://purl.obolibrary.org/obo/GO_0086059,voltage-gated calcium channel activity involved SA node cell action potential
http://purl.obolibrary.org/obo/GO_1990429,peroxisomal importomer complex
http://purl.obolibrary.org/obo/GO_0098698,postsynaptic specialization assembly
http://purl.obolibrary.org/obo/GO_0097296,activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
http://purl.obolibrary.org/obo/GO_0006353,"DNA-templated transcription, termination"
http://purl.obolibrary.org/obo/GO_0061841,high-affinity iron exporter complex
http://purl.obolibrary.org/obo/GO_0006540,glutamate decarboxylation to succinate
http://purl.obolibrary.org/obo/GO_0071266,'de novo' L-methionine biosynthetic process
http://purl.obolibrary.org/obo/GO_0061770,translation elongation factor binding
http://purl.obolibrary.org/obo/GO_0070628,proteasome binding
http://purl.obolibrary.org/obo/GO_0019069,viral capsid assembly
http://purl.obolibrary.org/obo/GO_0009067,aspartate family amino acid biosynthetic process
http://purl.obolibrary.org/obo/GO_0030984,kininogen binding
http://purl.obolibrary.org/obo/GO_0009965,leaf morphogenesis
http://purl.obolibrary.org/obo/GO_0010009,cytoplasmic side of endosome membrane
http://purl.obolibrary.org/obo/GO_0051378,serotonin binding
http://purl.obolibrary.org/obo/GO_0030095,chloroplast photosystem II
http://purl.obolibrary.org/obo/GO_0033220,ATPase-coupled amide-transporter activity
http://purl.obolibrary.org/obo/GO_0034591,rhoptry lumen
http://purl.obolibrary.org/obo/GO_0034506,"chromosome, centromeric core domain"
http://purl.obolibrary.org/obo/GO_0015243,cycloheximide transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0015900,benomyl transport
http://purl.obolibrary.org/obo/GO_0050691,regulation of defense response to virus by host
http://purl.obolibrary.org/obo/GO_0019191,cellobiose transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0046873,metal ion transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0045503,dynein light chain binding
http://purl.obolibrary.org/obo/GO_0086014,atrial cardiac muscle cell action potential
http://purl.obolibrary.org/obo/GO_1990334,Bfa1-Bub2 complex
http://purl.obolibrary.org/obo/GO_1900095,regulation of dosage compensation by inactivation of X chromosome
http://purl.obolibrary.org/obo/GO_0016116,carotenoid metabolic process
http://purl.obolibrary.org/obo/GO_0051519,activation of bipolar cell growth
http://purl.obolibrary.org/obo/GO_0062200,RAM/MOR signaling pathway
http://purl.obolibrary.org/obo/GO_0051417,microtubule nucleation by spindle pole body
http://purl.obolibrary.org/obo/GO_0061291,canonical Wnt signaling pathway involved in ureteric bud branching
http://purl.obolibrary.org/obo/GO_0019486,"beta-alanine catabolic process to mevalonate semialdehyde, by transamination"
http://purl.obolibrary.org/obo/GO_0005102,signaling receptor binding
http://purl.obolibrary.org/obo/GO_0015274,organellar voltage-gated chloride channel activity
http://purl.obolibrary.org/obo/GO_0042127,regulation of cell population proliferation
http://purl.obolibrary.org/obo/GO_0042314,bacteriochlorophyll binding
http://purl.obolibrary.org/obo/GO_0043211,ATPase-coupled carbohydrate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0060015,granulosa cell fate commitment
http://purl.obolibrary.org/obo/GO_0097297,activation of cysteine-type endopeptidase activity involved in execution phase of apoptosis
http://purl.obolibrary.org/obo/GO_0043640,benzoate catabolic process via hydroxylation
http://purl.obolibrary.org/obo/GO_0031536,positive regulation of exit from mitosis
http://purl.obolibrary.org/obo/GO_0060393,regulation of pathway-restricted SMAD protein phosphorylation
http://purl.obolibrary.org/obo/GO_0006189,'de novo' IMP biosynthetic process
http://purl.obolibrary.org/obo/GO_0015567,alkane transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0022857,transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0033581,protein galactosylation in Golgi
http://purl.obolibrary.org/obo/GO_0045105,intermediate filament polymerization or depolymerization
http://purl.obolibrary.org/obo/GO_1990343,heterochromatin domain
http://purl.obolibrary.org/obo/GO_1904977,lymphatic endothelial cell migration
http://purl.obolibrary.org/obo/GO_0010199,organ boundary specification between lateral organs and the meristem
http://purl.obolibrary.org/obo/GO_0006354,"DNA-templated transcription, elongation"
http://purl.obolibrary.org/obo/GO_0009068,aspartate family amino acid catabolic process
http://purl.obolibrary.org/obo/GO_0099534,calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration
http://purl.obolibrary.org/obo/GO_0015244,fluconazole transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0033221,ATPase-coupled urea transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0019328,anaerobic gallate catabolic process
http://purl.obolibrary.org/obo/GO_0034507,"chromosome, centromeric outer repeat region"
http://purl.obolibrary.org/obo/GO_0098954,presynaptic endosome membrane
http://purl.obolibrary.org/obo/GO_0030096,plasma membrane-derived thylakoid photosystem II
http://purl.obolibrary.org/obo/GO_0140368,decoy receptor complex
http://purl.obolibrary.org/obo/GO_0005775,vacuolar lumen
http://purl.obolibrary.org/obo/GO_0005274,allantoin:proton symporter activity
http://purl.obolibrary.org/obo/GO_1990500,eif4e-cup complex
http://purl.obolibrary.org/obo/GO_0045504,dynein heavy chain binding
http://purl.obolibrary.org/obo/GO_0005345,purine nucleobase transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0046015,regulation of transcription by glucose
http://purl.obolibrary.org/obo/GO_0005964,phosphorylase kinase complex
http://purl.obolibrary.org/obo/GO_0019266,asparagine biosynthetic process from oxaloacetate
http://purl.obolibrary.org/obo/GO_0010169,thioglucosidase complex
http://purl.obolibrary.org/obo/GO_0090611,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway
http://purl.obolibrary.org/obo/GO_0120146,sulfatide binding
http://purl.obolibrary.org/obo/GO_0015932,nucleobase-containing compound transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0007083,mitotic chromosome decondensation
http://purl.obolibrary.org/obo/GO_0072069,DCT cell differentiation
http://purl.obolibrary.org/obo/GO_0007264,small GTPase mediated signal transduction
http://purl.obolibrary.org/obo/GO_0035612,AP-2 adaptor complex binding
http://purl.obolibrary.org/obo/GO_0015568,L-idonate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0060573,cell fate specification involved in pattern specification
http://purl.obolibrary.org/obo/GO_0036344,platelet morphogenesis
http://purl.obolibrary.org/obo/GO_0044770,cell cycle phase transition
http://purl.obolibrary.org/obo/GO_0036531,glutathione deglycation
http://purl.obolibrary.org/obo/GO_0021822,negative regulation of cell motility involved in cerebral cortex radial glia guided migration
http://purl.obolibrary.org/obo/GO_0060394,negative regulation of pathway-restricted SMAD protein phosphorylation
http://purl.obolibrary.org/obo/GO_0015440,ATPase-coupled peptide transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0032232,negative regulation of actin filament bundle assembly
http://purl.obolibrary.org/obo/GO_0034202,glycolipid floppase activity
http://purl.obolibrary.org/obo/GO_0061342,regulation of cell adhesion involved in heart morphogenesis by non-canonical Wnt signaling pathway
http://purl.obolibrary.org/obo/GO_0090416,nicotinate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0015245,fatty acid transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0014030,mesenchymal cell fate commitment
http://purl.obolibrary.org/obo/GO_0070021,transforming growth factor beta ligand-receptor complex
http://purl.obolibrary.org/obo/GO_0008526,phosphatidylinositol transfer activity
http://purl.obolibrary.org/obo/GO_0044393,microspike
http://purl.obolibrary.org/obo/GO_0030860,regulation of polarized epithelial cell differentiation
http://purl.obolibrary.org/obo/GO_0009279,cell outer membrane
http://purl.obolibrary.org/obo/GO_0033528,S-methylmethionine cycle
http://purl.obolibrary.org/obo/GO_0030663,COPI-coated vesicle membrane
http://purl.obolibrary.org/obo/GO_0090282,positive regulation of transcription involved in G2/M transition of mitotic cell cycle
http://purl.obolibrary.org/obo/GO_0000706,meiotic DNA double-strand break processing
http://purl.obolibrary.org/obo/GO_0005893,interleukin-2 receptor complex
http://purl.obolibrary.org/obo/GO_0090540,bacterial cellulose biosynthetic process
http://purl.obolibrary.org/obo/GO_0035397,helper T cell enhancement of adaptive immune response
http://purl.obolibrary.org/obo/GO_0042700,luteinizing hormone signaling pathway
http://purl.obolibrary.org/obo/GO_0098529,"neuromuscular junction development, skeletal muscle fiber"
http://purl.obolibrary.org/obo/GO_0005275,amine transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0045505,dynein intermediate chain binding
http://purl.obolibrary.org/obo/GO_0005965,protein farnesyltransferase complex
http://purl.obolibrary.org/obo/GO_0045686,negative regulation of glial cell differentiation
http://purl.obolibrary.org/obo/GO_0019488,ribitol catabolic process to xylulose 5-phosphate
http://purl.obolibrary.org/obo/GO_0015591,D-ribose transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0014883,transition between fast and slow fiber
http://purl.obolibrary.org/obo/GO_0048143,astrocyte activation
http://purl.obolibrary.org/obo/GO_0007302,nurse cell nucleus anchoring
http://purl.obolibrary.org/obo/GO_0015441,ATPase-coupled beta-glucan transporter activity
http://purl.obolibrary.org/obo/GO_1902301,galactarate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0090417,N-methylnicotinate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0014031,mesenchymal cell development
http://purl.obolibrary.org/obo/GO_0010075,regulation of meristem growth
http://purl.obolibrary.org/obo/GO_0070451,cell hair
http://purl.obolibrary.org/obo/GO_0005894,interleukin-3 receptor complex
http://purl.obolibrary.org/obo/GO_0015882,L-ascorbic acid transmembrane transport
http://purl.obolibrary.org/obo/GO_0002039,p53 binding
http://purl.obolibrary.org/obo/GO_0120170,intraciliary transport particle B binding
http://purl.obolibrary.org/obo/GO_0019215,intermediate filament binding
http://purl.obolibrary.org/obo/GO_0015498,pantothenate:sodium symporter activity
http://purl.obolibrary.org/obo/GO_0006406,mRNA export from nucleus
http://purl.obolibrary.org/obo/GO_0045023,G0 to G1 transition
http://purl.obolibrary.org/obo/GO_0009079,pyruvate family amino acid biosynthetic process
http://purl.obolibrary.org/obo/GO_0098987,"regulation of modification of synapse structure, modulating synaptic transmission"
http://purl.obolibrary.org/obo/GO_0003147,neural crest cell migration involved in heart formation
http://purl.obolibrary.org/obo/GO_0010997,anaphase-promoting complex binding
http://purl.obolibrary.org/obo/GO_0005347,ATP transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0022625,cytosolic large ribosomal subunit
http://purl.obolibrary.org/obo/GO_0000176,nuclear exosome (RNase complex)
http://purl.obolibrary.org/obo/GO_0005966,cyclic-nucleotide phosphodiesterase complex
http://purl.obolibrary.org/obo/GO_0070306,lens fiber cell differentiation
http://purl.obolibrary.org/obo/GO_0090730,Las1 complex
http://purl.obolibrary.org/obo/GO_0045687,positive regulation of glial cell differentiation
http://purl.obolibrary.org/obo/GO_0080171,lytic vacuole organization
http://purl.obolibrary.org/obo/GO_0007303,"cytoplasmic transport, nurse cell to oocyte"
http://purl.obolibrary.org/obo/GO_0032182,ubiquitin-like protein binding
http://purl.obolibrary.org/obo/GO_0000120,RNA polymerase I transcription regulator complex
http://purl.obolibrary.org/obo/GO_0016516,interleukin-4 receptor complex
http://purl.obolibrary.org/obo/GO_0007089,traversing start control point of mitotic cell cycle
http://purl.obolibrary.org/obo/GO_0006910,"phagocytosis, recognition"
http://purl.obolibrary.org/obo/GO_0045947,negative regulation of translational initiation
http://purl.obolibrary.org/obo/GO_0048730,epidermis morphogenesis
http://purl.obolibrary.org/obo/GO_0035157,negative regulation of fusion cell fate specification
http://purl.obolibrary.org/obo/GO_0090639,phosphatidylcholine biosynthesis from choline and CDP-diacylglycerol
http://purl.obolibrary.org/obo/GO_0030276,clathrin binding
http://purl.obolibrary.org/obo/GO_0009508,plastid chromosome
http://purl.obolibrary.org/obo/GO_0007297,ovarian follicle cell migration
http://purl.obolibrary.org/obo/GO_0036409,histone H3-K14 acetyltransferase complex
http://purl.obolibrary.org/obo/GO_0014893,response to rest involved in regulation of muscle adaptation
http://purl.obolibrary.org/obo/GO_0035322,mesenchymal cell migration involved in limb bud formation
http://purl.obolibrary.org/obo/GO_0015247,aminophospholipid flippase activity
http://purl.obolibrary.org/obo/GO_0005895,interleukin-5 receptor complex
http://purl.obolibrary.org/obo/GO_0097222,mitochondrial mRNA polyadenylation
http://purl.obolibrary.org/obo/GO_1905224,clathrin-coated pit assembly
http://purl.obolibrary.org/obo/GO_0006407,rRNA export from nucleus
http://purl.obolibrary.org/obo/GO_0018875,anaerobic benzoate metabolic process
http://purl.obolibrary.org/obo/GO_0006271,DNA strand elongation involved in DNA replication
http://purl.obolibrary.org/obo/GO_0048284,organelle fusion
http://purl.obolibrary.org/obo/GO_0015593,allose transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0046290,isoflavonoid phytoalexin catabolic process
http://purl.obolibrary.org/obo/GO_0015499,formate transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0022626,cytosolic ribosome
http://purl.obolibrary.org/obo/GO_0051986,negative regulation of attachment of spindle microtubules to kinetochore
http://purl.obolibrary.org/obo/GO_0031423,hexon binding
http://purl.obolibrary.org/obo/GO_0019551,glutamate catabolic process to 2-oxoglutarate
http://purl.obolibrary.org/obo/GO_0140200,adenylate cyclase-activating adrenergic receptor signaling pathway involved in regulation of heart rate
http://purl.obolibrary.org/obo/GO_0070830,bicellular tight junction assembly
http://purl.obolibrary.org/obo/GO_0060271,cilium assembly
http://purl.obolibrary.org/obo/GO_1900262,regulation of DNA-directed DNA polymerase activity
http://purl.obolibrary.org/obo/GO_0046331,lateral inhibition
http://purl.obolibrary.org/obo/GO_0048334,regulation of mesodermal cell fate determination
http://purl.obolibrary.org/obo/GO_0045948,positive regulation of translational initiation
http://purl.obolibrary.org/obo/GO_0015248,sterol transporter activity
http://purl.obolibrary.org/obo/GO_0140231,anterograde axonal transport of neurotransmitter receptor complex
http://purl.obolibrary.org/obo/GO_0004860,protein kinase inhibitor activity
http://purl.obolibrary.org/obo/GO_0014894,response to denervation involved in regulation of muscle adaptation
http://purl.obolibrary.org/obo/GO_0044782,cilium organization
http://purl.obolibrary.org/obo/GO_0045025,mitochondrial degradosome
http://purl.obolibrary.org/obo/GO_0000709,meiotic joint molecule formation
http://purl.obolibrary.org/obo/GO_0005896,interleukin-6 receptor complex
http://purl.obolibrary.org/obo/GO_2000141,positive regulation of octopamine signaling pathway involved in response to food
http://purl.obolibrary.org/obo/GO_0015884,folic acid transport
http://purl.obolibrary.org/obo/GO_0048285,organelle fission
http://purl.obolibrary.org/obo/GO_1905499,trichome papilla formation
http://purl.obolibrary.org/obo/GO_0010999,regulation of eIF2 alpha phosphorylation by heme
http://purl.obolibrary.org/obo/GO_0014716,skeletal muscle satellite stem cell asymmetric division involved in skeletal muscle regeneration
http://purl.obolibrary.org/obo/GO_0060100,"positive regulation of phagocytosis, engulfment"
http://purl.obolibrary.org/obo/GO_0050969,detection of chemical stimulus involved in magnetoreception
http://purl.obolibrary.org/obo/GO_1990933,microtubule cytoskeleton attachment to nuclear envelope
http://purl.obolibrary.org/obo/GO_0022627,cytosolic small ribosomal subunit
http://purl.obolibrary.org/obo/GO_0000178,exosome (RNase complex)
http://purl.obolibrary.org/obo/GO_0097479,synaptic vesicle localization
http://purl.obolibrary.org/obo/GO_0086080,protein binding involved in heterotypic cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0035354,Toll-like receptor 1-Toll-like receptor 2 protein complex
http://purl.obolibrary.org/obo/GO_0150104,transport across blood-brain barrier
http://purl.obolibrary.org/obo/GO_0042729,DASH complex
http://purl.obolibrary.org/obo/GO_0044587,cellopentaose binding
http://purl.obolibrary.org/obo/GO_0019552,glutamate catabolic process via 2-hydroxyglutarate
http://purl.obolibrary.org/obo/GO_0000343,plastid-encoded plastid RNA polymerase complex A
http://purl.obolibrary.org/obo/GO_2000994,regulation of mannan catabolic process
http://purl.obolibrary.org/obo/GO_0015164,glucuronoside transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_1990498,mitotic spindle microtubule
http://purl.obolibrary.org/obo/GO_0002777,antimicrobial peptide biosynthetic process
http://purl.obolibrary.org/obo/GO_1903213,protein localization to subtelomeric heterochromatin
http://purl.obolibrary.org/obo/GO_0019810,putrescine binding
http://purl.obolibrary.org/obo/GO_0051987,positive regulation of attachment of spindle microtubules to kinetochore
http://purl.obolibrary.org/obo/GO_0044842,gut granule lumen
http://purl.obolibrary.org/obo/GO_0048818,positive regulation of hair follicle maturation
http://purl.obolibrary.org/obo/GO_0001540,amyloid-beta binding
http://purl.obolibrary.org/obo/GO_0015633,ATPase-coupled zinc transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0034085,establishment of sister chromatid cohesion
http://purl.obolibrary.org/obo/GO_0061732,mitochondrial acetyl-CoA biosynthetic process from pyruvate
http://purl.obolibrary.org/obo/GO_0009350,ethanolamine ammonia-lyase complex
http://purl.obolibrary.org/obo/GO_0061511,centriole elongation
http://purl.obolibrary.org/obo/GO_0046332,SMAD binding
http://purl.obolibrary.org/obo/GO_0110100,spindle pole body separation
http://purl.obolibrary.org/obo/GO_0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity
http://purl.obolibrary.org/obo/GO_0000148,"1,3-beta-D-glucan synthase complex"
http://purl.obolibrary.org/obo/GO_0051501,diterpene phytoalexin metabolic process
http://purl.obolibrary.org/obo/GO_0006409,tRNA export from nucleus
http://purl.obolibrary.org/obo/GO_0015203,polyamine transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0070840,dynein complex binding
http://purl.obolibrary.org/obo/GO_0005897,interleukin-9 receptor complex
http://purl.obolibrary.org/obo/GO_0042907,xanthine transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_0033100,NuA3 histone acetyltransferase complex
http://purl.obolibrary.org/obo/GO_0015885,5-formyltetrahydrofolate transport
http://purl.obolibrary.org/obo/GO_0033985,acidocalcisome lumen
http://purl.obolibrary.org/obo/GO_0010672,regulation of transcription from RNA polymerase II promoter involved in meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0010501,RNA secondary structure unwinding
http://purl.obolibrary.org/obo/GO_0070309,lens fiber cell morphogenesis
http://purl.obolibrary.org/obo/GO_0061763,multivesicular body-lysosome fusion
http://purl.obolibrary.org/obo/GO_1900727,osmoregulated periplasmic glucan biosynthetic process
http://purl.obolibrary.org/obo/GO_0035355,Toll-like receptor 2-Toll-like receptor 6 protein complex
http://purl.obolibrary.org/obo/GO_0034332,adherens junction organization
http://purl.obolibrary.org/obo/GO_0038089,positive regulation of cell migration by vascular endothelial growth factor signaling pathway
http://purl.obolibrary.org/obo/GO_0044588,laminaribiose binding
http://purl.obolibrary.org/obo/GO_0000344,plastid-encoded plastid RNA polymerase complex B
http://purl.obolibrary.org/obo/GO_2000995,negative regulation of mannan catabolic process
http://purl.obolibrary.org/obo/GO_0090733,tenascin complex
http://purl.obolibrary.org/obo/GO_0000741,karyogamy
http://purl.obolibrary.org/obo/GO_0110008,ncRNA deadenylation
http://purl.obolibrary.org/obo/GO_0110095,cellular detoxification of aldehyde
